MW750027 delta_MW750027
MZ536215.1 delta_MZ536215.1
MZ535782.1 delta_MZ535782.1
MZ533384.1 delta_MZ533384.1
MZ535393.1 delta_MZ535393.1
MZ535873.1 delta_MZ535873.1
MZ535636.1 delta_MZ535636.1
MZ535711.1 delta_MZ535711.1
MZ535346.1 delta_MZ535346.1
MZ535553.1 delta_MZ535553.1
MZ535649.1 delta_MZ535649.1
MZ535637.1 delta_MZ535637.1
MZ535419.1 delta_MZ535419.1
MZ535580.1 delta_MZ535580.1
MZ535693.1 delta_MZ535693.1
MZ535964.1 delta_MZ535964.1
MZ535408.1 delta_MZ535408.1
MZ535999.1 delta_MZ535999.1
MZ535512.1 delta_MZ535512.1
MZ535428.1 delta_MZ535428.1
MZ535561.1 delta_MZ535561.1
MZ535842.1 delta_MZ535842.1
MZ535427.1 delta_MZ535427.1
MZ535673.1 delta_MZ535673.1
MZ535342.1 delta_MZ535342.1
MZ535611.1 delta_MZ535611.1
MZ535718.1 delta_MZ535718.1
MZ535364.1 delta_MZ535364.1
MZ535639.1 delta_MZ535639.1
MZ535544.1 delta_MZ535544.1
MZ535589.1 delta_MZ535589.1
MZ535584.1 delta_MZ535584.1
MZ536081.1 delta_MZ536081.1
MZ535809.1 delta_MZ535809.1
MZ535355.1 delta_MZ535355.1
MZ535691.1 delta_MZ535691.1
MZ535552.1 delta_MZ535552.1
MZ535569.1 delta_MZ535569.1
MZ535913.1 delta_MZ535913.1
MZ535513.1 delta_MZ535513.1
MZ535677.1 delta_MZ535677.1
MZ535654.1 delta_MZ535654.1
MZ535574.1 delta_MZ535574.1
MZ535990.1 delta_MZ535990.1
MZ535390.1 delta_MZ535390.1
MZ535695.1 delta_MZ535695.1
MZ535595.1 delta_MZ535595.1
MZ535489.1 delta_MZ535489.1
MZ535464.1 delta_MZ535464.1
MZ535339.1 delta_MZ535339.1
MZ535358.1 delta_MZ535358.1
MZ535337.1 delta_MZ535337.1
MZ535550.1 delta_MZ535550.1
MZ535525.1 delta_MZ535525.1
MZ535992.1 delta_MZ535992.1
MZ535599.1 delta_MZ535599.1
MZ535908.1 delta_MZ535908.1
MZ535490.1 delta_MZ535490.1
MZ535616.1 delta_MZ535616.1
MZ535688.1 delta_MZ535688.1
MZ535527.1 delta_MZ535527.1
MZ535702.1 delta_MZ535702.1
MZ535409.1 delta_MZ535409.1
MZ535698.1 delta_MZ535698.1
MZ535554.1 delta_MZ535554.1
MZ535624.1 delta_MZ535624.1
MZ535690.1 delta_MZ535690.1
MZ535568.1 delta_MZ535568.1
MZ535500.1 delta_MZ535500.1
MZ535672.1 delta_MZ535672.1
MZ535372.1 delta_MZ535372.1
MZ535340.1 delta_MZ535340.1
MZ533408.1 delta_MZ533408.1
MZ540003.1 delta_MZ540003.1
MZ533393.1 delta_MZ533393.1
MZ533379.1 delta_MZ533379.1
MZ533466.1 delta_MZ533466.1
MZ533412.1 delta_MZ533412.1
MZ533423.1 delta_MZ533423.1
MZ533492.1 delta_MZ533492.1
MZ535884.1 delta_MZ535884.1
MZ535799.1 delta_MZ535799.1
MZ533392.1 delta_MZ533392.1
MZ536096.1 delta_MZ536096.1
MZ535896.1 delta_MZ535896.1
MZ536026.1 delta_MZ536026.1
MZ532281.1 delta_MZ532281.1
MZ532274.1 delta_MZ532274.1
MZ532259.1 delta_MZ532259.1
MZ532260.1 delta_MZ532260.1
MZ532262.1 delta_MZ532262.1
MZ532279.1 delta_MZ532279.1
MZ532257.1 delta_MZ532257.1
MZ532266.1 delta_MZ532266.1
MZ532261.1 delta_MZ532261.1
MZ532275.1 delta_MZ532275.1
MZ532271.1 delta_MZ532271.1
MZ533349.1 delta_MZ533349.1
MZ533254.1 delta_MZ533254.1
MZ533255.1 delta_MZ533255.1
MZ533362.1 delta_MZ533362.1
MZ533364.1 delta_MZ533364.1
MZ533371.1 delta_MZ533371.1
MZ533263.1 delta_MZ533263.1
MZ533123.1 delta_MZ533123.1
MZ533311.1 delta_MZ533311.1
MZ533126.1 delta_MZ533126.1
MZ533312.1 delta_MZ533312.1
MZ533317.1 delta_MZ533317.1
MZ533318.1 delta_MZ533318.1
MZ533382.1 delta_MZ533382.1
MZ537315.1 delta_MZ537315.1
MZ535738.1 delta_MZ535738.1
MZ535733.1 delta_MZ535733.1
MZ536010.1 delta_MZ536010.1
MZ535756.1 delta_MZ535756.1
MZ536091.1 delta_MZ536091.1
MZ536177.1 delta_MZ536177.1
MZ535890.1 delta_MZ535890.1
MZ535975.1 delta_MZ535975.1
MZ535862.1 delta_MZ535862.1
MZ536158.1 delta_MZ536158.1
MZ536034.1 delta_MZ536034.1
MZ537302.1 delta_MZ537302.1
MZ537307.1 delta_MZ537307.1
MZ533373.1 delta_MZ533373.1
MZ533268.1 delta_MZ533268.1
MZ533124.1 delta_MZ533124.1
MZ533300.1 delta_MZ533300.1
MZ533125.1 delta_MZ533125.1
MZ535921.1 delta_MZ535921.1
MZ536007.1 delta_MZ536007.1
MZ536009.1 delta_MZ536009.1
MZ535778.1 delta_MZ535778.1
MZ535962.1 delta_MZ535962.1
MZ535773.1 delta_MZ535773.1
MZ536142.1 delta_MZ536142.1
MZ535774.1 delta_MZ535774.1
MZ535893.1 delta_MZ535893.1
MZ536161.1 delta_MZ536161.1
MZ536102.1 delta_MZ536102.1
MZ535872.1 delta_MZ535872.1
MZ536188.1 delta_MZ536188.1
MZ535823.1 delta_MZ535823.1
MZ535912.1 delta_MZ535912.1
MZ535852.1 delta_MZ535852.1
MZ535939.1 delta_MZ535939.1
MZ536148.1 delta_MZ536148.1
MZ535949.1 delta_MZ535949.1
MZ536042.1 delta_MZ536042.1
MZ535961.1 delta_MZ535961.1
MZ536063.1 delta_MZ536063.1
MZ535758.1 delta_MZ535758.1
MZ537296.1 delta_MZ537296.1
MZ533310.1 delta_MZ533310.1
MZ533272.1 delta_MZ533272.1
MZ533281.1 delta_MZ533281.1
MZ533361.1 delta_MZ533361.1
MZ535141.1 delta_MZ535141.1
MZ535746.1 delta_MZ535746.1
MZ533363.1 delta_MZ533363.1
MZ533346.1 delta_MZ533346.1
MZ533367.1 delta_MZ533367.1
MZ533284.1 delta_MZ533284.1
MZ533304.1 delta_MZ533304.1
MZ535803.1 delta_MZ535803.1
MZ535951.1 delta_MZ535951.1
MZ536090.1 delta_MZ536090.1
MZ536062.1 delta_MZ536062.1
MZ536064.1 delta_MZ536064.1
MZ535882.1 delta_MZ535882.1
MZ536118.1 delta_MZ536118.1
MZ535833.1 delta_MZ535833.1
MZ535979.1 delta_MZ535979.1
MZ533343.1 delta_MZ533343.1
MZ533381.1 delta_MZ533381.1
MZ536189.1 delta_MZ536189.1
MZ535919.1 delta_MZ535919.1
MZ535476.1 delta_MZ535476.1
MZ535686.1 delta_MZ535686.1
MZ536027.1 delta_MZ536027.1
MZ535898.1 delta_MZ535898.1
MZ535348.1 delta_MZ535348.1
MZ535486.1 delta_MZ535486.1
MZ535422.1 delta_MZ535422.1
MZ535730.1 delta_MZ535730.1
MZ535356.1 delta_MZ535356.1
MZ536165.1 delta_MZ536165.1
MZ535648.1 delta_MZ535648.1
MZ535518.1 delta_MZ535518.1
MZ536205.1 delta_MZ536205.1
MZ536191.1 delta_MZ536191.1
MZ535748.1 delta_MZ535748.1
MZ535656.1 delta_MZ535656.1
MZ535605.1 delta_MZ535605.1
MZ535439.1 delta_MZ535439.1
MZ535629.1 delta_MZ535629.1
MZ535582.1 delta_MZ535582.1
MZ535707.1 delta_MZ535707.1
MZ535705.1 delta_MZ535705.1
MZ535366.1 delta_MZ535366.1
MZ535479.1 delta_MZ535479.1
MZ535592.1 delta_MZ535592.1
MZ535590.1 delta_MZ535590.1
MZ535720.1 delta_MZ535720.1
MZ536014.1 delta_MZ536014.1
MZ535924.1 delta_MZ535924.1
MZ535501.1 delta_MZ535501.1
MZ535988.1 delta_MZ535988.1
MZ536049.1 delta_MZ536049.1
MZ535780.1 delta_MZ535780.1
MZ536137.1 delta_MZ536137.1
MZ535504.1 delta_MZ535504.1
MZ535678.1 delta_MZ535678.1
MZ536098.1 delta_MZ536098.1
MZ535864.1 delta_MZ535864.1
MZ535403.1 delta_MZ535403.1
MZ536122.1 delta_MZ536122.1
MZ536166.1 delta_MZ536166.1
MZ536028.1 delta_MZ536028.1
MZ535613.1 delta_MZ535613.1
MZ535623.1 delta_MZ535623.1
MZ535467.1 delta_MZ535467.1
MZ536204.1 delta_MZ536204.1
MZ535909.1 delta_MZ535909.1
MZ535668.1 delta_MZ535668.1
MZ535535.1 delta_MZ535535.1
MZ533354.1 delta_MZ533354.1
MZ539996.1 delta_MZ539996.1
MZ540002.1 delta_MZ540002.1
MZ533421.1 delta_MZ533421.1
MZ533337.1 delta_MZ533337.1
MZ537305.1 delta_MZ537305.1
MZ533302.1 delta_MZ533302.1
MZ535192.1 delta_MZ535192.1
MZ535820.1 delta_MZ535820.1
MZ536198.1 delta_MZ536198.1
MZ535902.1 delta_MZ535902.1
MZ535754.1 delta_MZ535754.1
MZ532295.1 delta_MZ532295.1
MZ532303.1 delta_MZ532303.1
MZ532310.1 delta_MZ532310.1
MZ532317.1 delta_MZ532317.1
MZ532331.1 delta_MZ532331.1
MZ532296.1 delta_MZ532296.1
MZ532341.1 delta_MZ532341.1
MZ532327.1 delta_MZ532327.1
MZ532324.1 delta_MZ532324.1
MZ532313.1 delta_MZ532313.1
MZ532305.1 delta_MZ532305.1
MZ532340.1 delta_MZ532340.1
MZ532319.1 delta_MZ532319.1
MZ532337.1 delta_MZ532337.1
MZ532328.1 delta_MZ532328.1
MZ532311.1 delta_MZ532311.1
MZ532298.1 delta_MZ532298.1
MZ532300.1 delta_MZ532300.1
MZ532293.1 delta_MZ532293.1
MZ533148.1 delta_MZ533148.1
MZ533166.1 delta_MZ533166.1
MZ533247.1 delta_MZ533247.1
MZ533121.1 delta_MZ533121.1
MZ533149.1 delta_MZ533149.1
MZ533156.1 delta_MZ533156.1
MZ533163.1 delta_MZ533163.1
MZ533169.1 delta_MZ533169.1
MZ533224.1 delta_MZ533224.1
MZ533320.1 delta_MZ533320.1
MZ533324.1 delta_MZ533324.1
MZ533326.1 delta_MZ533326.1
MZ535165.1 delta_MZ535165.1
MZ536130.1 delta_MZ536130.1
MZ536020.1 delta_MZ536020.1
MZ536154.1 delta_MZ536154.1
MZ535739.1 delta_MZ535739.1
MZ535743.1 delta_MZ535743.1
MZ535834.1 delta_MZ535834.1
MZ535791.1 delta_MZ535791.1
MZ535957.1 delta_MZ535957.1
MZ535875.1 delta_MZ535875.1
MZ536048.1 delta_MZ536048.1
MZ533144.1 delta_MZ533144.1
MZ532869.1 delta_MZ532869.1
MZ532964.1 delta_MZ532964.1
MZ532863.1 delta_MZ532863.1
MZ535848.1 delta_MZ535848.1
MZ536196.1 delta_MZ536196.1
MZ535106.1 delta_MZ535106.1
MZ533161.1 delta_MZ533161.1
MZ533230.1 delta_MZ533230.1
MZ533235.1 delta_MZ533235.1
MZ537300.1 delta_MZ537300.1
MZ533333.1 delta_MZ533333.1
MZ535480.1 delta_MZ535480.1
MZ535111.1 delta_MZ535111.1
MZ535312.1 delta_MZ535312.1
MZ535635.1 delta_MZ535635.1
MZ535389.1 delta_MZ535389.1
MZ535013.1 delta_MZ535013.1
MZ535177.1 delta_MZ535177.1
MZ535288.1 delta_MZ535288.1
MZ535148.1 delta_MZ535148.1
MZ535043.1 delta_MZ535043.1
MZ534999.1 delta_MZ534999.1
MZ535216.1 delta_MZ535216.1
MZ535276.1 delta_MZ535276.1
MZ534973.1 delta_MZ534973.1
MZ535270.1 delta_MZ535270.1
MZ534998.1 delta_MZ534998.1
MZ535434.1 delta_MZ535434.1
MZ535368.1 delta_MZ535368.1
MZ535078.1 delta_MZ535078.1
MZ536074.1 delta_MZ536074.1
MZ533158.1 delta_MZ533158.1
MZ533178.1 delta_MZ533178.1
MZ535046.1 delta_MZ535046.1
MZ535029.1 delta_MZ535029.1
MZ535067.1 delta_MZ535067.1
MZ535151.1 delta_MZ535151.1
MZ533232.1 delta_MZ533232.1
MZ535722.1 delta_MZ535722.1
MZ533231.1 delta_MZ533231.1
MZ535627.1 delta_MZ535627.1
MZ535663.1 delta_MZ535663.1
MZ535075.1 delta_MZ535075.1
MZ535830.1 delta_MZ535830.1
MZ533179.1 delta_MZ533179.1
MZ520956.1 delta_MZ520956.1
MZ533160.1 delta_MZ533160.1
MZ533252.1 delta_MZ533252.1
MZ533321.1 delta_MZ533321.1
MZ533328.1 delta_MZ533328.1
MZ533331.1 delta_MZ533331.1
MZ535245.1 delta_MZ535245.1
MZ535169.1 delta_MZ535169.1
MZ535327.1 delta_MZ535327.1
MZ535299.1 delta_MZ535299.1
MZ534947.1 delta_MZ534947.1
MZ535159.1 delta_MZ535159.1
MZ534954.1 delta_MZ534954.1
MZ535095.1 delta_MZ535095.1
MZ535014.1 delta_MZ535014.1
MZ535519.1 delta_MZ535519.1
MZ535445.1 delta_MZ535445.1
MZ535667.1 delta_MZ535667.1
MZ535052.1 delta_MZ535052.1
MZ535185.1 delta_MZ535185.1
MZ535053.1 delta_MZ535053.1
MZ535279.1 delta_MZ535279.1
MZ535019.1 delta_MZ535019.1
MZ535239.1 delta_MZ535239.1
MZ535018.1 delta_MZ535018.1
MZ535317.1 delta_MZ535317.1
MZ535026.1 delta_MZ535026.1
MZ534925.1 delta_MZ534925.1
MZ535028.1 delta_MZ535028.1
MZ535324.1 delta_MZ535324.1
MZ535325.1 delta_MZ535325.1
MZ535313.1 delta_MZ535313.1
MZ535235.1 delta_MZ535235.1
MZ535171.1 delta_MZ535171.1
MZ535332.1 delta_MZ535332.1
MZ535134.1 delta_MZ535134.1
MZ535545.1 delta_MZ535545.1
MZ534924.1 delta_MZ534924.1
MZ533222.1 delta_MZ533222.1
MZ533325.1 delta_MZ533325.1
MZ532891.1 delta_MZ532891.1
MZ535539.1 delta_MZ535539.1
MZ535643.1 delta_MZ535643.1
MZ535687.1 delta_MZ535687.1
MZ535444.1 delta_MZ535444.1
MZ535370.1 delta_MZ535370.1
MZ535394.1 delta_MZ535394.1
MZ535573.1 delta_MZ535573.1
MZ533621.1 delta_MZ533621.1
MZ535942.1 delta_MZ535942.1
MZ535855.1 delta_MZ535855.1
MZ536134.1 delta_MZ536134.1
MZ535930.1 delta_MZ535930.1
MZ533246.1 delta_MZ533246.1
MZ535081.1 delta_MZ535081.1
MZ530675.1 delta_MZ530675.1
MZ534993.1 delta_MZ534993.1
MZ530522.1 delta_MZ530522.1
MZ530632.1 delta_MZ530632.1
MZ530565.1 delta_MZ530565.1
MZ530584.1 delta_MZ530584.1
MZ535146.1 delta_MZ535146.1
MZ535011.1 delta_MZ535011.1
MZ530567.1 delta_MZ530567.1
MZ530796.1 delta_MZ530796.1
MZ535066.1 delta_MZ535066.1
MZ534991.1 delta_MZ534991.1
MZ534996.1 delta_MZ534996.1
MZ534958.1 delta_MZ534958.1
MZ535315.1 delta_MZ535315.1
MZ535229.1 delta_MZ535229.1
MZ535295.1 delta_MZ535295.1
MZ535259.1 delta_MZ535259.1
MZ535247.1 delta_MZ535247.1
MZ534970.1 delta_MZ534970.1
MZ535042.1 delta_MZ535042.1
MZ535071.1 delta_MZ535071.1
MZ535121.1 delta_MZ535121.1
MZ535294.1 delta_MZ535294.1
MZ535320.1 delta_MZ535320.1
MZ535098.1 delta_MZ535098.1
MZ535405.1 delta_MZ535405.1
MZ533249.1 delta_MZ533249.1
MZ535851.1 delta_MZ535851.1
MZ535841.1 delta_MZ535841.1
MZ536011.1 delta_MZ536011.1
MZ540004.1 delta_MZ540004.1
MZ535097.1 delta_MZ535097.1
MZ533266.1 delta_MZ533266.1
MZ533243.1 delta_MZ533243.1
MZ535002.1 delta_MZ535002.1
MZ533237.1 delta_MZ533237.1
MZ533248.1 delta_MZ533248.1
MZ533332.1 delta_MZ533332.1
MZ533334.1 delta_MZ533334.1
MZ535692.1 delta_MZ535692.1
MZ534975.1 delta_MZ534975.1
MZ535060.1 delta_MZ535060.1
MZ535157.1 delta_MZ535157.1
MZ535131.1 delta_MZ535131.1
MZ535032.1 delta_MZ535032.1
MZ535208.1 delta_MZ535208.1
MZ535529.1 delta_MZ535529.1
MZ535061.1 delta_MZ535061.1
MZ535297.1 delta_MZ535297.1
MZ534978.1 delta_MZ534978.1
MZ535334.1 delta_MZ535334.1
MZ535266.1 delta_MZ535266.1
MZ535457.1 delta_MZ535457.1
MZ535142.1 delta_MZ535142.1
MZ535463.1 delta_MZ535463.1
MZ535559.1 delta_MZ535559.1
MZ535475.1 delta_MZ535475.1
MZ535274.1 delta_MZ535274.1
MZ535176.1 delta_MZ535176.1
MZ535113.1 delta_MZ535113.1
MZ535594.1 delta_MZ535594.1
MZ535008.1 delta_MZ535008.1
MZ535713.1 delta_MZ535713.1
MZ534957.1 delta_MZ534957.1
MZ535507.1 delta_MZ535507.1
MZ535626.1 delta_MZ535626.1
MZ535303.1 delta_MZ535303.1
MZ535679.1 delta_MZ535679.1
MZ534962.1 delta_MZ534962.1
MZ534963.1 delta_MZ534963.1
MZ535132.1 delta_MZ535132.1
MZ535614.1 delta_MZ535614.1
MZ533226.1 delta_MZ533226.1
MZ532366.1 delta_MZ532366.1
MZ532365.1 delta_MZ532365.1
MZ532346.1 delta_MZ532346.1
MZ532351.1 delta_MZ532351.1
MZ532380.1 delta_MZ532380.1
MZ532361.1 delta_MZ532361.1
MZ532382.1 delta_MZ532382.1
MZ532348.1 delta_MZ532348.1
MZ532357.1 delta_MZ532357.1
MZ532359.1 delta_MZ532359.1
MZ532381.1 delta_MZ532381.1
MZ532367.1 delta_MZ532367.1
MZ532373.1 delta_MZ532373.1
MZ532352.1 delta_MZ532352.1
MZ532383.1 delta_MZ532383.1
MZ532369.1 delta_MZ532369.1
MZ535508.1 delta_MZ535508.1
MZ535488.1 delta_MZ535488.1
MZ535292.1 delta_MZ535292.1
MZ535103.1 delta_MZ535103.1
MZ535326.1 delta_MZ535326.1
MZ534940.1 delta_MZ534940.1
MZ533147.1 delta_MZ533147.1
MZ533154.1 delta_MZ533154.1
MZ533164.1 delta_MZ533164.1
MZ533182.1 delta_MZ533182.1
MZ533185.1 delta_MZ533185.1
MZ533192.1 delta_MZ533192.1
MZ533258.1 delta_MZ533258.1
MZ533335.1 delta_MZ533335.1
MZ530806.1 delta_MZ530806.1
MZ535269.1 delta_MZ535269.1
MZ530808.1 delta_MZ530808.1
MZ535035.1 delta_MZ535035.1
MZ535117.1 delta_MZ535117.1
MZ535213.1 delta_MZ535213.1
MZ534936.1 delta_MZ534936.1
MZ535612.1 delta_MZ535612.1
MZ535485.1 delta_MZ535485.1
MZ535421.1 delta_MZ535421.1
MZ535689.1 delta_MZ535689.1
MZ535466.1 delta_MZ535466.1
MZ535581.1 delta_MZ535581.1
MZ535361.1 delta_MZ535361.1
MZ533615.1 delta_MZ533615.1
MZ532847.1 delta_MZ532847.1
MZ532867.1 delta_MZ532867.1
MZ532866.1 delta_MZ532866.1
MZ532874.1 delta_MZ532874.1
MZ532905.1 delta_MZ532905.1
MZ532881.1 delta_MZ532881.1
MZ532890.1 delta_MZ532890.1
MZ532854.1 delta_MZ532854.1
MZ532842.1 delta_MZ532842.1
MZ532897.1 delta_MZ532897.1
MZ532943.1 delta_MZ532943.1
MZ532835.1 delta_MZ532835.1
MZ532882.1 delta_MZ532882.1
MZ532861.1 delta_MZ532861.1
MZ532898.1 delta_MZ532898.1
MZ532912.1 delta_MZ532912.1
MZ532889.1 delta_MZ532889.1
MZ532940.1 delta_MZ532940.1
MZ532904.1 delta_MZ532904.1
MZ533187.1 delta_MZ533187.1
MZ533219.1 delta_MZ533219.1
MZ530699.1 delta_MZ530699.1
MZ535163.1 delta_MZ535163.1
MZ535260.1 delta_MZ535260.1
MZ535314.1 delta_MZ535314.1
MZ535268.1 delta_MZ535268.1
MZ535234.1 delta_MZ535234.1
MZ534923.1 delta_MZ534923.1
MZ535173.1 delta_MZ535173.1
MZ535115.1 delta_MZ535115.1
MZ535087.1 delta_MZ535087.1
MZ534950.1 delta_MZ534950.1
MZ535309.1 delta_MZ535309.1
MZ535187.1 delta_MZ535187.1
MZ535214.1 delta_MZ535214.1
MZ535044.1 delta_MZ535044.1
MZ535136.1 delta_MZ535136.1
MZ535241.1 delta_MZ535241.1
MZ535058.1 delta_MZ535058.1
MZ535093.1 delta_MZ535093.1
MZ534955.1 delta_MZ534955.1
MZ535181.1 delta_MZ535181.1
MZ535079.1 delta_MZ535079.1
MZ535869.1 delta_MZ535869.1
MZ535123.1 delta_MZ535123.1
MZ535657.1 delta_MZ535657.1
MZ535015.1 delta_MZ535015.1
MZ535666.1 delta_MZ535666.1
MZ533211.1 delta_MZ533211.1
MZ533257.1 delta_MZ533257.1
MZ533294.1 delta_MZ533294.1
MZ535300.1 delta_MZ535300.1
MZ535209.1 delta_MZ535209.1
MZ535086.1 delta_MZ535086.1
MZ534952.1 delta_MZ534952.1
MZ520952.1 delta_MZ520952.1
MZ533195.1 delta_MZ533195.1
MZ535064.1 delta_MZ535064.1
MZ535206.1 delta_MZ535206.1
MZ534964.1 delta_MZ534964.1
MZ534968.1 delta_MZ534968.1
MZ535041.1 delta_MZ535041.1
MZ535311.1 delta_MZ535311.1
MZ535057.1 delta_MZ535057.1
MZ535048.1 delta_MZ535048.1
MZ535051.1 delta_MZ535051.1
MZ535281.1 delta_MZ535281.1
MZ535109.1 delta_MZ535109.1
MZ534937.1 delta_MZ534937.1
MZ535296.1 delta_MZ535296.1
MZ535016.1 delta_MZ535016.1
MZ535387.1 delta_MZ535387.1
MZ535278.1 delta_MZ535278.1
MZ535293.1 delta_MZ535293.1
MZ535225.1 delta_MZ535225.1
MZ534965.1 delta_MZ534965.1
MZ535166.1 delta_MZ535166.1
MZ535219.1 delta_MZ535219.1
MZ535056.1 delta_MZ535056.1
MZ535273.1 delta_MZ535273.1
MZ535207.1 delta_MZ535207.1
MZ535528.1 delta_MZ535528.1
MZ535335.1 delta_MZ535335.1
MZ535099.1 delta_MZ535099.1
MZ535001.1 delta_MZ535001.1
MZ534932.1 delta_MZ534932.1
MZ533209.1 delta_MZ533209.1
MZ535540.1 delta_MZ535540.1
MZ534944.1 delta_MZ534944.1
MZ520944.1 delta_MZ520944.1
MZ520946.1 delta_MZ520946.1
MZ535863.1 delta_MZ535863.1
MZ536018.1 delta_MZ536018.1
MZ536097.1 delta_MZ536097.1
MZ536112.1 delta_MZ536112.1
MZ533122.1 delta_MZ533122.1
MZ530314.1 delta_MZ530314.1
MZ530439.1 delta_MZ530439.1
MZ530827.1 delta_MZ530827.1
MZ529988.1 delta_MZ529988.1
MZ530358.1 delta_MZ530358.1
MZ530228.1 delta_MZ530228.1
MZ530807.1 delta_MZ530807.1
MZ530046.1 delta_MZ530046.1
MZ530217.1 delta_MZ530217.1
MZ530721.1 delta_MZ530721.1
MZ530744.1 delta_MZ530744.1
MZ530648.1 delta_MZ530648.1
MZ530600.1 delta_MZ530600.1
MZ530269.1 delta_MZ530269.1
MZ530000.1 delta_MZ530000.1
MZ529997.1 delta_MZ529997.1
MZ535302.1 delta_MZ535302.1
MZ530646.1 delta_MZ530646.1
MZ530538.1 delta_MZ530538.1
MZ530739.1 delta_MZ530739.1
MZ530748.1 delta_MZ530748.1
MZ530678.1 delta_MZ530678.1
MZ530474.1 delta_MZ530474.1
MZ530712.1 delta_MZ530712.1
MZ530654.1 delta_MZ530654.1
MZ530615.1 delta_MZ530615.1
MZ530503.1 delta_MZ530503.1
MZ535194.1 delta_MZ535194.1
MZ534960.1 delta_MZ534960.1
MZ530786.1 delta_MZ530786.1
MZ530651.1 delta_MZ530651.1
MZ535638.1 delta_MZ535638.1
MZ535960.1 delta_MZ535960.1
MZ535411.1 delta_MZ535411.1
MZ535461.1 delta_MZ535461.1
MZ535252.1 delta_MZ535252.1
MZ535242.1 delta_MZ535242.1
MZ534948.1 delta_MZ534948.1
MZ535133.1 delta_MZ535133.1
MZ535167.1 delta_MZ535167.1
MZ535047.1 delta_MZ535047.1
MZ535547.1 delta_MZ535547.1
MZ535012.1 delta_MZ535012.1
MZ534929.1 delta_MZ534929.1
MZ535305.1 delta_MZ535305.1
MZ535120.1 delta_MZ535120.1
MZ535256.1 delta_MZ535256.1
MZ535024.1 delta_MZ535024.1
MZ535262.1 delta_MZ535262.1
MZ534979.1 delta_MZ534979.1
MZ535228.1 delta_MZ535228.1
MZ535454.1 delta_MZ535454.1
MZ535447.1 delta_MZ535447.1
MZ535264.1 delta_MZ535264.1
MZ535183.1 delta_MZ535183.1
MZ535196.1 delta_MZ535196.1
MZ534969.1 delta_MZ534969.1
MZ535174.1 delta_MZ535174.1
MZ535119.1 delta_MZ535119.1
MZ535304.1 delta_MZ535304.1
MZ535107.1 delta_MZ535107.1
MZ535105.1 delta_MZ535105.1
MZ535249.1 delta_MZ535249.1
MZ533194.1 delta_MZ533194.1
MZ534972.1 delta_MZ534972.1
MZ535126.1 delta_MZ535126.1
MZ535906.1 delta_MZ535906.1
MZ532398.1 delta_MZ532398.1
MZ532405.1 delta_MZ532405.1
MZ532389.1 delta_MZ532389.1
MZ532392.1 delta_MZ532392.1
MZ532404.1 delta_MZ532404.1
MZ532396.1 delta_MZ532396.1
MZ532399.1 delta_MZ532399.1
MZ532402.1 delta_MZ532402.1
MZ532401.1 delta_MZ532401.1
MZ532400.1 delta_MZ532400.1
MZ532403.1 delta_MZ532403.1
MZ532417.1 delta_MZ532417.1
MZ532394.1 delta_MZ532394.1
MZ532387.1 delta_MZ532387.1
MZ532393.1 delta_MZ532393.1
MZ533183.1 delta_MZ533183.1
MZ533298.1 delta_MZ533298.1
MZ530729.1 delta_MZ530729.1
MZ534987.1 delta_MZ534987.1
MZ535186.1 delta_MZ535186.1
MZ534994.1 delta_MZ534994.1
MZ535244.1 delta_MZ535244.1
MZ535283.1 delta_MZ535283.1
MZ535193.1 delta_MZ535193.1
MZ535201.1 delta_MZ535201.1
MZ535188.1 delta_MZ535188.1
MZ534961.1 delta_MZ534961.1
MZ535622.1 delta_MZ535622.1
MZ535336.1 delta_MZ535336.1
MZ535191.1 delta_MZ535191.1
MZ535357.1 delta_MZ535357.1
MZ534926.1 delta_MZ534926.1
MZ535198.1 delta_MZ535198.1
MZ530079.1 delta_MZ530079.1
MZ530211.1 delta_MZ530211.1
MZ529960.1 delta_MZ529960.1
MZ530249.1 delta_MZ530249.1
MZ530725.1 delta_MZ530725.1
MZ535321.1 delta_MZ535321.1
MZ535124.1 delta_MZ535124.1
MZ534951.1 delta_MZ534951.1
MZ535493.1 delta_MZ535493.1
MZ535160.1 delta_MZ535160.1
MZ535398.1 delta_MZ535398.1
MZ535329.1 delta_MZ535329.1
MZ535425.1 delta_MZ535425.1
MZ532913.1 delta_MZ532913.1
MZ532883.1 delta_MZ532883.1
MZ532851.1 delta_MZ532851.1
MZ532910.1 delta_MZ532910.1
MZ532875.1 delta_MZ532875.1
MZ532839.1 delta_MZ532839.1
MZ532967.1 delta_MZ532967.1
MZ532880.1 delta_MZ532880.1
MZ532962.1 delta_MZ532962.1
MZ532959.1 delta_MZ532959.1
MZ532879.1 delta_MZ532879.1
MZ532862.1 delta_MZ532862.1
MZ532900.1 delta_MZ532900.1
MZ532950.1 delta_MZ532950.1
MZ532968.1 delta_MZ532968.1
MZ532911.1 delta_MZ532911.1
MZ532859.1 delta_MZ532859.1
MZ532840.1 delta_MZ532840.1
MZ530724.1 delta_MZ530724.1
MZ530588.1 delta_MZ530588.1
MZ530525.1 delta_MZ530525.1
MZ535307.1 delta_MZ535307.1
MZ535700.1 delta_MZ535700.1
MZ530296.1 delta_MZ530296.1
MZ531143.1 delta_MZ531143.1
MZ531108.1 delta_MZ531108.1
MZ531109.1 delta_MZ531109.1
