MZ290450 iota_MZ290450
MZ006027 iota_MZ006027
MZ070655 iota_MZ070655
MZ034375 iota_MZ034375
MZ039195 iota_MZ039195
MZ425110.1 iota_MZ425110.1
MZ195415 iota_MZ195415
MW992871 iota_MW992871
MZ294486 iota_MZ294486
MZ363292 iota_MZ363292
MZ341206 iota_MZ341206
MW943875 iota_MW943875
MZ009005 iota_MZ009005
MZ086127 iota_MZ086127
MZ315250 iota_MZ315250
MW931501 iota_MW931501
MZ090502 iota_MZ090502
MZ531515.1 iota_MZ531515.1
MW966617 iota_MW966617
MW943292 iota_MW943292
MZ283717 iota_MZ283717
MZ390293 iota_MZ390293
MZ030018 iota_MZ030018
MW990970 iota_MW990970
MW931043 iota_MW931043
MZ215485 iota_MZ215485
MZ201737 iota_MZ201737
MW929945 iota_MW929945
MZ240511 iota_MZ240511
MZ152979 iota_MZ152979
MZ304883 iota_MZ304883
MZ153676 iota_MZ153676
MZ163846 iota_MZ163846
MZ163769 iota_MZ163769
MZ280058 iota_MZ280058
MZ152514 iota_MZ152514
MZ450321.1 iota_MZ450321.1
MZ056364 iota_MZ056364
MZ152563 iota_MZ152563
MZ349520 iota_MZ349520
MZ201646 iota_MZ201646
MZ072369 iota_MZ072369
MZ140413 iota_MZ140413
MZ164298 iota_MZ164298
MZ184589 iota_MZ184589
MZ308420 iota_MZ308420
MZ101429 iota_MZ101429
MZ371613 iota_MZ371613
MZ360842 iota_MZ360842
MW904293 iota_MW904293
MW943194 iota_MW943194
MZ210384 iota_MZ210384
MZ002341 iota_MZ002341
MZ321546 iota_MZ321546
MZ212546 iota_MZ212546
MZ186611 iota_MZ186611
MZ000825 iota_MZ000825
MW891559 iota_MW891559
MZ296459 iota_MZ296459
MZ039307 iota_MZ039307
MZ142433 iota_MZ142433
MZ024685 iota_MZ024685
MW904216 iota_MW904216
MZ186914 iota_MZ186914
MZ102032 iota_MZ102032
MZ152622 iota_MZ152622
MZ060439 iota_MZ060439
MZ180333 iota_MZ180333
MZ158878 iota_MZ158878
MZ278744 iota_MZ278744
MZ002911 iota_MZ002911
MZ358576 iota_MZ358576
MW941744 iota_MW941744
MZ076128 iota_MZ076128
MZ038181 iota_MZ038181
MZ074506 iota_MZ074506
MZ342523 iota_MZ342523
MW891110 iota_MW891110
MZ238513 iota_MZ238513
MZ288329 iota_MZ288329
MW989363 iota_MW989363
MZ140740 iota_MZ140740
MZ217480 iota_MZ217480
MZ060434 iota_MZ060434
MZ240346 iota_MZ240346
MZ180166 iota_MZ180166
MZ390823 iota_MZ390823
MZ082869 iota_MZ082869
MZ165990 iota_MZ165990
MZ167868 iota_MZ167868
MZ062127 iota_MZ062127
MZ074069 iota_MZ074069
MZ187542 iota_MZ187542
MZ268307 iota_MZ268307
MZ281674 iota_MZ281674
MW880596 iota_MW880596
MW944600 iota_MW944600
MZ073540 iota_MZ073540
MZ163204 iota_MZ163204
MZ064718 iota_MZ064718
MZ378212 iota_MZ378212
MZ002746 iota_MZ002746
MZ023684 iota_MZ023684
MZ154137 iota_MZ154137
MZ271081 iota_MZ271081
MZ371484 iota_MZ371484
MZ030296 iota_MZ030296
MZ059055 iota_MZ059055
MW986476 iota_MW986476
MZ001127 iota_MZ001127
MZ090325 iota_MZ090325
MZ173392 iota_MZ173392
MZ336995 iota_MZ336995
MZ306106 iota_MZ306106
MZ212214 iota_MZ212214
MZ184623 iota_MZ184623
MW897652 iota_MW897652
MZ039824 iota_MZ039824
MZ161475 iota_MZ161475
MW990701 iota_MW990701
MZ035537 iota_MZ035537
MZ402326.1 iota_MZ402326.1
MZ065193 iota_MZ065193
MZ233389 iota_MZ233389
MW989172 iota_MW989172
MZ259201 iota_MZ259201
MZ360136 iota_MZ360136
MZ497578.1 iota_MZ497578.1
MZ411922.1 iota_MZ411922.1
MZ142579 iota_MZ142579
MZ264896 iota_MZ264896
MZ331021 iota_MZ331021
MZ390794 iota_MZ390794
MW975990 iota_MW975990
MZ025682 iota_MZ025682
MW907371 iota_MW907371
MZ497631.1 iota_MZ497631.1
MZ015469 iota_MZ015469
MZ156633 iota_MZ156633
MZ535036.1 iota_MZ535036.1
MW890717 iota_MW890717
MZ288250 iota_MZ288250
MZ170593 iota_MZ170593
MZ032296 iota_MZ032296
MZ023884 iota_MZ023884
MZ001158 iota_MZ001158
MW966795 iota_MW966795
MW992820 iota_MW992820
MZ180252 iota_MZ180252
MZ261038 iota_MZ261038
MZ236334 iota_MZ236334
MZ245049 iota_MZ245049
MZ500786.1 iota_MZ500786.1
MZ256651 iota_MZ256651
MZ498900.1 iota_MZ498900.1
MW990525 iota_MW990525
MZ342492 iota_MZ342492
MW931415 iota_MW931415
MZ060818 iota_MZ060818
MZ186645 iota_MZ186645
MZ386266 iota_MZ386266
MZ202431 iota_MZ202431
MW897514 iota_MW897514
MZ074766 iota_MZ074766
MZ163216 iota_MZ163216
MZ024675 iota_MZ024675
MZ211949 iota_MZ211949
MZ372120 iota_MZ372120
MZ388263 iota_MZ388263
MZ035015 iota_MZ035015
MZ053901 iota_MZ053901
MZ211700 iota_MZ211700
MZ025380 iota_MZ025380
MZ233349 iota_MZ233349
MZ214261 iota_MZ214261
MZ256888 iota_MZ256888
MW987093 iota_MW987093
MZ337121 iota_MZ337121
MZ451457.1 iota_MZ451457.1
MZ180334 iota_MZ180334
MZ166939 iota_MZ166939
MZ213069 iota_MZ213069
MZ436519.1 iota_MZ436519.1
MZ181736 iota_MZ181736
MZ211639 iota_MZ211639
MZ278793 iota_MZ278793
MZ075227 iota_MZ075227
MW994738 iota_MW994738
MW901848 iota_MW901848
MZ186898 iota_MZ186898
MZ161247 iota_MZ161247
MZ378612 iota_MZ378612
MZ533430.1 iota_MZ533430.1
MW985889 iota_MW985889
MZ075239 iota_MZ075239
MZ059713 iota_MZ059713
MW880567 iota_MW880567
MZ432358.1 iota_MZ432358.1
MW929986 iota_MW929986
MZ030308 iota_MZ030308
MZ260274 iota_MZ260274
MZ296562 iota_MZ296562
MW772423 iota_MW772423
MZ100756 iota_MZ100756
MW986106 iota_MW986106
MZ085205 iota_MZ085205
MZ260348 iota_MZ260348
MZ101524 iota_MZ101524
MW931147 iota_MW931147
MZ253336 iota_MZ253336
MZ086724 iota_MZ086724
MZ227901 iota_MZ227901
MW985266 iota_MW985266
MZ023687 iota_MZ023687
MW965919 iota_MW965919
MZ358675 iota_MZ358675
MZ072619 iota_MZ072619
MZ100079 iota_MZ100079
MZ340965 iota_MZ340965
MZ181075 iota_MZ181075
MW938317 iota_MW938317
MZ343604 iota_MZ343604
MW976490 iota_MW976490
MZ154141 iota_MZ154141
MW993158 iota_MW993158
MZ191928 iota_MZ191928
MW967746 iota_MW967746
MZ021002 iota_MZ021002
MZ213129 iota_MZ213129
MZ283820 iota_MZ283820
MW942365 iota_MW942365
MW967769 iota_MW967769
MZ253279 iota_MZ253279
MZ493497.1 iota_MZ493497.1
MW944244 iota_MW944244
MZ030228 iota_MZ030228
MZ086480 iota_MZ086480
MZ237774 iota_MZ237774
MZ022243 iota_MZ022243
MZ100620 iota_MZ100620
MZ184417 iota_MZ184417
MZ152631 iota_MZ152631
MZ217305 iota_MZ217305
MW966571 iota_MW966571
MZ060032 iota_MZ060032
MZ275147 iota_MZ275147
MZ390943 iota_MZ390943
MZ084508 iota_MZ084508
MZ213419 iota_MZ213419
MZ307757 iota_MZ307757
MZ237357 iota_MZ237357
MZ311507 iota_MZ311507
MW944139 iota_MW944139
MZ101462 iota_MZ101462
MW944270 iota_MW944270
MZ257577 iota_MZ257577
MZ451443.1 iota_MZ451443.1
MW944795 iota_MW944795
MZ476120.1 iota_MZ476120.1
MZ316001 iota_MZ316001
MW915275 iota_MW915275
MZ037849 iota_MZ037849
MZ321460 iota_MZ321460
MZ349296 iota_MZ349296
MZ000898 iota_MZ000898
MZ167912 iota_MZ167912
MZ002235 iota_MZ002235
MZ164621 iota_MZ164621
MZ059106 iota_MZ059106
MZ555209.1 iota_MZ555209.1
MZ000652 iota_MZ000652
MZ195212 iota_MZ195212
MZ187405 iota_MZ187405
MW944920 iota_MW944920
MW944808 iota_MW944808
MZ071440 iota_MZ071440
MZ211542 iota_MZ211542
MZ029207 iota_MZ029207
MZ143763 iota_MZ143763
MZ164261 iota_MZ164261
MZ253311 iota_MZ253311
MW880633 iota_MW880633
MW891822 iota_MW891822
MZ038522 iota_MZ038522
MZ539278.1 iota_MZ539278.1
MZ288683 iota_MZ288683
MZ500831.1 iota_MZ500831.1
MW901497 iota_MW901497
MW781855 iota_MW781855
MZ455912.1 iota_MZ455912.1
MW890665 iota_MW890665
MZ291310 iota_MZ291310
MZ023216 iota_MZ023216
MZ279634 iota_MZ279634
MZ319328 iota_MZ319328
MW945081 iota_MW945081
MZ207727 iota_MZ207727
MZ035085 iota_MZ035085
MZ022838 iota_MZ022838
MZ194030 iota_MZ194030
MZ317830 iota_MZ317830
MZ037703 iota_MZ037703
MZ071191 iota_MZ071191
MW994875 iota_MW994875
MZ288154 iota_MZ288154
MZ076071 iota_MZ076071
MZ082505 iota_MZ082505
MZ538801.1 iota_MZ538801.1
MZ187993 iota_MZ187993
MZ433119.1 iota_MZ433119.1
MZ518260.1 iota_MZ518260.1
MZ290998 iota_MZ290998
MZ290322 iota_MZ290322
MZ315681 iota_MZ315681
MW892138 iota_MW892138
MZ023890 iota_MZ023890
MZ167081 iota_MZ167081
MZ001829 iota_MZ001829
MZ072286 iota_MZ072286
MZ295861 iota_MZ295861
MZ055931 iota_MZ055931
MZ217432 iota_MZ217432
MW944452 iota_MW944452
MW897594 iota_MW897594
MW992819 iota_MW992819
MZ156732 iota_MZ156732
MZ278851 iota_MZ278851
MZ342555 iota_MZ342555
MW993142 iota_MW993142
MZ471711.1 iota_MZ471711.1
MZ068520 iota_MZ068520
MZ186350 iota_MZ186350
MZ278681 iota_MZ278681
MZ306407 iota_MZ306407
MZ282875 iota_MZ282875
MZ212077 iota_MZ212077
MW880582 iota_MW880582
MZ060623 iota_MZ060623
MZ061434 iota_MZ061434
MZ062134 iota_MZ062134
MZ433160.1 iota_MZ433160.1
MW891431 iota_MW891431
MZ566426.1 iota_MZ566426.1
MZ358670 iota_MZ358670
MW975111 iota_MW975111
MZ013788 iota_MZ013788
MZ279194 iota_MZ279194
MZ032411 iota_MZ032411
MZ164779 iota_MZ164779
MZ331051 iota_MZ331051
MZ181660 iota_MZ181660
MZ337092 iota_MZ337092
MZ497824.1 iota_MZ497824.1
MW880316 iota_MW880316
MZ194557 iota_MZ194557
MZ308324 iota_MZ308324
MZ056379 iota_MZ056379
MZ281996 iota_MZ281996
MZ433999.1 iota_MZ433999.1
MZ086527 iota_MZ086527
MZ358534 iota_MZ358534
MZ064702 iota_MZ064702
MZ060290 iota_MZ060290
MZ343609 iota_MZ343609
MZ011810 iota_MZ011810
MZ071590 iota_MZ071590
MZ349616 iota_MZ349616
MW985011 iota_MW985011
MZ030276 iota_MZ030276
MZ390623 iota_MZ390623
MZ237408 iota_MZ237408
MZ278219 iota_MZ278219
MZ451505.1 iota_MZ451505.1
MZ060675 iota_MZ060675
MZ378214 iota_MZ378214
MZ239653 iota_MZ239653
MZ284799 iota_MZ284799
MZ279221 iota_MZ279221
MZ354488 iota_MZ354488
MZ191449 iota_MZ191449
MZ075645 iota_MZ075645
MZ100395 iota_MZ100395
MZ152559 iota_MZ152559
MZ256074 iota_MZ256074
MW976045 iota_MW976045
MW990472 iota_MW990472
MZ279458 iota_MZ279458
MZ039231 iota_MZ039231
MZ217469 iota_MZ217469
MW988870 iota_MW988870
MZ068803 iota_MZ068803
MZ226021 iota_MZ226021
MZ053740 iota_MZ053740
MZ256524 iota_MZ256524
MW944906 iota_MW944906
MZ243409 iota_MZ243409
MZ333290 iota_MZ333290
MZ071279 iota_MZ071279
MZ145770 iota_MZ145770
MW966291 iota_MW966291
MZ085173 iota_MZ085173
MZ085747 iota_MZ085747
MZ213151 iota_MZ213151
MZ173274 iota_MZ173274
MZ257267 iota_MZ257267
MZ343748 iota_MZ343748
MZ216953 iota_MZ216953
MZ512772.1 iota_MZ512772.1
MZ032682 iota_MZ032682
MZ034812 iota_MZ034812
MZ141320 iota_MZ141320
MZ257178 iota_MZ257178
MZ056193 iota_MZ056193
MZ131216 iota_MZ131216
MZ195063 iota_MZ195063
MW976743 iota_MW976743
MZ256272 iota_MZ256272
MZ210347 iota_MZ210347
MZ005001 iota_MZ005001
MZ454534.1 iota_MZ454534.1
MZ037874 iota_MZ037874
MZ288301 iota_MZ288301
MZ035565 iota_MZ035565
MZ084100 iota_MZ084100
MZ366562 iota_MZ366562
MW930151 iota_MW930151
MZ282876 iota_MZ282876
MZ185598 iota_MZ185598
MZ159204 iota_MZ159204
MZ194477 iota_MZ194477
MZ229021 iota_MZ229021
MZ236988 iota_MZ236988
MZ029815 iota_MZ029815
MZ141787 iota_MZ141787
MZ075911 iota_MZ075911
MZ195751 iota_MZ195751
MW880414 iota_MW880414
MW976605 iota_MW976605
MZ498944.1 iota_MZ498944.1
MZ032665 iota_MZ032665
MZ316919 iota_MZ316919
MZ401837.1 iota_MZ401837.1
MZ179467 iota_MZ179467
MZ071539 iota_MZ071539
MZ131752 iota_MZ131752
MZ212409 iota_MZ212409
MW986848 iota_MW986848
MZ376248 iota_MZ376248
MZ462737.1 iota_MZ462737.1
MZ329316 iota_MZ329316
MZ282142 iota_MZ282142
MZ195348 iota_MZ195348
MW989947 iota_MW989947
MZ001193 iota_MZ001193
MZ217214 iota_MZ217214
MW929964 iota_MW929964
MZ342717 iota_MZ342717
MW904184 iota_MW904184
MZ294776 iota_MZ294776
MW796984 iota_MW796984
MZ064972 iota_MZ064972
MZ000564 iota_MZ000564
MZ025903 iota_MZ025903
MZ168453 iota_MZ168453
MZ228323 iota_MZ228323
MZ100603 iota_MZ100603
MZ321240 iota_MZ321240
MZ390207 iota_MZ390207
MZ288269 iota_MZ288269
MZ377983 iota_MZ377983
MZ100160 iota_MZ100160
MZ184504 iota_MZ184504
MZ500839.1 iota_MZ500839.1
MZ035783 iota_MZ035783
MZ048149 iota_MZ048149
MZ253516 iota_MZ253516
MZ257993 iota_MZ257993
MW976541 iota_MW976541
MZ316971 iota_MZ316971
MZ228674 iota_MZ228674
MZ082529 iota_MZ082529
MZ102237 iota_MZ102237
MW880443 iota_MW880443
MZ455518.1 iota_MZ455518.1
MW943279 iota_MW943279
MW942456 iota_MW942456
MW942832 iota_MW942832
MZ085593 iota_MZ085593
MZ215361 iota_MZ215361
MZ201690 iota_MZ201690
MZ256899 iota_MZ256899
MZ024385 iota_MZ024385
MZ253527 iota_MZ253527
MZ194842 iota_MZ194842
MW944280 iota_MW944280
MZ142446 iota_MZ142446
MZ009470 iota_MZ009470
MZ083015 iota_MZ083015
MZ414912.1 iota_MZ414912.1
MZ045154 iota_MZ045154
MZ257430 iota_MZ257430
MZ101313 iota_MZ101313
MZ163591 iota_MZ163591
MZ186572 iota_MZ186572
MW974982 iota_MW974982
MW975395 iota_MW975395
MZ084830 iota_MZ084830
MZ163263 iota_MZ163263
MZ074255 iota_MZ074255
MZ167951 iota_MZ167951
MZ207298 iota_MZ207298
MZ037007 iota_MZ037007
MZ037433 iota_MZ037433
MZ023780 iota_MZ023780
MZ294273 iota_MZ294273
MZ260040 iota_MZ260040
MZ283364 iota_MZ283364
MZ059831 iota_MZ059831
MZ102234 iota_MZ102234
MZ286757 iota_MZ286757
MZ239114 iota_MZ239114
MW976186 iota_MW976186
MZ315587 iota_MZ315587
MZ282236 iota_MZ282236
MZ038562 iota_MZ038562
MZ260150 iota_MZ260150
MW897513 iota_MW897513
MZ187962 iota_MZ187962
MW945062 iota_MW945062
MZ069400 iota_MZ069400
MZ195931 iota_MZ195931
MZ252109 iota_MZ252109
MW966916 iota_MW966916
MZ143841 iota_MZ143841
MZ569387.1 iota_MZ569387.1
MZ253231 iota_MZ253231
MZ195688 iota_MZ195688
MW903367 iota_MW903367
MW943503 iota_MW943503
MW986182 iota_MW986182
MZ358510 iota_MZ358510
MZ253306 iota_MZ253306
MZ414715.1 iota_MZ414715.1
MW890740 iota_MW890740
MZ085094 iota_MZ085094
MZ212076 iota_MZ212076
MZ286741 iota_MZ286741
MZ319834 iota_MZ319834
MZ100420 iota_MZ100420
MW931004 iota_MW931004
MZ455006.1 iota_MZ455006.1
MZ022286 iota_MZ022286
MZ530442.1 iota_MZ530442.1
MW943391 iota_MW943391
MW990759 iota_MW990759
MZ009380 iota_MZ009380
MZ003909 iota_MZ003909
MZ011097 iota_MZ011097
MZ061267 iota_MZ061267
MZ511619.1 iota_MZ511619.1
MW881996 iota_MW881996
MZ371796 iota_MZ371796
MW904255 iota_MW904255
MZ061233 iota_MZ061233
MZ023569 iota_MZ023569
MZ280283 iota_MZ280283
MZ414522.1 iota_MZ414522.1
MZ275027 iota_MZ275027
MZ212227 iota_MZ212227
MZ304834 iota_MZ304834
MZ143885 iota_MZ143885
MZ306615 iota_MZ306615
MZ003641 iota_MZ003641
MZ100645 iota_MZ100645
MZ132613 iota_MZ132613
MZ131342 iota_MZ131342
MW894302 iota_MW894302
MW975502 iota_MW975502
MZ000281 iota_MZ000281
MZ059847 iota_MZ059847
MZ288245 iota_MZ288245
MZ287997 iota_MZ287997
MZ065042 iota_MZ065042
MZ461025.1 iota_MZ461025.1
MW987277 iota_MW987277
MZ288142 iota_MZ288142
MZ451501.1 iota_MZ451501.1
MZ011184 iota_MZ011184
MZ101433 iota_MZ101433
MZ180814 iota_MZ180814
MZ258482 iota_MZ258482
MZ318995 iota_MZ318995
MZ512945.1 iota_MZ512945.1
MZ378641 iota_MZ378641
MZ500161.1 iota_MZ500161.1
MZ181237 iota_MZ181237
MZ100763 iota_MZ100763
MZ195165 iota_MZ195165
MZ415185.1 iota_MZ415185.1
MZ097535 iota_MZ097535
MW994599 iota_MW994599
MZ036089 iota_MZ036089
MZ061235 iota_MZ061235
MZ320788 iota_MZ320788
MW890712 iota_MW890712
MZ239894 iota_MZ239894
MZ253324 iota_MZ253324
MZ253037 iota_MZ253037
MZ022932 iota_MZ022932
MZ361926 iota_MZ361926
MZ244715 iota_MZ244715
MW892334 iota_MW892334
MZ001499 iota_MZ001499
MZ143084 iota_MZ143084
MZ143169 iota_MZ143169
MW892092 iota_MW892092
MW969424 iota_MW969424
MZ085578 iota_MZ085578
MZ257294 iota_MZ257294
MZ141961 iota_MZ141961
MZ034901 iota_MZ034901
MZ307492 iota_MZ307492
MW938223 iota_MW938223
MZ035993 iota_MZ035993
MW943006 iota_MW943006
MZ256388 iota_MZ256388
MZ131422 iota_MZ131422
MZ256113 iota_MZ256113
MW931349 iota_MW931349
MZ015122 iota_MZ015122
MZ023181 iota_MZ023181
MZ237735 iota_MZ237735
MZ071748 iota_MZ071748
MZ152547 iota_MZ152547
MW904170 iota_MW904170
MZ090553 iota_MZ090553
MZ254321 iota_MZ254321
MZ082818 iota_MZ082818
MW941904 iota_MW941904
MZ390516 iota_MZ390516
MW966538 iota_MW966538
MZ029805 iota_MZ029805
MW942883 iota_MW942883
MZ201375 iota_MZ201375
MZ455207.1 iota_MZ455207.1
MW892014 iota_MW892014
MW975224 iota_MW975224
MW994572 iota_MW994572
MZ342700 iota_MZ342700
MZ498664.1 iota_MZ498664.1
MZ141649 iota_MZ141649
MW993490 iota_MW993490
MZ212159 iota_MZ212159
MW986845 iota_MW986845
MW944857 iota_MW944857
MZ059905 iota_MZ059905
MZ186388 iota_MZ186388
MZ186768 iota_MZ186768
MZ100925 iota_MZ100925
MZ161428 iota_MZ161428
MZ376446 iota_MZ376446
MW966014 iota_MW966014
MZ203005 iota_MZ203005
MZ280830 iota_MZ280830
MZ195585 iota_MZ195585
MZ141790 iota_MZ141790
MZ337328 iota_MZ337328
MZ537905.1 iota_MZ537905.1
MZ186684 iota_MZ186684
MZ228001 iota_MZ228001
MZ070735 iota_MZ070735
MZ181441 iota_MZ181441
MZ315844 iota_MZ315844
MW942247 iota_MW942247
MZ195091 iota_MZ195091
MZ060324 iota_MZ060324
MW903909 iota_MW903909
MZ214566 iota_MZ214566
MZ290900 iota_MZ290900
MZ500952.1 iota_MZ500952.1
MZ213687 iota_MZ213687
MZ228318 iota_MZ228318
MZ349299 iota_MZ349299
MW938220 iota_MW938220
MZ085480 iota_MZ085480
MZ341022 iota_MZ341022
MZ060184 iota_MZ060184
MZ555412.1 iota_MZ555412.1
MZ232376 iota_MZ232376
MZ271117 iota_MZ271117
MW986516 iota_MW986516
MZ007180 iota_MZ007180
MZ164130 iota_MZ164130
MW891388 iota_MW891388
MZ279082 iota_MZ279082
MZ493679.1 iota_MZ493679.1
MZ061062 iota_MZ061062
MZ337210 iota_MZ337210
MW931259 iota_MW931259
MZ184211 iota_MZ184211
MW975134 iota_MW975134
MW976127 iota_MW976127
MZ401590.1 iota_MZ401590.1
MZ023489 iota_MZ023489
MZ023609 iota_MZ023609
MZ172279 iota_MZ172279
MZ239509 iota_MZ239509
MZ554081.1 iota_MZ554081.1
MZ451772.1 iota_MZ451772.1
MZ048069 iota_MZ048069
MZ074603 iota_MZ074603
MZ185567 iota_MZ185567
MZ188502 iota_MZ188502
MZ390279 iota_MZ390279
MW930082 iota_MW930082
MZ059348 iota_MZ059348
MZ164202 iota_MZ164202
MW965018 iota_MW965018
MZ238588 iota_MZ238588
MZ290330 iota_MZ290330
MZ068915 iota_MZ068915
MW880623 iota_MW880623
MZ085653 iota_MZ085653
MW987091 iota_MW987091
MZ011670 iota_MZ011670
MZ186613 iota_MZ186613
MZ227877 iota_MZ227877
MZ038854 iota_MZ038854
MW897638 iota_MW897638
MW994002 iota_MW994002
MZ170610 iota_MZ170610
MZ294701 iota_MZ294701
MZ011137 iota_MZ011137
MZ238458 iota_MZ238458
MZ059920 iota_MZ059920
MZ554080.1 iota_MZ554080.1
MZ083772 iota_MZ083772
MZ450498.1 iota_MZ450498.1
MZ059783 iota_MZ059783
MW966600 iota_MW966600
MZ378152 iota_MZ378152
MZ032371 iota_MZ032371
MZ537915.1 iota_MZ537915.1
MW966987 iota_MW966987
MZ354496 iota_MZ354496
MW969131 iota_MW969131
MZ002788 iota_MZ002788
MZ321477 iota_MZ321477
MZ317833 iota_MZ317833
MZ085198 iota_MZ085198
MZ317226 iota_MZ317226
MZ228191 iota_MZ228191
MZ384285 iota_MZ384285
MZ539393.1 iota_MZ539393.1
MZ296622 iota_MZ296622
MZ158896 iota_MZ158896
MZ046975 iota_MZ046975
MZ319863 iota_MZ319863
MZ256130 iota_MZ256130
MZ279167 iota_MZ279167
MW991318 iota_MW991318
MW915223 iota_MW915223
MZ354205 iota_MZ354205
MZ392055 iota_MZ392055
MZ085182 iota_MZ085182
MZ181621 iota_MZ181621
MZ372680 iota_MZ372680
MZ025649 iota_MZ025649
MW887973 iota_MW887973
MZ173359 iota_MZ173359
MZ132985 iota_MZ132985
MZ237992 iota_MZ237992
MZ513658.1 iota_MZ513658.1
MZ009726 iota_MZ009726
MZ376080 iota_MZ376080
MZ164846 iota_MZ164846
MZ270195 iota_MZ270195
MZ316664 iota_MZ316664
MZ086125 iota_MZ086125
MZ291219 iota_MZ291219
MZ282269 iota_MZ282269
MZ373787 iota_MZ373787
MW932314 iota_MW932314
MZ154284 iota_MZ154284
MZ319809 iota_MZ319809
MZ038787 iota_MZ038787
MZ082678 iota_MZ082678
MW903571 iota_MW903571
MZ279538 iota_MZ279538
MZ306079 iota_MZ306079
MW965189 iota_MW965189
MW891636 iota_MW891636
MZ271177 iota_MZ271177
MW904458 iota_MW904458
MW943262 iota_MW943262
MZ505753.1 iota_MZ505753.1
MZ216931 iota_MZ216931
MW942442 iota_MW942442
MZ211164 iota_MZ211164
MZ253398 iota_MZ253398
MZ141584 iota_MZ141584
MW994313 iota_MW994313
MZ257050 iota_MZ257050
MZ252451 iota_MZ252451
MZ498374.1 iota_MZ498374.1
MZ269826 iota_MZ269826
MW945032 iota_MW945032
MZ202123 iota_MZ202123
MZ385861 iota_MZ385861
MZ028653 iota_MZ028653
MZ236933 iota_MZ236933
MZ283753 iota_MZ283753
MW891193 iota_MW891193
MZ284774 iota_MZ284774
MZ061104 iota_MZ061104
MW930911 iota_MW930911
MZ499909.1 iota_MZ499909.1
MZ075101 iota_MZ075101
MZ133268 iota_MZ133268
MZ184113 iota_MZ184113
MZ141673 iota_MZ141673
MZ398550.1 iota_MZ398550.1
MW932553 iota_MW932553
MW986208 iota_MW986208
MW986310 iota_MW986310
MZ071482 iota_MZ071482
MZ086102 iota_MZ086102
MZ288304 iota_MZ288304
MZ170233 iota_MZ170233
MZ280446 iota_MZ280446
MW725851 iota_MW725851
MZ212879 iota_MZ212879
MZ173325 iota_MZ173325
MW903336 iota_MW903336
MW968250 iota_MW968250
MZ149398 iota_MZ149398
MW943390 iota_MW943390
MZ367943 iota_MZ367943
MW796930 iota_MW796930
MW904441 iota_MW904441
MZ152367 iota_MZ152367
MW891291 iota_MW891291
MZ006966 iota_MZ006966
MZ011411 iota_MZ011411
MZ245328 iota_MZ245328
MZ538811.1 iota_MZ538811.1
MZ188690 iota_MZ188690
MZ024129 iota_MZ024129
MW941028 iota_MW941028
MZ024003 iota_MZ024003
MZ035871 iota_MZ035871
MZ363288 iota_MZ363288
MZ566030.1 iota_MZ566030.1
MW932476 iota_MW932476
MZ386606 iota_MZ386606
MZ376217 iota_MZ376217
MZ035191 iota_MZ035191
MZ201351 iota_MZ201351
MZ059196 iota_MZ059196
MW750090 iota_MW750090
MZ270773 iota_MZ270773
MZ280770 iota_MZ280770
MW991009 iota_MW991009
MZ082725 iota_MZ082725
MW809048 iota_MW809048
MZ312917 iota_MZ312917
MW902615 iota_MW902615
MZ179388 iota_MZ179388
MZ539197.1 iota_MZ539197.1
MW902036 iota_MW902036
MW968803 iota_MW968803
MZ447816.1 iota_MZ447816.1
MW985210 iota_MW985210
MZ284686 iota_MZ284686
MZ288349 iota_MZ288349
MZ390116 iota_MZ390116
MZ450031.1 iota_MZ450031.1
MW945090 iota_MW945090
MW976006 iota_MW976006
MZ070402 iota_MZ070402
MZ214791 iota_MZ214791
MZ235659 iota_MZ235659
MW903387 iota_MW903387
MZ180690 iota_MZ180690
MZ260151 iota_MZ260151
MZ084521 iota_MZ084521
MZ180254 iota_MZ180254
MZ060582 iota_MZ060582
MZ498380.1 iota_MZ498380.1
MW944735 iota_MW944735
MZ416096.1 iota_MZ416096.1
MZ284128 iota_MZ284128
MZ412340.1 iota_MZ412340.1
MZ036592 iota_MZ036592
MW882002 iota_MW882002
MZ061030 iota_MZ061030
MZ131987 iota_MZ131987
MZ282159 iota_MZ282159
MZ143487 iota_MZ143487
MZ270395 iota_MZ270395
MZ448649.1 iota_MZ448649.1
MZ145564 iota_MZ145564
MZ228548 iota_MZ228548
MZ008972 iota_MZ008972
MZ315701 iota_MZ315701
MW834755 iota_MW834755
MZ142793 iota_MZ142793
MZ181715 iota_MZ181715
MZ005036 iota_MZ005036
MZ451951.1 iota_MZ451951.1
MZ448958.1 iota_MZ448958.1
MW987348 iota_MW987348
MZ217114 iota_MZ217114
MW887941 iota_MW887941
MW942634 iota_MW942634
MZ531410.1 iota_MZ531410.1
MZ167860 iota_MZ167860
MZ214435 iota_MZ214435
MZ180674 iota_MZ180674
MZ432261.1 iota_MZ432261.1
MZ498640.1 iota_MZ498640.1
MZ032566 iota_MZ032566
MW891465 iota_MW891465
MZ493623.1 iota_MZ493623.1
MZ021700 iota_MZ021700
MZ023508 iota_MZ023508
MZ086185 iota_MZ086185
MZ198989 iota_MZ198989
MZ318804 iota_MZ318804
MZ100917 iota_MZ100917
MZ032405 iota_MZ032405
MW930116 iota_MW930116
MW902749 iota_MW902749
MZ555387.1 iota_MZ555387.1
MZ035159 iota_MZ035159
MZ228535 iota_MZ228535
