MN908947 B.1_MN908947
MW855726 B.1.2_MW855726
MW925604 B.1.2_MW925604
MW584977 B.1_MW584977
MT913114 B.1_MT913114
MW749563 B.1.596_MW749563
MW984888 R.1_MW984888
MZ260359 B.1.2_MZ260359
MZ166366 B.1.1.519_MZ166366
MW190956 B.1_MW190956
MW792995 B.1.517_MW792995
MZ567286.1 B.1.621.1_MZ567286.1
MW246613 B.1.596_MW246613
MT860687 B.1.1.25_MT860687
MW864448 B.1.2_MW864448
MW242999 B.1.1.306_MW242999
MZ373724 B.1.2_MZ373724
MT873321 B.1_MT873321
MW958163 B.1.609_MW958163
MW928314 B.1.2_MW928314
MW719581 B.1.2_MW719581
MW882758 B.1.517_MW882758
MT470116 B.1_MT470116
MZ158812 B.1.596_MZ158812
MW548313 B.1.400_MW548313
MW792564 B.1.596_MW792564
MW645969 B.1.492_MW645969
MW192105 B.1.612_MW192105
MW821879 B.1.2_MW821879
MW321064 D.2_MW321064
MW645623 B.1.240_MW645623
MW674825 B.1.1_MW674825
MZ086493 B.1.2_MZ086493
MW882686 B.1.517_MW882686
MW403675 B.1.2_MW403675
MZ465666.1 B.1.2_MZ465666.1
MW943212 B.1.429_MW943212
MW454493 B.1.1_MW454493
MW708930 B.1.2_MW708930
MW307977 B.1.243_MW307977
MZ331947 B.3_MZ331947
MW593614 B.1.371_MW593614
MW708552 B.1.2_MW708552
MZ224392 B.1.596_MZ224392
MT252726 B.1.371_MT252726
MZ313050 B.1.2_MZ313050
MZ433571.1 B.1_MZ433571.1
MT800886 B.1.1.25_MT800886
MZ038114 B.1.2_MZ038114
MW520900 B.1.2_MW520900
MZ469263.1 B.1.623_MZ469263.1
MT263425 A.1_MT263425
MZ499814.1 B.1.2_MZ499814.1
MZ373461 B.1.2_MZ373461
MZ413487.1 B.1.421_MZ413487.1
MT860683 B.1.1.25_MT860683
MW640995 B.1.2_MW640995
MT970205 D.2_MT970205
MT627280 A.1_MT627280
MW070109 B.1.1.222_MW070109
MZ258540 B.1.2_MZ258540
MZ449177.1 B.1.240_MZ449177.1
MW495861 B.1.577_MW495861
MT972924 D.2_MT972924
MT786824 B.1.498_MT786824
MW969141 B.1.429_MW969141
MZ472648.1 B.1.320_MZ472648.1
MW725598 B.1.2_MW725598
MW813599 B.1.1.519_MW813599
MW705243 B.1.2_MW705243
MW766824 B.1_MW766824
MW484839 B.1.605_MW484839
MZ503997.1 B.1.234_MZ503997.1
MT079854 B_MT079854
MZ490399.1 B.1.1.291_MZ490399.1
MW778453 B.1.2_MW778453
MW777565 W.1_MW777565
MW891883 B.1.111_MW891883
MW777750 B.1.234_MW777750
MT873311 B.1_MT873311
MW669345 B.1.2_MW669345
MW640104 B.1.2_MW640104
MZ377852 B.1_MZ377852
MW384415 B.1.2_MW384415
MW932670 B.1.2_MW932670
MW778314 B.1.568_MW778314
MT704065 B.1_MT704065
MW876867 B.1.596_MW876867
MT972947 D.2_MT972947
MZ166735 B.1.1.519_MZ166735
MT451270 B.1.264_MT451270
MW667085 B.1.2_MW667085
MZ222379 B.1.1.519_MZ222379
MW968990 B.1.429_MW968990
MZ444265.1 B.1.2_MZ444265.1
MW643895 B.1.551_MW643895
MW693575 B.1.596_MW693575
MW635259 B.1.2_MW635259
MW941306 B.1_MW941306
MT479224 B_MT479224
MW707194 B.1.603_MW707194
MW636995 B.1.577_MW636995
MZ471661.1 B.1.2_MZ471661.1
MZ049873 B.1.2_MZ049873
MW154982 D.2_MW154982
MW524009 B.1.2_MW524009
MW846066 B.1.596_MW846066
MW292647 B.1.2_MW292647
MW777795 B.1.2_MW777795
MW687498 B.1.1.316_MW687498
MZ315738 B.1.1.519_MZ315738
MZ364996 C.36.3_MZ364996
MZ487640.1 B.1.1.519_MZ487640.1
MW937855 B.1.1.1_MW937855
MT951980 B.1.332_MT951980
MW796874 B.1.2_MW796874
MT970919 D.2_MT970919
MW593347 A.1_MW593347
MT953991 B.1.184_MT953991
MW728469 B.1.2_MW728469
MW705982 B.1.2_MW705982
MW778520 B.1.2_MW778520
MW708150 R.2_MW708150
MW064955 B.1.439_MW064955
MW728832 B.1.2_MW728832
MZ499765.1 B.1.620_MZ499765.1
MW190441 B.1.589_MW190441
MW666816 B.1.2_MW666816
MW706652 B.1.311_MW706652
MW190628 B.1.336_MW190628
MW890578 B.1.596_MW890578
MW217310 B.1_MW217310
MW694191 B.1.596_MW694191
MZ231647 B.1.575_MZ231647
MZ306070 B.1_MZ306070
MT970062 D.2_MT970062
MZ131380 B.1.1.519_MZ131380
MW559202 B.1.2_MW559202
MT345887 B.1_MT345887
MW047307 B.1_MW047307
MW185329 D.2_MW185329
MZ490297.1 B.1.575_MZ490297.1
MT451091 A.1_MT451091
MW928246 B.1.2_MW928246
MW837374 B_MW837374
MW731419 B.1.568_MW731419
MZ450349.1 B.1.243_MZ450349.1
MW240728 B.1.234_MW240728
MW067784 B.1.1.304_MW067784
MZ456542.1 B.1.2_MZ456542.1
MW990041 B.1.243_MW990041
MZ258879 B.1.2_MZ258879
MW994130 B.1.243_MW994130
MT262993 B_MT262993
MZ013492 B.1.1.519_MZ013492
MZ143811 B.1.1.519_MZ143811
MW155665 D.2_MW155665
MW565386 B.1.1.368_MW565386
MW640809 B.1.2_MW640809
MW793193 B.1.243_MW793193
MW987205 R.1_MW987205
MZ257857 B.1.243_MZ257857
MT757025 B.1.110.3_MT757025
MW280486 B.1.2_MW280486
MW972492 B.1.243_MW972492
MW669235 B.1.2_MW669235
MW689887 B.1.596_MW689887
MW153615 D.2_MW153615
MZ314348 B.1.36_MZ314348
MW868568 B.1.243_MW868568
MT972024 D.2_MT972024
MW634941 B.1.2_MW634941
MT370957 B_MT370957
MT969998 D.2_MT969998
MW870613 B.1.596_MW870613
MW279458 B.1.1.169_MW279458
MW763707 B.1.1.519_MW763707
MW778760 B.1.2_MW778760
MW928289 B.1.2_MW928289
MW969072 B.1.1.519_MW969072
MW277537 D.2_MW277537
MW958003 B.1.234_MW958003
MT438731 B.1.14_MT438731
MW634060 B.1.596_MW634060
MT810557 B.1.314_MT810557
MW634163 B.1.596_MW634163
MT450884 B.1.332_MT450884
MT628701 B.1_MT628701
MW241201 B.1_MW241201
MW749618 B.1.1.519_MW749618
MT252813 A.1_MT252813
MW972652 B.1.2_MW972652
MW585831 B.1.2_MW585831
MT641553 A.1_MT641553
MT450985 A_MT450985
MT704064 B.1_MT704064
MW674871 B.1_MW674871
MT304481 A_MT304481
MW519710 B.1.375_MW519710
MW868953 B.1.2_MW868953
MW648291 B.1.1.222_MW648291
MT971083 D.2_MT971083
MW454647 B.1.2_MW454647
MW617537 B.1.2_MW617537
MZ310335 B.1.1.519_MZ310335
MW156036 D.2_MW156036
MW154867 D.2_MW154867
MZ058139 B.1.2_MZ058139
MW777125 B.1.2_MW777125
MW411900 B.1.240_MW411900
MT253709 B_MT253709
MZ070023 R.1_MZ070023
MW725929 B.1.2_MW725929
MW638998 B.1.2_MW638998
MZ404426.1 B.1.311_MZ404426.1
MW837495 B.1.2_MW837495
MW993935 B.1.609_MW993935
MW776817 B.1.2_MW776817
MW942108 B.1.429_MW942108
MT322424 B.1.332_MT322424
MW915140 B.1_MW915140
MZ030227 B.1.311_MZ030227
MT627920 B.1_MT627920
MW821769 B.1.2_MW821769
MW733785 B.1.2_MW733785
MT972564 D.2_MT972564
MT810551 B.1.243_MT810551
MW708675 B.1.2_MW708675
MW870654 B.1.2_MW870654
MT947075 B.1_MT947075
MW064544 B.1_MW064544
MW850636 B.1.2_MW850636
MT973034 D.2_MT973034
MZ148321 B.1.2_MZ148321
MW805106 B.1.2_MW805106
MT461619 B.1_MT461619
MW190443 B.1_MW190443
MZ023986 R.1_MZ023986
MW870814 B.1.596_MW870814
MW776783 B.1.2_MW776783
MW938718 B.1.2_MW938718
MW420838 B.1.2_MW420838
MZ500561.1 B.1.311_MZ500561.1
MW190223 B.1_MW190223
MW559194 B.1.2_MW559194
MZ261589 B.1.234_MZ261589
MZ471402.1 B.1.2_MZ471402.1
MW586551 B.1.2_MW586551
MW505148 B.1.1.416_MW505148
MW870308 B.1.110.3_MW870308
MT532435 B.1_MT532435
MZ257293 B.1.2_MZ257293
MZ025216 B.1.1.519_MZ025216
MW793633 B.1.2_MW793633
MW585977 B.1.234_MW585977
MW925438 B.1.2_MW925438
MW825879 B.1.2_MW825879
MT969941 D.3_MT969941
MW993770 B.1.596_MW993770
MW154465 D.2_MW154465
MZ543420.1 B.1.1_MZ543420.1
MZ082804 B.1.2_MZ082804
MW191019 A.1_MW191019
MW692936 B.1.596_MW692936
MW988930 B.1.596_MW988930
MW735491 B.1.1.222_MW735491
MZ373415 B.1.240_MZ373415
MW778138 B.1.243_MW778138
MZ258961 B.1.575_MZ258961
MW943825 B.1_MW943825
MW592884 B.1.582_MW592884
MW157250 B.1.240_MW157250
MW631753 B.1.2_MW631753
MT843749 B.1_MT843749
MW923952 B.1.2_MW923952
MZ520079.1 B.1.2_MZ520079.1
MW495936 B.1_MW495936
MW706259 B.1.311_MW706259
MT609565 B.1.439_MT609565
MW474168 B.1.1.26_MW474168
MW667059 B.1.609_MW667059
MZ505810.1 B.1.369_MZ505810.1
MZ433822.1 B.1_MZ433822.1
MT415912 B.1_MT415912
MT971239 D.2_MT971239
MW565788 B.1.2_MW565788
MW888046 B.1.2_MW888046
MT451358 B.1.23_MT451358
MT520182 B.1_MT520182
MW064841 A_MW064841
MW191172 B.28_MW191172
MW206587 B.1.1.225_MW206587
MW528802 B.1.243_MW528802
MT786815 B.1.1_MT786815
MW240742 B.1.234_MW240742
MZ227914 B.1.1.519_MZ227914
MW903868 B.1.609_MW903868
MZ499949.1 B.1.2_MZ499949.1
MW943978 B.1.2_MW943978
MW733617 B.1.2_MW733617
MT252743 A.1_MT252743
MW728599 B.1.243_MW728599
MZ504103.1 B.1.1.519_MZ504103.1
MW155755 D.2_MW155755
MW708564 B.1.2_MW708564
MW891280 B.1.2_MW891280
MT477838 B_MT477838
MZ290571 R.1_MZ290571
MW778361 B.1.2_MW778361
MW673053 B.1.2_MW673053
MW681336 B.1.234_MW681336
MT412244 A.1_MT412244
MW134404 B.1.320_MW134404
MW812876 B.1.1.519_MW812876
MW976787 B.1.298_MW976787
MW031078 B.1.2_MW031078
MW365288 B.1_MW365288
MW796911 B.1.2_MW796911
MW777428 B.1.2_MW777428
MW553296 B.1_MW553296
MW778101 B.1.243_MW778101
MW870190 B.1.2_MW870190
MW669840 B.1.2_MW669840
MW851564 B.1.551_MW851564
MT972985 D.2_MT972985
MW524029 B.1.243_MW524029
MW153267 D.2_MW153267
MW666390 B.1.240_MW666390
MW773286 B.1.2_MW773286
MW870746 B.1.2_MW870746
MW719661 B.1.2_MW719661
MZ151642 B.1.596_MZ151642
MZ373449 B.1_MZ373449
MW671643 B.1.234_MW671643
MW941153 R.1_MW941153
MT509662.1 B_MT509662.1
MT641577 A.1_MT641577
MW719633 B.1.2_MW719633
MT970991 D.2_MT970991
MW788840 B.1.2_MW788840
MT385444 A.1_MT385444
MW617544 C.16_MW617544
MZ240093 B.1.429_MZ240093
MW681161 B.1.1.222_MW681161
MW777605 B.1.2_MW777605
MW880326 B.1.2_MW880326
MZ497189.1 B.1.240_MZ497189.1
MT370909 B_MT370909
MZ257371 B.1.2_MZ257371
MT558679 B.1_MT558679
MZ390918 B.1_MZ390918
MZ035652 B.1.1.519_MZ035652
MW693552 B.1.311_MW693552
MW522481 B.1.596_MW522481
MW969019 B.1.429_MW969019
MW349064 B.1.2_MW349064
MT582462 B.1_MT582462
MW487294 B.1.602_MW487294
MW733415 B.1.603_MW733415
MZ416081.1 B.1_MZ416081.1
MZ503979.1 A.1_MZ503979.1
MT358644 B.1_MT358644
MW666231 B.1.2_MW666231
MZ258090 B.1_MZ258090
MW730906 B.1.2_MW730906
MW928279 B.1.2_MW928279
MW364998 B.1.110_MW364998
MW763665 B.1.2_MW763665
MT969786 D.2_MT969786
MW778178 B.1.243_MW778178
MW975322 B.1.575_MW975322
MW640810 B.1.2_MW640810
MW273831 B.1.213_MW273831
MW420704 B.1.2_MW420704
MW779284 B.1.2_MW779284
MW879667 B.1.2_MW879667
MW493930 B.1.2_MW493930
MW928220 B.1_MW928220
MT800014 B.1_MT800014
MW406514 B.1.311_MW406514
MW583244 B.1.2_MW583244
MW738705 B.1.595_MW738705
MZ235565 B.1.2_MZ235565
MZ171923 B.1.623_MZ171923
MW799618 B.1.1.258_MW799618
MT970961 D.2_MT970961
MW566535 B.1.369_MW566535
MW667169 B.1.2_MW667169
MW700389 B.1.243_MW700389
MT971662 D.2_MT971662
MW838250 B.1.232_MW838250
MW681460 B.1.1.519_MW681460
MW882722 B.1.2_MW882722
MZ036976 B.1.575_MZ036976
MW719953 B.1.2_MW719953
MW495979 B.1.2_MW495979
MW681263 B.1.2_MW681263
MW593587 B.1_MW593587
MW668997 B.1.517_MW668997
MZ083754 R.1_MZ083754
MT971835 D.2_MT971835
MW941561 B.1.517_MW941561
MW720179 B.1.1.434_MW720179
MW067800 B.1.544_MW067800
MW749945 B.1.1.304_MW749945
MZ258808 B.1.2_MZ258808
MW935520 B.1.2_MW935520
MW728397 B.1.2_MW728397
MZ151679 B.1.2_MZ151679
MT994962 B.1_MT994962
MZ038444 B.1.575_MZ038444
MW708449 B.1.400_MW708449
MW646714 B.1.2_MW646714
MW673070 B.1.2_MW673070
MT969936 D.2_MT969936
MZ279374 B.1.1.519_MZ279374
MW696388 B.1.2_MW696388
MT893018 A.1_MT893018
MW780909 B.1.2_MW780909
MZ261914 B.1.1.306_MZ261914
MZ049696 B.1.2_MZ049696
MW157027 D.2_MW157027
MW640636 B.1.2_MW640636
MW206095 B.1_MW206095
MW767272 B.1.561_MW767272
MW748104 B.1.2_MW748104
MZ462313.1 B.1_MZ462313.1
MZ499952.1 B.1.2_MZ499952.1
MT970214 D.2_MT970214
MW781501 B.1.2_MW781501
MT791855 B.1.1_MT791855
MT886383 B.1_MT886383
MT520384 B.1_MT520384
MZ203442 B.1.1.519_MZ203442
MW808299 B.1.2_MW808299
MZ296437 B.1.596_MZ296437
MW773404 B.1.243_MW773404
MZ296205 B.1.2_MZ296205
MZ437360.1 B.1.2_MZ437360.1
MT020880 A_MT020880
MW154773 D.2_MW154773
MW944739 B.1.1.519_MW944739
MT509653.1 B_MT509653.1
MW944317 B.1.2_MW944317
MW474111 B.1_MW474111
MT997203 B.1.595_MT997203
MZ240692 B.1.1.519_MZ240692
MZ274534 B.1.2_MZ274534
MW902337 B.1.1.519_MW902337
MW967394 B.1.596_MW967394
MT325605 B.1_MT325605
MW942161 B.1.429_MW942161
MW156825 D.3_MW156825
MZ259261 B.1.2_MZ259261
MT966126 B.1.595_MT966126
MZ281410 B.1.1.519_MZ281410
MT627294 A.1_MT627294
MW640918 B.1.1.207_MW640918
MT520385 B.1_MT520385
MW566950 B.1.564_MW566950
MW925365 B.1.2_MW925365
MT992738 B.1_MT992738
MW820272 B.1.1.222_MW820272
MZ436602.1 B.1.1.519_MZ436602.1
MT971968 D.2_MT971968
MW985411 B.1.575_MW985411
MW902565 B.1.2_MW902565
MT972158 D.2_MT972158
MW735513 B.1.232_MW735513
MW593623 B.1.371_MW593623
MW593400 A.1_MW593400
MW715465 B.1.2_MW715465
MW719627 B.1.2_MW719627
MZ560786.1 B.1.1.519_MZ560786.1
MW850651 B.1.2_MW850651
MZ313116 B.1.2_MZ313116
MW863042 B.1.2_MW863042
MZ504032.1 B.1.371_MZ504032.1
MW030272 B.1.1.110_MW030272
MZ348493 B.1.1.519_MZ348493
MW491024 B.1.2_MW491024
MW701967 B.1.2_MW701967
MW972493 B.1.1.416_MW972493
MW482873 B.1.1.186_MW482873
MW491151 B.1.564_MW491151
MW799639 B.1.305_MW799639
MW523994 B.1.2_MW523994
MW709005 B.1.2_MW709005
MW593240 B.1_MW593240
MT350271 A.1_MT350271
MT827241 B.1.328_MT827241
MW705667 B.1.2_MW705667
MT370877 B.1_MT370877
MZ231830 B.1.1.519_MZ231830
MW640116 B.1.2_MW640116
MW984718 B.1.409_MW984718
MT972085 D.2_MT972085
MZ436618.1 B.1.1.519_MZ436618.1
MW780158 B.1.234_MW780158
MT970317 D.2_MT970317
MT947550 B.1.574_MT947550
MT847216 B.1.1.25_MT847216
MW490625 B.1.375_MW490625
MW206011 B.1.112_MW206011
MW850900 B.1.1.519_MW850900
MW903273 B.1.1.316_MW903273
MT609577 B.1.37_MT609577
MZ258692 B.1.2_MZ258692
MW974989 B.1_MW974989
MW520934 B.1.1.464_MW520934
MW777932 B.1.2_MW777932
MZ240137 B.1.429_MZ240137
MZ023428 B.1.108_MZ023428
MW495159 B.1.2_MW495159
MW825780 B.1.2_MW825780
MT704121 B.40_MT704121
MW708511 B.1.1.486_MW708511
MW750147 B.1.2_MW750147
MT846429 B.1.182_MT846429
MZ451824.1 B.1.396_MZ451824.1
MW749942 B.1.1.316_MW749942
MZ000254 B.1.1.519_MZ000254
MW795992 B.1.234_MW795992
MW821771 B.1.2_MW821771
MW976453 B.1.1.420_MW976453
MT482111 B.1.1_MT482111
MW864533 B.1.2_MW864533
MW665642 B.1.1.519_MW665642
MW796934 B.1.595_MW796934
MT614491 A_MT614491
MW332960 B.1.2_MW332960
MW672857 B.1.2_MW672857
MZ331854 B.1.1.519_MZ331854
MZ567277.1 B.1.621.1_MZ567277.1
MW874052 B.1.2_MW874052
MZ500176.1 B.1.2_MZ500176.1
MW617546 B.1.311_MW617546
MW634767 B.1.2_MW634767
MW698127 B.1.596_MW698127
MW849986 B.1.2_MW849986
MW885911 B.1.590_MW885911
MZ032830 B.1.2_MZ032830
MW666901 B.1.2_MW666901
MT520419 B.39_MT520419
MW064597 B.1_MW064597
MW837270 B.1.561_MW837270
MZ283758 B.1.234_MZ283758
MZ430592.1 B.1_MZ430592.1
MW945189 R.1_MW945189
MT675937 B.1.113_MT675937
MT246464 A.1_MT246464
MZ233571 B.1.2_MZ233571
MW825705 B.1.596_MW825705
MW524030 B.1.110.3_MW524030
MW930656 B.1.2_MW930656
MW629355 B.1.311_MW629355
MW976946 B.1.451_MW976946
MW064977 B.1.332_MW064977
MW047314 B.1_MW047314
MW559204 B.1.2_MW559204
MW155851 D.2_MW155851
MW804891 B.1.2_MW804891
MW901575 B.1.2_MW901575
MT246459 A.1_MT246459
MW763231 B.1.445_MW763231
MW915322 B.1.596_MW915322
MW771865 B.1.375_MW771865
MZ207145 B.1.348_MZ207145
MW644397 B.1.609_MW644397
MT520178 B.1_MT520178
MZ235704 B.1.2_MZ235704
MW565464 B.1.1.376_MW565464
MZ151631 B.1.2_MZ151631
MW495994 B.1.311_MW495994
MW942639 B.1.1_MW942639
MW696607 B.1.1.519_MW696607
MW720252 B.1.2_MW720252
MZ498104.1 B.1_MZ498104.1
MT972332 D.2_MT972332
MW454644 B.1.433_MW454644
MZ366600 B.1.596_MZ366600
MW672655 B.6_MW672655
MZ411986.1 B.1.1.277_MZ411986.1
MZ164833 B.1.2_MZ164833
MW638738 B.1.2_MW638738
MW870004 B.1.2_MW870004
MT973096 D.2_MT973096
MW184712 D.2_MW184712
MW992916 B.1.2_MW992916
MW666723 B.1.349_MW666723
MW944612 B.1.2_MW944612
MW973353 B.1.1.416_MW973353
MW773341 B.1.2_MW773341
MW821738 B.1.2_MW821738
MT821781 B.1_MT821781
MW156501 D.2_MW156501
MZ476550.1 B.1.2_MZ476550.1
MZ232495 B.1.1.328_MZ232495
MW719943 B.1.2_MW719943
MW672365 B.1.258.17_MW672365
MT371001 B.1_MT371001
MW206052 B.1.426_MW206052
MW975199 B.1_MW975199
MW707304 B.1.243_MW707304
MW925285 B.1.2_MW925285
MW276827 D.2_MW276827
MZ332104 B.1.1_MZ332104
MZ232398 B.1.2_MZ232398
MZ444560.1 B.1.1.519_MZ444560.1
MT913122 B.1.503_MT913122
MZ211547 B.1.1.519_MZ211547
MZ167880 B.1.596_MZ167880
MW938753 B.1.2_MW938753
MT846607 B.1.139_MT846607
MW989903 B.1.243_MW989903
MT632813 B.1.320_MT632813
MT370985 A.2_MT370985
MZ419447.1 B.1.1.39_MZ419447.1
MZ239090 B.1.429_MZ239090
MW891174 B.1.1.519_MW891174
MW593228 A.1_MW593228
MT970008 D.2_MT970008
MW669030 B.1.2_MW669030
MZ363989 B.1.189_MZ363989
MW645922 B.1.565_MW645922
MW719815 B.1.2_MW719815
MW640523 B.1.1.205_MW640523
MW764042 B.1.596_MW764042
MW738537 B.1.577_MW738537
MT370970 B.1_MT370970
MT844039 B.1.162_MT844039
MW349044 B.1.2_MW349044
MW719908 B.1.448_MW719908
MW482871 B.1.2_MW482871
MW738056 B.1.1.222_MW738056
MW261770 B.1_MW261770
MW975590 B.1.2_MW975590
MZ498994.1 B.1.2_MZ498994.1
MT482127 B.1_MT482127
MW454558 B.1_MW454558
MW290947 B.1.370_MW290947
MT642365 B.1.371_MT642365
MW973966 B.1.232_MW973966
MZ496861.1 B.1.306_MZ496861.1
MW738653 B.1.595_MW738653
MW985133 B.1.409_MW985133
MW637034 B.1.2_MW637034
MZ376138 A.2.5.1_MZ376138
MW206014 B.1_MW206014
MW519805 B.1.1_MW519805
MW870955 B.1.568_MW870955
MW855767 B.1.2_MW855767
MW777365 B.1.2_MW777365
MW566828 B.1_MW566828
MW944466 B.1.243_MW944466
MW184393 D.2_MW184393
MT438758 B.19_MT438758
MW280482 B.1.240_MW280482
MT969792 D.2_MT969792
MW184363 D.2_MW184363
MW640662 B.1.596_MW640662
MW870043 B.1.243_MW870043
MW181746 B.1.1.63_MW181746
MW524015 B.1.298_MW524015
MW616852 B.1.582_MW616852
MT252775 A.1_MT252775
MW930547 B.1.2_MW930547
MZ471870.1 B.1.1.519_MZ471870.1
MZ151728 B.1.2_MZ151728
MW792579 B.1.2_MW792579
MW064356 B.1.360_MW064356
MW821758 B.1.2_MW821758
MW825613 B.1.110.3_MW825613
MW185371 D.2_MW185371
MW876963 B.1.596_MW876963
MW474192 B.1.233_MW474192
MZ465652.1 B.1_MZ465652.1
MZ469226.1 B.1.234_MZ469226.1
MW925173 B.1.2_MW925173
MW838290 B.1.2_MW838290
MW520924 B.1.2_MW520924
MW766495 B.1.2_MW766495
MW790928 B.1.1.519_MW790928
MW992831 B.1.596_MW992831
MW799763 B.1.2_MW799763
MW788848 B.1_MW788848
MT467238 B.1_MT467238
MW592634 B.1.2_MW592634
MW637144 B.1.2_MW637144
MW190949 A.1_MW190949
MT971247 D.2_MT971247
MW460629 B.1.2_MW460629
MW696601 B.1.2_MW696601
MW719689 B.1.375_MW719689
MT997966 B.1.595_MT997966
MW420666 B.1.1.228_MW420666
MT970797 D.2_MT970797
MT972464 D.2_MT972464
MW938239 B.1.2_MW938239
MT252819 A.1_MT252819
MW156688 D.2_MW156688
MW974564 B.1.1.207_MW974564
MW550086 B.1.1.192_MW550086
MW454506 B.1.2_MW454506
MW960464 B.1.429_MW960464
MW154804 D.2_MW154804
MZ083487 B.1.2_MZ083487
MW667062 B.1.2_MW667062
MW064770 B.1_MW064770
MW519687 B.1.375_MW519687
MW708404 B.1.241_MW708404
MW667239 B.1.234_MW667239
MT811533 B.1.400_MT811533
MT252739 A.1_MT252739
MW644185 B.1.1.519_MW644185
MT873395 B.1_MT873395
MW777869 B.1.243_MW777869
MW816597 B.1.2_MW816597
MT953925 B.1.36.8_MT953925
MW973326 B.1_MW973326
MW738487 B.1_MW738487
MW665575 B.1.2_MW665575
MZ261563 B.1.94_MZ261563
MW638785 B.1.565_MW638785
MZ471810.1 B.1.1_MZ471810.1
MW486385 B.1.2_MW486385
MZ397169.1 K.3_MZ397169.1
MW706721 B.1.2_MW706721
MW944166 B.1.575_MW944166
MW634325 B.1.243_MW634325
MW763173 B.1.305_MW763173
MZ267362 B.1.2_MZ267362
MT451123 B.31_MT451123
MT821579 B.1.371_MT821579
MZ239571 R.1_MZ239571
MW891045 B.1.1.486_MW891045
MZ043010 B_MZ043010
MW644393 B.1.2_MW644393
MW771891 B.1.2_MW771891
MW696679 B.1.2_MW696679
MW599568 B.1.243_MW599568
MW837288 B.1.243_MW837288
MZ313517 B.1_MZ313517
MW646732 B.1.241_MW646732
MW897433 B.1.239_MW897433
MW783404 B.1.2_MW783404
MW521772 B.1.243_MW521772
MT811667 B.1_MT811667
MW930423 B.1.234_MW930423
MZ271232 C.36.3_MZ271232
MW779441 B.1.568_MW779441
MW903866 B.1.596_MW903866
MW156147 D.3_MW156147
MT263446 B.1.371_MT263446
MW907442 B.1.564_MW907442
MW065288 B.1_MW065288
MT973173 D.2_MT973173
MW741950 B.1.234_MW741950
MW365239 B.1_MW365239
MW064721 B.1_MW064721
MW738247 B.1.2_MW738247
MW668886 B.1.2_MW668886
MW702459 B.1.311_MW702459
MW596018 B.1_MW596018
MZ493932.1 B.1.1_MZ493932.1
MW805155 B.1.2_MW805155
MZ500488.1 B.1.2_MZ500488.1
MW065044 B.1_MW065044
MZ378185 B.1.369_MZ378185
MZ076746 B.1.2_MZ076746
MT451051 B.1.320_MT451051
MT263392 B.1.371_MT263392
MW938046 B.1.2_MW938046
MW733516 B.1.596_MW733516
MW485408 B.1.375_MW485408
MW731343 B.1.561_MW731343
MW681050 B.1.2_MW681050
MW685740 B.1.596_MW685740
MW155758 D.2_MW155758
MZ390996 B.1.2_MZ390996
MW734506 B.1.110.3_MW734506
MW634635 B.1.311_MW634635
MW640980 B.1.2_MW640980
MW192080 B.1.565_MW192080
MW593251 B.1.371_MW593251
MT786336 B.1.1.181_MT786336
MW603961 B.1.2_MW603961
MZ410260.1 B.1.550_MZ410260.1
MZ414663.1 B.1.160.31_MZ414663.1
MT811505 B.1.239_MT811505
MW153432 D.2_MW153432
MW837461 B.1.400_MW837461
MW064602 B.1_MW064602
MT873493 B.1_MT873493
MW696432 B.1.1.186_MW696432
MW634211 B.1.2_MW634211
MW925546 B.1.2_MW925546
MZ011048 B.1.2_MZ011048
MZ310315 B.1.1.519_MZ310315
MZ141568 B.1_MZ141568
MW153402 D.2_MW153402
MW927136 B.1.1_MW927136
MZ071234 B.1.1.519_MZ071234
MW065052 B.1_MW065052
MW943730 B.1.2_MW943730
MW921824 B.1.2_MW921824
MZ011635 B.1.2_MZ011635
MW812624 B.1.1.519_MW812624
MW425727 B.1.1.304_MW425727
MZ500551.1 B.1.2_MZ500551.1
MW184439 D.2_MW184439
MW040645 B.1.2_MW040645
MW966423 B.1.2_MW966423
MZ373562 B.1.2_MZ373562
MT947157 B.1_MT947157
MZ083158 B.1.623_MZ083158
MW474741 A_MW474741
MZ044594 B.1.2_MZ044594
MW596024 B.1.2_MW596024
MT262900 A.1_MT262900
MW192093 B.1_MW192093
MW728782 B.1.2_MW728782
MZ313026 B.1.243_MZ313026
MW699279 B.1.110.3_MW699279
MZ003611 B.1.1.519_MZ003611
MW808359 B.1_MW808359
MW901629 B.1.2_MW901629
MW556167 B.1.2_MW556167
MW184622 D.2_MW184622
MW181473 B.1.515_MW181473
MW241350 B.1.106_MW241350
MW764049 B.1.234_MW764049
MW825690 B.1.2_MW825690
MW483117 B.1.110.3_MW483117
MW766758 B.1.2_MW766758
MT969552 D.2_MT969552
MZ499871.1 B.1.2_MZ499871.1
MW667407 B.1.596_MW667407
MW777689 B.1.234_MW777689
MZ212116 B.1.1.348_MZ212116
MT252774 B.1.371_MT252774
MW738316 B.1.243_MW738316
MT358690 A.3_MT358690
MW666324 B.1.311_MW666324
MW758714 B.1.595_MW758714
MW975914 B.1_MW975914
MT846469 B.1.595_MT846469
MW631744 B.1.1.519_MW631744
MW911418 B.1.1.519_MW911418
MW838243 B.1.561_MW838243
MW893567 B.1.243_MW893567
MW575568 B.1.240_MW575568
MW548289 B.1.243_MW548289
MW773894 B.1.243_MW773894
MT821563 B.1.1.291_MT821563
