"Viral_species","NCBI_taxid","Region_feature_class","Beginning","End","locus_tag","db_xref","gene","product","protein_id","codon_start","note","mol_type","host","country","collection_date","strain","ribosomal_slippage","isolate","ribosomal_slippage.1","inference","experiment","function.","isolation_source","old_locus_tag","regulatory_class","gene_synonym","collected_by","lab_host","genotype","pseudo","lat_lon","cell_line","acronym","transl_except","serotype","segment","exception","citation","altitude","subgroup","standard_name","identified_by","group","culture_collection","clone"
"Beluga-whale-coronavirus-SW1",694015,"CDS","28941","29399","CoVSW1_gp12","GeneID:6264436","","ORF 9","YP_001876446.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Beluga-whale-coronavirus-SW1",694015,"misc_feature","29398","29402","","","","","",NA,"transcription-regulating sequence; TRS","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Beluga-whale-coronavirus-SW1",694015,"gene","29402","30034","CoVSW1_gp13","GeneID:6264435","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Beluga-whale-coronavirus-SW1",694015,"CDS","29402","30034","CoVSW1_gp13","GeneID:6264435","","ORF 10","YP_001876447.1",1,"similar to uridine kinases","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Beluga-whale-coronavirus-SW1",694015,"misc_feature","30033","30037","","","","","",NA,"transcription-regulating sequence; TRS","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Beluga-whale-coronavirus-SW1",694015,"gene","30146","31285","CoVSW1_gp14","GeneID:6264439","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Beluga-whale-coronavirus-SW1",694015,"CDS","30146","31285","CoVSW1_gp14","GeneID:6264439","","nucleocapsid protein","YP_001876448.1",1,"N protein","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Beluga-whale-coronavirus-SW1",694015,"3_UTR","31286","31686","","","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Miniopterus-bat-coronavirus-HKU8",694001,"source","1","28773","","taxon:694001","","","",NA,"","genomic RNA","","Hong Kong","","AFCD77",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Miniopterus-bat-coronavirus-HKU8",694001,"gene","270","20959","BatCoVHKU8_gp1","GeneID:6020263","ORF1ab","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Miniopterus-bat-coronavirus-HKU8",694001,"CDS","270","20959","BatCoVHKU8_gp1","GeneID:6020263","ORF1ab","ORF1ab polyprotein","YP_001718610.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Miniopterus-bat-coronavirus-HKU8",694001,"CDS","270","12965","BatCoVHKU8_gp1","GeneID:6020263","ORF1ab","ORF1a polyprotein","YP_001718611.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Miniopterus-bat-coronavirus-HKU8",694001,"gene","20956","25083","BatCoVHKU8_gp2","GeneID:6020262","S","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Miniopterus-bat-coronavirus-HKU8",694001,"CDS","20956","25083","BatCoVHKU8_gp2","GeneID:6020262","S","spike protein","YP_001718612.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Miniopterus-bat-coronavirus-HKU8",694001,"gene","25083","25751","BatCoVHKU8_gp3","GeneID:6020261","ORF3","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Miniopterus-bat-coronavirus-HKU8",694001,"CDS","25083","25751","BatCoVHKU8_gp3","GeneID:6020261","ORF3","ORF3 protein","YP_001718613.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Miniopterus-bat-coronavirus-HKU8",694001,"gene","25735","25959","BatCoVHKU8_gp4","GeneID:6020260","E","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Miniopterus-bat-coronavirus-HKU8",694001,"CDS","25735","25959","BatCoVHKU8_gp4","GeneID:6020260","E","envelope protein","YP_001718614.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Miniopterus-bat-coronavirus-HKU8",694001,"gene","25966","26721","BatCoVHKU8_gp5","GeneID:6020266","M","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Miniopterus-bat-coronavirus-HKU8",694001,"CDS","25966","26721","BatCoVHKU8_gp5","GeneID:6020266","M","membrane protein","YP_001718615.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Miniopterus-bat-coronavirus-HKU8",694001,"gene","26770","28038","BatCoVHKU8_gp6","GeneID:6020264","N","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Miniopterus-bat-coronavirus-HKU8",694001,"CDS","26770","28038","BatCoVHKU8_gp6","GeneID:6020264","N","nucleocapsid protein","YP_001718616.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Miniopterus-bat-coronavirus-HKU8",694001,"gene","27788","28534","BatCoVHKU8_gp7","GeneID:6020265","ORF7","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Miniopterus-bat-coronavirus-HKU8",694001,"CDS","27788","28534","BatCoVHKU8_gp7","GeneID:6020265","ORF7","hypothetical protein","YP_001718617.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus-1A",393767,"source","1","28326","","taxon:393767","","","",NA,"","genomic RNA","","Hong Kong","","AFCD62",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus-1A",393767,"gene","272","21069","BatCo1A_gp1","GeneID:6020270","ORF1ab","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus-1A",393767,"CDS","272","21069","BatCo1A_gp1","GeneID:6020270","ORF1ab","ORF1ab polyprotein","YP_001718603.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus-1A",393767,"CDS","272","13078","BatCo1A_gp1","GeneID:6020270","ORF1ab","ORF1a polyprotein","YP_001718604.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus-1A",393767,"gene","21071","25198","BatCo1A_gp2","GeneID:6020275","S","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus-1A",393767,"CDS","21071","25198","BatCo1A_gp2","GeneID:6020275","S","spike protein","YP_001718605.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus-1A",393767,"gene","25198","25857","BatCo1A_gp3","GeneID:6020274","ORF3","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus-1A",393767,"CDS","25198","25857","BatCo1A_gp3","GeneID:6020274","ORF3","ORF3 protein","YP_001718606.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus-1A",393767,"gene","25851","26075","BatCo1A_gp4","GeneID:6020273","E","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus-1A",393767,"CDS","25851","26075","BatCo1A_gp4","GeneID:6020273","E","envelope protein","YP_001718607.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus-1A",393767,"gene","26082","26849","BatCo1A_gp5","GeneID:6020272","M","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus-1A",393767,"CDS","26082","26849","BatCo1A_gp5","GeneID:6020272","M","membrane protein","YP_001718608.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus-1A",393767,"gene","26870","28039","BatCo1A_gp6","GeneID:6020271","N","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus-1A",393767,"CDS","26870","28039","BatCo1A_gp6","GeneID:6020271","N","nucleocapsid protein","YP_001718609.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Gill-associated-virus",96491,"source","1","26253","","taxon:96491","","","",NA,"","genomic RNA","Penaeus monodon","Australia","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Gill-associated-virus",96491,"5_UTR","1","68","","","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Gill-associated-virus",96491,"CDS","69","20089","","","","ORF1ab replicase polyprotein pp1ab","YP_001661452.1",1,"contains RNA polymerase_ zinc finger and helicase","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Gill-associated-virus",96491,"CDS","69","12251","","","","ORF1a polyprotein pp1a","YP_001661453.1",1,"relicase polyprotein; contains a 3C-like cysteine","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Gill-associated-virus",96491,"misc_feature","12215","12221","","","","","",NA,"-1 ribosomal frameshift slippery sequence motif","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Gill-associated-virus",96491,"misc_feature","12225","12401","","","","","",NA,"pseudoknot","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Gill-associated-virus",96491,"mRNA","20128","26235","","","","p20 nucleocapsid protein","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Gill-associated-virus",96491,"mRNA","23","23","","","","","",NA,"ORF2 3'-coterminal subgenomic mRNA start site","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Gill-associated-virus",96491,"CDS","20183","20617","","","","p20 nucleocapsid protein","YP_001661454.1",1,"ORF2","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Gill-associated-virus",96491,"mRNA","20640","26235","","","","polyprotein precursor","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Gill-associated-virus",96491,"mRNA","33","33","","","","","",NA,"ORF3 3'-coterminal subgenomic mRNA start site","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Gill-associated-virus",96491,"CDS","20675","25597","","","","polyprotein precursor","YP_001661455.1",1,"contains surface glycoproteins (gp116_ gp64) and","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Gill-associated-virus",96491,"CDS","25855","26106","","","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Gill-associated-virus",96491,"mRNA","4","4","","","","hypothetical protein","YP_001661456.1",1,"ORF4; no discrete subgenomic mRNA is transcribed in","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rhinolophus-bat-coronavirus-HKU2",96491,"gene","","","","","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rhinolophus-bat-coronavirus-HKU2",693998,"source","1","27165","","taxon:693998","","","",NA,"","genomic RNA","","","","HKU2/GD/430/2006",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rhinolophus-bat-coronavirus-HKU2",693998,"gene","297","20479","BCHV2_gp1","GeneID:5741388","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rhinolophus-bat-coronavirus-HKU2",693998,"CDS","297","20479","","","","orf1ab polyprotein","YP_001552234.1",1,"translated by -1 ribosomal frameshift","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rhinolophus-bat-coronavirus-HKU2",693998,"gene","297","12476","BCHV2_gp2","GeneID:5741384","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rhinolophus-bat-coronavirus-HKU2",693998,"CDS","297","12476","BCHV2_gp2","GeneID:5741384","","orf1a polyprotein","YP_001552235.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rhinolophus-bat-coronavirus-HKU2",693998,"gene","20476","23862","BCHV2_gp3","GeneID:5741389","S","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rhinolophus-bat-coronavirus-HKU2",693998,"CDS","20476","23862","BCHV2_gp3","GeneID:5741389","S","spike glycoprotein","YP_001552236.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rhinolophus-bat-coronavirus-HKU2",693998,"gene","23862","24551","BCHV2_gp4","GeneID:5741385","NS3","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rhinolophus-bat-coronavirus-HKU2",693998,"CDS","23862","24551","BCHV2_gp4","GeneID:5741385","NS3","hypothetical protein","YP_001552237.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rhinolophus-bat-coronavirus-HKU2",693998,"gene","24532","24759","BCHV2_gp5","GeneID:5741386","E","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rhinolophus-bat-coronavirus-HKU2",693998,"CDS","24532","24759","BCHV2_gp5","GeneID:5741386","E","small membrane protein","YP_001552238.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rhinolophus-bat-coronavirus-HKU2",693998,"gene","24768","25457","BCHV2_gp6","GeneID:5741387","M","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rhinolophus-bat-coronavirus-HKU2",693998,"CDS","24768","25457","BCHV2_gp6","GeneID:5741387","M","membrane glycoprotein","YP_001552239.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rhinolophus-bat-coronavirus-HKU2",693998,"gene","25469","26596","BCHV2_gp7","GeneID:5741383","N","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rhinolophus-bat-coronavirus-HKU2",693998,"CDS","25469","26596","BCHV2_gp7","GeneID:5741383","N","nucleocapsid phosphoprotein","YP_001552240.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rhinolophus-bat-coronavirus-HKU2",693998,"gene","26608","26907","BCHV2_gp8","GeneID:5741382","NS7a","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rhinolophus-bat-coronavirus-HKU2",693998,"CDS","26608","26907","BCHV2_gp8","GeneID:5741382","NS7a","hypothetical protein","YP_001552241.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Scotophilus-bat-coronavirus-512",693999,"source","1","28203","","taxon:693999","","","",NA,"","genomic RNA","","","","BtCoV/512/2005",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Scotophilus-bat-coronavirus-512",693999,"gene","294","20674","Sc-BatCoV-512_gp1","GeneID:11266518","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Scotophilus-bat-coronavirus-512",693999,"CDS","294","20674","Sc-BatCoV-512_gp1","GeneID:11266518","","ORF1","YP_001351683.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Scotophilus-bat-coronavirus-512",693999,"gene","20671","24786","Sc-BatCoV-512_gp2","GeneID:11266523","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Scotophilus-bat-coronavirus-512",693999,"CDS","20671","24786","Sc-BatCoV-512_gp2","GeneID:11266523","","spike protein","YP_001351684.1",1,"S","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Scotophilus-bat-coronavirus-512",693999,"gene","24786","25460","Sc-BatCoV-512_gp3","GeneID:11266519","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Scotophilus-bat-coronavirus-512",693999,"CDS","24786","25460","Sc-BatCoV-512_gp3","GeneID:11266519","","putative ORF3","YP_001351685.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Scotophilus-bat-coronavirus-512",693999,"gene","25441","25671","Sc-BatCoV-512_gp4","GeneID:11266520","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Scotophilus-bat-coronavirus-512",693999,"CDS","25441","25671","Sc-BatCoV-512_gp4","GeneID:11266520","","envelope protein","YP_001351686.1",1,"E","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Scotophilus-bat-coronavirus-512",693999,"gene","25678","26361","Sc-BatCoV-512_gp5","GeneID:11266521","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Scotophilus-bat-coronavirus-512",693999,"CDS","25678","26361","Sc-BatCoV-512_gp5","GeneID:11266521","","matrix protein","YP_001351687.1",1,"M","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Scotophilus-bat-coronavirus-512",693999,"gene","26372","27556","Sc-BatCoV-512_gp6","GeneID:11266522","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Scotophilus-bat-coronavirus-512",693999,"CDS","26372","27556","Sc-BatCoV-512_gp6","GeneID:11266522","","nucleocapsid protein","YP_001351688.1",1,"N","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"White-bream-virus",405554,"source","1","26660","","taxon:405554","","","",NA,"","genomic RNA","Blicca bjoerkna L.","Germany","","DF24/00",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"White-bream-virus",405554,"gene","906","21523","WBV_gp1","GeneID:4443112","pp1ab","","",NA,"ORFs 1a and 1b","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"White-bream-virus",405554,"CDS","906","21523","WBV_gp1","GeneID:4443112","pp1ab","replicase polyprotein 1ab","YP_803213.1",1,"encodes for ADP-ribose 1'-phosphatase related to","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"White-bream-virus",405554,"gene","906","14573","WBV_gp2","GeneID:4443108","pp1a","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"White-bream-virus",405554,"CDS","906","14573","WBV_gp2","GeneID:4443108","pp1a","replicase polyprotein 1a","YP_803214.1",1,"encodes ADP-ribose 1-phosphatase related to","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"White-bream-virus",405554,"misc_feature","14549","14555","WBV_gp2","","pp1a","","",NA,"putative slippery sequence; ribosomal frameshift","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"White-bream-virus",405554,"gene","21525","25187","WBV_gp3","GeneID:4443109","S","","",NA,"ORF 2","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"White-bream-virus",405554,"CDS","21525","25187","WBV_gp3","GeneID:4443109","S","putative spike protein","YP_803215.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"White-bream-virus",405554,"gene","25214","25897","WBV_gp4","GeneID:4443110","M","","",NA,"ORF 3","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"White-bream-virus",405554,"CDS","25214","25897","WBV_gp4","GeneID:4443110","M","hypothetical protein","YP_803216.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"White-bream-virus",405554,"gene","25915","26400","WBV_gp5","GeneID:4443111","N","","",NA,"ORF 4","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"White-bream-virus",405554,"CDS","25915","26400","WBV_gp5","GeneID:4443111","N","putative nucleocapsid protein","YP_803217.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Breda-virus",46473,"source","1","28475","","taxon:46473","","","",NA,"","genomic RNA","","","","Breda 1",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Breda-virus",46473,"5_UTR","1","858","","","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Breda-virus",46473,"gene","859","21059","BRV_gp1","GeneID:3707764","pol1ab","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Breda-virus",46473,"CDS","859","21059","BRV_gp1","GeneID:3707764","pol1ab","polyprotein 1ab","YP_337905.2",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Breda-virus",46473,"gene","859","14196","BRV_gp2","GeneID:3707765","ORF1a","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Breda-virus",46473,"CDS","859","14196","BRV_gp2","GeneID:3707765","ORF1a","replicase","YP_337906.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Breda-virus",46473,"misc_feature","14184","14190","BRV_gp2","","ORF1a","","",NA,"slippery sequence involved in ribosomal frameshift","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Breda-virus",46473,"gene","20975","25729","BRV_gp3","GeneID:3707766","S","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Breda-virus",46473,"CDS","20975","25729","BRV_gp3","GeneID:3707766","S","spike glycoprotein","YP_337907.1",1,"transmembrane glycoprotein; structural protein","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Breda-virus",46473,"gene","25758","26459","BRV_gp4","GeneID:3707769","M","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Breda-virus",46473,"CDS","25758","26459","BRV_gp4","GeneID:3707769","M","membrane glycoprotein","YP_337908.1",1,"structural glycoprotein","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Breda-virus",46473,"gene","26477","27736","BRV_gp5","GeneID:3707767","HE","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Breda-virus",46473,"CDS","26477","27736","BRV_gp5","GeneID:3707767","HE","hemagglutinin esterase","YP_337909.1",1,"structural glycoprotein; hemagglutinin and esterase","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Breda-virus",46473,"gene","27775","28278","BRV_gp6","GeneID:3707768","N","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Breda-virus",46473,"CDS","27775","28278","BRV_gp6","GeneID:3707768","N","nucleocapsid phosphoprotein","YP_337910.1",1,"structural protein; nucleoprotein","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Breda-virus",46473,"3_UTR","28279","28475","","","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Human-coronavirus-NL63-(HCoV-NL63)",277944,"source","1","27553","","taxon:277944","","","",NA,"","genomic RNA","","","","Amsterdam I",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Human-coronavirus-NL63-(HCoV-NL63)",277944,"5_UTR","1","286","","","","","",NA,"","","","","","",NA,"",NA,"non-experimental evidence_ no additional","al evidence_ no additional","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Human-coronavirus-NL63-(HCoV-NL63)",277944,"gene","287","20475","HCNV63gp1","GeneID:2943501","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Human-coronavirus-NL63-(HCoV-NL63)",277944,"CDS","287","20475","HCNV63gp1","GeneID:2943501","","replicase polyprotein 1ab","YP_003766.2",1,"ORF1a/1b; translated via -1 ribosomal frameshift","","","","","",NA,"",NA,"non-experimental evidence_ no additional","al evidence_ no additional","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Human-coronavirus-NL63-(HCoV-NL63)",277944,"gene","20472","24542","HCNV63gp2","GeneID:2943499","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Human-coronavirus-NL63-(HCoV-NL63)",277944,"CDS","20472","24542","HCNV63gp2","GeneID:2943499","","spike protein","YP_003767.1",1,"ORF2","","","","","",NA,"",NA,"non-experimental evidence_ no additional","al evidence_ no additional","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Human-coronavirus-NL63-(HCoV-NL63)",277944,"gene","24542","25219","HCNV63gp3","GeneID:2943500","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Human-coronavirus-NL63-(HCoV-NL63)",277944,"CDS","24542","25219","HCNV63gp3","GeneID:2943500","","protein 3","YP_003768.1",1,"ORF3","","","","","",NA,"",NA,"non-experimental evidence_ no additional","al evidence_ no additional","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Human-coronavirus-NL63-(HCoV-NL63)",277944,"gene","25200","25433","HCNV63gp4","GeneID:2943502","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Human-coronavirus-NL63-(HCoV-NL63)",277944,"CDS","25200","25433","HCNV63gp4","GeneID:2943502","","envelope protein","YP_003769.1",1,"ORF4; small membrane protein","","","","","",NA,"",NA,"non-experimental evidence_ no additional","al evidence_ no additional","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Human-coronavirus-NL63-(HCoV-NL63)",277944,"gene","25442","26122","HCNV63gp5","GeneID:2943503","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Human-coronavirus-NL63-(HCoV-NL63)",277944,"CDS","25442","26122","HCNV63gp5","GeneID:2943503","","membrane protein","YP_003770.1",1,"ORF5","","","","","",NA,"",NA,"non-experimental evidence_ no additional","al evidence_ no additional","","","","","","","","",NA,"","","","","","","","","","","","","","",""
