	V1	Virus.Strain.Name	Data.Source	Related.ID	Lineage	Nuc.Completeness	Sequence.Length	Sequence.Quality	Quality.Assessment	Host	Sample.Collection.Date	Location	Originating.Lab	Submission.Date	Submitting.Lab	Create.Time	Last.Update.Time	Variant
7038	MW865419	SARS-CoV-2/human/USA/TX-DSHS-4869/2020	GenBank	EPI_ISL_1478954	B.1.2	Complete	29726	High	0/0/-/-/-	Homo sapiens	2020-07-07	United States / TX	 	2021-04-05	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.2
7039	MW865425	SARS-CoV-2/human/USA/TX-DSHS-4875/2020	GenBank	EPI_ISL_1478960	B.1.596	Complete	29733	High	0/0/-/-/-	Homo sapiens	2020-07-07	United States / TX	 	2021-04-05	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.596
7040	MW865426	SARS-CoV-2/human/USA/TX-DSHS-4876/2020	GenBank	EPI_ISL_1478961	B.1.596	Complete	29725	High	0/0/-/-/-	Homo sapiens	2020-07-07	United States / TX	 	2021-04-05	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.596
7041	MW865431	SARS-CoV-2/human/USA/TX-DSHS-4884/2020	GenBank	EPI_ISL_1478966	B.1.596	Complete	29725	High	0/0/-/-/-	Homo sapiens	2020-07-07	United States / TX	 	2021-04-05	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.596
7042	MW865437	SARS-CoV-2/human/USA/TX-DSHS-4891/2020	GenBank	EPI_ISL_1478972	B.1.2	Complete	29726	High	0/0/-/-/-	Homo sapiens	2020-08-10	United States / TX	 	2021-04-05	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.2
7043	MW865451	SARS-CoV-2/human/USA/TX-DSHS-4906/2021	GenBank	EPI_ISL_1478986	B.1.1.316	Complete	29725	High	0/0/-/-/-	Homo sapiens	2021-03-07	United States / TX	 	2021-04-05	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.1.316
7044	MW868317	SARS-CoV-2/human/USA/IL-CDC-ASC210004621/2021	GenBank	EPI_ISL_1479802	B.1.2	Complete	29880	High	0/0/-/-/-	Homo sapiens	2021-03-15	United States / Illinois	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.2
7045	MW868413	SARS-CoV-2/human/USA/GA-CDC-STM-000036745/2021	GenBank	EPI_ISL_1479223	B.1.568	Complete	29807	High	0/0/-/-/-	Homo sapiens	2021-03-15	United States / Georgia	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.568
7046	MW868430	SARS-CoV-2/human/USA/NC-CDC-STM-000037127/2021	GenBank	EPI_ISL_1479240	B.1.2	Complete	29823	High	0/0/-/-/-	Homo sapiens	2021-03-15	United States / North Carolina	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.2
7047	MW868436	SARS-CoV-2/human/USA/PA-CDC-STM-000037152/2021	GenBank	EPI_ISL_1479246	B.1.2	Complete	29830	High	0/0/-/-/-	Homo sapiens	2021-03-15	United States / Pennsylvania	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.2
7048	MW868443	SARS-CoV-2/human/USA/LA-CDC-STM-000037169/2021	GenBank	EPI_ISL_1479253	B.1.2	Complete	29831	High	0/0/-/-/-	Homo sapiens	2021-03-15	United States / Louisiana	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.2
7049	MW868452	SARS-CoV-2/human/USA/MA-CDC-STM-000037241/2021	GenBank	EPI_ISL_1479262	B.1.409	Complete	29835	High	0/0/-/-/-	Homo sapiens	2021-03-15	United States / Massachusetts	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.409
7050	MW868459	SARS-CoV-2/human/USA/FL-CDC-STM-000037274/2021	GenBank	EPI_ISL_1479269	B.1.1	Complete	29830	High	0/0/-/-/-	Homo sapiens	2021-03-15	United States / Florida	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.1
7051	MW868487	SARS-CoV-2/human/USA/MA-CDC-STM-000037333/2021	GenBank	EPI_ISL_1479297	B.1.2	Complete	29820	High	0/0/-/-/-	Homo sapiens	2021-03-16	United States / Massachusetts	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.2
7052	MW868488	SARS-CoV-2/human/USA/FL-CDC-STM-000037349/2021	GenBank	EPI_ISL_1479298	B.1.2	Complete	29832	High	0/0/-/-/-	Homo sapiens	2021-03-16	United States / Florida	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.2
7053	MW868512	SARS-CoV-2/human/USA/FL-CDC-STM-000035610/2021	GenBank	EPI_ISL_1479322	B.1.2	Complete	29830	High	0/0/-/-/-	Homo sapiens	2021-03-13	United States / Florida	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.2
7054	MW868550	SARS-CoV-2/human/USA/MA-CDC-STM-000035703/2021	GenBank	EPI_ISL_1479360	B.1.1.519	Complete	29831	High	0/0/-/-/-	Homo sapiens	2021-03-14	United States / Massachusetts	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.1.519
7055	MW868553	SARS-CoV-2/human/USA/MA-CDC-STM-000035791/2021	GenBank	EPI_ISL_1479363	B.1.2	Complete	29830	High	0/0/-/-/-	Homo sapiens	2021-03-13	United States / Massachusetts	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.2
7056	MW868558	SARS-CoV-2/human/USA/MI-CDC-STM-000035769/2021	GenBank	EPI_ISL_1479368	B.1.1.519	Complete	29830	High	0/0/-/-/-	Homo sapiens	2021-03-14	United States / Michigan	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.1.519
7057	MW868568	SARS-CoV-2/human/USA/PA-CDC-STM-000035857/2021	GenBank	EPI_ISL_1479378	B.1.243	Complete	29831	High	0/0/-/-/-	Homo sapiens	2021-03-12	United States / Pennsylvania	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.243
7058	MW868583	SARS-CoV-2/human/USA/FL-CDC-STM-000035876/2021	GenBank	EPI_ISL_1479393	B.1.2	Complete	29832	High	0/0/-/-/-	Homo sapiens	2021-03-13	United States / Florida	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.2
7059	MW868588	SARS-CoV-2/human/USA/MA-CDC-STM-000035822/2021	GenBank	EPI_ISL_1479398	B.1.2	Complete	29831	High	0/0/-/-/-	Homo sapiens	2021-03-14	United States / Massachusetts	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.2
7060	MW868605	SARS-CoV-2/human/USA/FL-CDC-STM-000035910/2021	GenBank	EPI_ISL_1479415	B.1.596	Complete	29828	High	0/0/-/-/-	Homo sapiens	2021-03-14	United States / Florida	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.596
7061	MW868628	SARS-CoV-2/human/USA/FL-CDC-STM-000035916/2021	GenBank	EPI_ISL_1479438	B.1.2	Complete	29829	High	0/0/-/-/-	Homo sapiens	2021-03-14	United States / Florida	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.2
7062	MW868661	SARS-CoV-2/human/USA/IL-CDC-ASC210003623/2021	GenBank	EPI_ISL_1479452	B.1.2	Complete	29869	High	0/0/-/-/-	Homo sapiens	2021-03-10	United States / Illinois	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.2
7063	MW868666	SARS-CoV-2/human/USA/IL-CDC-ASC210003638/2021	GenBank	EPI_ISL_1479457	B.1.596	Complete	29868	High	0/0/-/-/-	Homo sapiens	2021-03-10	United States / Illinois	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.596
7064	MW868676	SARS-CoV-2/human/USA/IL-CDC-ASC210003779/2021	GenBank	EPI_ISL_1479467	B.1.2	Complete	29855	High	0/0/-/-/-	Homo sapiens	2021-03-06	United States / Illinois	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.2
7065	MW868705	SARS-CoV-2/human/USA/NC-CDC-ASC210003954/2021	GenBank	EPI_ISL_1479496	B.1.2	Complete	29889	High	0/0/-/-/-	Homo sapiens	2021-03-11	United States / North Carolina	 	2021-04-06	 	2021-04-13 12:30:24	2021-04-13 12:30:24	B.1.2
7066	MW868812	SARS-CoV-2/human/USA/AL-CDC-ASC210003907/2021	GenBank	EPI_ISL_1479603	B.1.111	Complete	29838	High	0/0/-/-/-	Homo sapiens	2021-03-10	United States / Alabama	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.111
7067	MW868813	SARS-CoV-2/human/USA/NY-CDC-ASC210003908/2021	GenBank	EPI_ISL_1479604	B.1.111	Complete	29887	High	0/0/-/-/-	Homo sapiens	2021-03-11	United States / New York	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.111
7068	MW868905	SARS-CoV-2/human/USA/VA-DCLS-3243/2021	GenBank	EPI_ISL_1461659	B.1.2	Complete	29810	High	0/0/-/-/-	Homo sapiens	2021-01	United States / Virginia	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7069	MW868908	SARS-CoV-2/human/USA/VA-DCLS-3246/2021	GenBank	EPI_ISL_1461660	B.1.2	Complete	29823	High	0/0/-/-/-	Homo sapiens	2021-01	United States / Virginia	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7070	MW868909	SARS-CoV-2/human/USA/VA-DCLS-3247/2021	GenBank	EPI_ISL_1461661	B.1.596	Complete	29814	High	0/0/-/-/-	Homo sapiens	2021-01	United States / Virginia	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.596
7071	MW868914	SARS-CoV-2/human/USA/VA-DCLS-3253/2021	GenBank	EPI_ISL_1461666	B.1.544	Complete	29800	High	0/0/-/-/-	Homo sapiens	2021-01	United States / Virginia	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.544
7072	MW868936	SARS-CoV-2/human/USA/VA-DCLS-3284/2021	GenBank	EPI_ISL_1461686	B.1.596	Complete	29813	High	0/0/-/-/-	Homo sapiens	2021-01	United States / Virginia	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.596
7073	MW868937	SARS-CoV-2/human/USA/VA-DCLS-3285/2021	GenBank	EPI_ISL_1461687	B.1.2	Complete	29804	High	0/0/-/-/-	Homo sapiens	2021-01	United States / Virginia	 	2021-04-06	 	2021-06-08 10:34:33	2021-06-08 10:34:33	B.1.2
7074	MW868953	SARS-CoV-2/human/USA/VA-DCLS-3307/2021	GenBank	EPI_ISL_1461704	B.1.2	Complete	29806	High	0/0/-/-/-	Homo sapiens	2021-01	United States / Virginia	 	2021-04-06	 	2021-06-08 10:34:33	2021-06-08 10:34:33	B.1.2
7075	MW869974	SARS-CoV-2/human/USA/CA-CDC-LC0027823/2021	GenBank	EPI_ISL_1461760	B.1.1.519	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-07	United States / California	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.1.519
7076	MW870004	SARS-CoV-2/human/USA/CA-CDC-LC0027628/2021	GenBank	EPI_ISL_1461790	B.1.2	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-08	United States / California	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7077	MW870043	SARS-CoV-2/human/USA/NJ-CDC-LC0027907/2021	GenBank	EPI_ISL_1461830	B.1.243	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-10	United States / New Jersey	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.243
7078	MW870082	SARS-CoV-2/human/USA/CO-CDC-LC0027709/2021	GenBank	EPI_ISL_1461870	B.1.1.519	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-11	United States / Colorado	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.1.519
7079	MW870126	SARS-CoV-2/human/USA/WI-CDC-LC0028108/2021	GenBank	EPI_ISL_1461914	B.1.324	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-11	United States / Wisconsin	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.324
7080	MW870130	SARS-CoV-2/human/USA/IN-CDC-LC0028274/2021	GenBank	EPI_ISL_1461918	B.1.2	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-11	United States / Indiana	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7081	MW870131	SARS-CoV-2/human/USA/IL-CDC-LC0028069/2021	GenBank	EPI_ISL_1461919	B.1.1.519	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-11	United States / Illinois	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.1.519
7082	MW870134	SARS-CoV-2/human/USA/OH-CDC-LC0028307/2021	GenBank	EPI_ISL_1461922	B.1.400	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-11	United States / Ohio	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.400
7083	MW870157	SARS-CoV-2/human/USA/IN-CDC-LC0028224/2021	GenBank	EPI_ISL_1461945	B.1.596	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-12	United States / Indiana	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.596
7084	MW870163	SARS-CoV-2/human/USA/IN-CDC-LC0028284/2021	GenBank	EPI_ISL_1461951	B.1.2	Complete	29737	High	0/0/-/-/-	Homo sapiens	2021-03-12	United States / Indiana	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7085	MW870190	SARS-CoV-2/human/USA/MO-CDC-LC0028038/2021	GenBank	EPI_ISL_1461978	B.1.2	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-12	United States / Missouri	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7086	MW870221	SARS-CoV-2/human/USA/WI-CDC-LC0028112/2021	GenBank	EPI_ISL_1462011	B.1.2	Complete	29715	High	0/0/-/-/-	Homo sapiens	2021-03-13	United States / Wisconsin	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7087	MW870293	SARS-CoV-2/human/USA/WI-CDC-LC0028519/2021	GenBank	EPI_ISL_1462084	B.1.1.519	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-11	United States / Wisconsin	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.1.519
7088	MW870298	SARS-CoV-2/human/USA/WI-CDC-LC0028784/2021	GenBank	EPI_ISL_1462089	B.1.1.519	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-11	United States / Wisconsin	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.1.519
7089	MW870301	SARS-CoV-2/human/USA/IL-CDC-LC0028754/2021	GenBank	EPI_ISL_1462092	B.1.2	Complete	29715	High	0/0/-/-/-	Homo sapiens	2021-03-11	United States / Illinois	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7090	MW870308	SARS-CoV-2/human/USA/WV-CDC-LC0028711/2021	GenBank	EPI_ISL_1462099	B.1.110.3	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-11	United States / West Virginia	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.110.3
7091	MW870344	SARS-CoV-2/human/USA/WI-CDC-LC0028487/2021	GenBank	EPI_ISL_1462137	B.1.2	Complete	29715	High	0/0/-/-/-	Homo sapiens	2021-03-12	United States / Wisconsin	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7092	MW870370	SARS-CoV-2/human/USA/OH-CDC-LC0028379/2021	GenBank	EPI_ISL_1462163	B.1.2	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-12	United States / Ohio	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7093	MW870430	SARS-CoV-2/human/USA/IL-CDC-LC0028513/2021	GenBank	EPI_ISL_1462223	B.1.2	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-14	United States / Illinois	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7094	MW870567	SARS-CoV-2/human/USA/NY-CDC-LC0029315/2021	GenBank	EPI_ISL_1462362	B.1.2	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-10	United States / New York	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7095	MW870613	SARS-CoV-2/human/USA/MA-CDC-LC0029136/2021	GenBank	EPI_ISL_1462410	B.1.596	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-11	United States / Massachusetts	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.596
7096	MW870618	SARS-CoV-2/human/USA/LA-CDC-LC0029021/2021	GenBank	EPI_ISL_1462415	B.1.1.519	Complete	29698	High	0/0/-/-/-	Homo sapiens	2021-03-10	United States / Louisiana	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.1.519
7097	MW870654	SARS-CoV-2/human/USA/NH-CDC-LC0028866/2021	GenBank	EPI_ISL_1462451	B.1.2	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-11	United States / New Hampshire	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7098	MW870668	SARS-CoV-2/human/USA/NH-CDC-LC0028865/2021	GenBank	EPI_ISL_1462465	B.1.596	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-12	United States / New Hampshire	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.596
7099	MW870673	SARS-CoV-2/human/USA/NH-CDC-LC0028952/2021	GenBank	EPI_ISL_1462470	B.1.2	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-12	United States / New Hampshire	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7100	MW870707	SARS-CoV-2/human/USA/FL-CDC-LC0029090/2021	GenBank	EPI_ISL_1462514	B.1.2	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-12	United States / Florida	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7101	MW870732	SARS-CoV-2/human/USA/GA-CDC-LC0029704/2021	GenBank	EPI_ISL_1462595	B.1.1	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-16	United States / Georgia	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.1
7102	MW870737	SARS-CoV-2/human/USA/VA-CDC-LC0029764/2021	GenBank	EPI_ISL_1462611	B.1.2	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-16	United States / Virginia	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7103	MW870746	SARS-CoV-2/human/USA/NC-CDC-LC0029464/2021	GenBank	EPI_ISL_1462630	B.1.2	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-15	United States / North Carolina	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7104	MW870748	SARS-CoV-2/human/USA/FL-CDC-LC0029927/2021	GenBank	EPI_ISL_1462632	B.1.2	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-16	United States / Florida	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7105	MW870787	SARS-CoV-2/human/USA/FL-CDC-LC0029603/2021	GenBank	EPI_ISL_1462672	B.1.1.519	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-15	United States / Florida	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.1.519
7106	MW870814	SARS-CoV-2/human/USA/FL-CDC-LC0029908/2021	GenBank	EPI_ISL_1462700	B.1.596	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-17	United States / Florida	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.596
7107	MW870832	SARS-CoV-2/human/USA/FL-CDC-LC0029426/2021	GenBank	EPI_ISL_1462718	B.1.2	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-17	United States / Florida	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7108	MW870871	SARS-CoV-2/human/USA/NC-CDC-LC0029481/2021	GenBank	EPI_ISL_1462759	B.1.2	Complete	29712	High	0/0/-/-/-	Homo sapiens	2021-03-18	United States / North Carolina	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7109	MW870879	SARS-CoV-2/human/USA/FL-CDC-LC0029454/2021	GenBank	EPI_ISL_1462767	B.1.234	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-17	United States / Florida	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.234
7110	MW870895	SARS-CoV-2/human/USA/LA-CDC-LC0029631/2021	GenBank	EPI_ISL_1462783	B.1.1.519	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-18	United States / Louisiana	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.1.519
7111	MW870897	SARS-CoV-2/human/USA/TN-CDC-LC0029399/2021	GenBank	EPI_ISL_1462785	B.1.265	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-19	United States / Tennessee	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.265
7112	MW870900	SARS-CoV-2/human/USA/TN-CDC-LC0029485/2021	GenBank	EPI_ISL_1462788	B.1.2	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-19	United States / Tennessee	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7113	MW870936	SARS-CoV-2/human/USA/GA-CDC-LC0030061/2021	GenBank	EPI_ISL_1462825	B.1.2	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-15	United States / Georgia	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7114	MW870955	SARS-CoV-2/human/USA/NH-CDC-LC0030415/2021	GenBank	EPI_ISL_1462844	B.1.568	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-14	United States / New Hampshire	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.568
7115	MW870987	SARS-CoV-2/human/USA/FL-CDC-LC0030035/2021	GenBank	EPI_ISL_1462876	B.1.2	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-14	United States / Florida	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7116	MW871002	SARS-CoV-2/human/USA/GA-CDC-LC0030331/2021	GenBank	EPI_ISL_1462891	B.1.596	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-16	United States / Georgia	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.596
7117	MW871062	SARS-CoV-2/human/USA/GA-CDC-LC0030393/2021	GenBank	EPI_ISL_1462953	B.1.2	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-18	United States / Georgia	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7118	MW871079	SARS-CoV-2/human/USA/NC-CDC-LC0031077/2021	GenBank	EPI_ISL_1462970	B.1.2	Complete	29714	High	0/0/-/-/-	Homo sapiens	2021-03-10	United States / North Carolina	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7119	MW871100	SARS-CoV-2/human/USA/NC-CDC-LC0030504/2021	GenBank	EPI_ISL_1462992	B.1.2	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-12	United States / North Carolina	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7120	MW871116	SARS-CoV-2/human/USA/MD-CDC-LC0030554/2021	GenBank	EPI_ISL_1463008	B.1.234	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-12	United States / Maryland	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.234
7121	MW871211	SARS-CoV-2/human/USA/NJ-CDC-LC0030921/2021	GenBank	EPI_ISL_1463105	B.1.2	Complete	29713	High	0/0/-/-/-	Homo sapiens	2021-03-15	United States / New Jersey	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7122	MW872678	SARS-CoV-2/human/USA/TX-HHD-03307323/2021	GenBank	EPI_ISL_1479101	B.1.596	Complete	29782	High	0/0/-/-/-	Homo sapiens	2021-03-25	United States	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.596
7123	MW873982	SARS-CoV-2/human/USA/MD-MDH-1524/2021	GenBank	EPI_ISL_1493182	B.1.243	Complete	29816	High	0/0/-/-/-	Homo sapiens	2021-03-16	United States / MD	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.243
7124	MW874050	SARS-CoV-2/human/USA/MD-MDH-1594/2021	GenBank	EPI_ISL_1493248	B.1.298	Complete	29854	High	0/0/-/-/-	Homo sapiens	2021-01-11	United States / MD	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.298
7125	MW874052	SARS-CoV-2/human/USA/MD-MDH-1596/2021	GenBank	EPI_ISL_1493249	B.1.2	Complete	29815	High	0/0/-/-/-	Homo sapiens	2021-01-11	United States / MD	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
7126	MW874291	SARS-CoV-2/human/USA/TN-CDC-JHVE-0251/2020	GenBank	EPI_ISL_1373946	B.1.2	Complete	29803	High	0/0/-/-/-	Homo Sapiens	2020-11-09	United States / Tennessee	Vanderbilt University Medical Center	2021-03-27	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	2021-03-29 10:37:31	2021-04-10 09:22:48	B.1.2
7127	MW876867	SARS-CoV-2/human/USA/TX-Noblis-S124B11/2021	GenBank	EPI_ISL_1672859	B.1.596	Complete	29768	High	0/0/-/-/-	Homo sapiens	2021-01-06	United States / TX	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-30 22:38:47	B.1.596
7128	MW876912	SARS-CoV-2/human/USA/UT-UPHL-2103055519/2021	GenBank	EPI_ISL_1483096	B.1.561	Complete	29893	High	0/0/-/-/-	Homo sapiens	2021-01-22	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.561
7129	MW876930	SARS-CoV-2/human/USA/UT-UPHL-2103214357/2021	GenBank	EPI_ISL_1483174	B.1.234	Complete	29904	High	0/0/-/-/-	Homo sapiens	2021-01-13	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.234
7130	MW876935	SARS-CoV-2/human/USA/UT-UPHL-2103259281/2021	GenBank	EPI_ISL_1483124	B.1.2	Complete	29904	High	0/0/-/-/-	Homo sapiens	2021-01-13	United States	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	B.1.2
