	Accession.ID	Virus.Strain.Name	Data.Source	Related.ID	Lineage	Nuc.Completeness	Sequence.Length	Sequence.Quality	Quality.Assessment	Host	Sample.Collection.Date	Location	Originating.Lab	Submission.Date	Submitting.Lab	Create.Time	Last.Update.Time	Variant
21411	MZ282708	SARS-CoV-2/human/USA/RI-CDC-ASC210036583/2021	GenBank	EPI_ISL_2148674	B.1.526	Complete	29834	High	14/0/-/-/-	Homo Sapiens	2021-04-29	United States / Rhode Island	NA	2021-05-18	NA	2021-05-24 16:46:28	2021-05-28 23:32:11	iota
21413	MZ282746	SARS-CoV-2/human/USA/NJ-CDC-ASC210036357/2021	GenBank	EPI_ISL_2148712	B.1.526	Complete	29889	High	0/0/-/-/-	Homo Sapiens	2021-04-29	United States / New Jersey	NA	2021-05-18	NA	2021-05-24 16:46:28	2021-05-28 23:32:11	iota
21414	MZ282747	SARS-CoV-2/human/USA/FL-CDC-ASC210036359/2021	GenBank	EPI_ISL_2148713	B.1.526	Complete	29860	High	0/0/-/-/-	Homo Sapiens	2021-04-29	United States / Florida	NA	2021-05-18	NA	2021-05-24 16:46:28	2021-05-28 23:32:11	iota
21419	MZ282787	SARS-CoV-2/human/USA/MI-CDC-ASC210036405/2021	GenBank	EPI_ISL_2148753	B.1.526	Complete	29889	High	0/0/-/-/-	Homo Sapiens	2021-04-28	United States / Michigan	NA	2021-05-18	NA	2021-05-24 16:46:28	2021-05-28 23:32:12	iota
21429	MZ282865	SARS-CoV-2/human/USA/MI-CDC-ASC210038118/2021	GenBank	EPI_ISL_2148831	B.1.526	Complete	29881	High	0/0/-/-/-	Homo Sapiens	2021-05-02	United States / Michigan	NA	2021-05-18	NA	2021-05-24 16:46:28	2021-05-28 23:32:04	iota
21431	MZ282875	SARS-CoV-2/human/USA/CA-CDC-ASC210057998/2021	GenBank	 	B.1.526	Complete	29855	High	0/0/-/-/-	Homo sapiens	2021-05-03	United States / California	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21432	MZ282876	SARS-CoV-2/human/USA/CA-CDC-ASC210057999/2021	GenBank	 	B.1.526	Complete	29890	High	0/0/-/-/-	Homo sapiens	2021-05-03	United States / California	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21440	MZ282953	SARS-CoV-2/human/USA/MA-CDC-ASC210057722/2021	GenBank	EPI_ISL_2148919	B.1.526	Complete	29883	High	0/0/-/-/-	Homo Sapiens	2021-05-02	United States / Massachusetts	NA	2021-05-18	NA	2021-05-24 16:46:28	2021-05-28 23:32:03	iota
21441	MZ282965	SARS-CoV-2/human/USA/FL-CDC-ASC210057736/2021	GenBank	EPI_ISL_2148931	B.1.526	Complete	29873	High	0/0/-/-/-	Homo Sapiens	2021-05-02	United States / Florida	NA	2021-05-18	NA	2021-05-24 16:46:28	2021-05-28 23:32:03	iota
21447	MZ283007	SARS-CoV-2/human/USA/RI-CDC-ASC210057791/2021	GenBank	EPI_ISL_2148973	B.1.526	Complete	29888	High	0/0/-/-/-	Homo Sapiens	2021-05-02	United States / Rhode Island	NA	2021-05-18	NA	2021-05-24 16:46:28	2021-05-28 23:32:04	iota
21448	MZ283012	SARS-CoV-2/human/USA/WV-CDC-ASC210057802/2021	GenBank	EPI_ISL_2149143	B.1.526	Complete	29882	High	0/0/-/-/-	Homo Sapiens	2021-05-03	United States / West Virginia	NA	2021-05-18	NA	2021-05-24 16:46:28	2021-05-28 23:32:03	iota
21450	MZ283021	SARS-CoV-2/human/USA/NJ-CDC-ASC210038329/2021	GenBank	EPI_ISL_2149152	B.1.526	Complete	29890	High	0/0/-/-/-	Homo Sapiens	2021-05-02	United States / New Jersey	NA	2021-05-18	NA	2021-05-24 16:46:28	2021-05-28 23:32:04	iota
21460	MZ283113	SARS-CoV-2/human/USA/WV-CDC-ASC210032343/2021	GenBank	EPI_ISL_2149244	B.1.526	Complete	29875	High	0/0/-/-/-	Homo Sapiens	2021-04-25	United States / West Virginia	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:14	iota
21461	MZ283116	SARS-CoV-2/human/USA/WV-CDC-ASC210032346/2021	GenBank	EPI_ISL_2149247	B.1.526	Complete	29855	High	0/0/-/-/-	Homo Sapiens	2021-04-25	United States / West Virginia	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:14	iota
21463	MZ283144	SARS-CoV-2/human/USA/NC-CDC-ASC210032377/2021	GenBank	EPI_ISL_2149275	B.1.526	Complete	29862	High	0/0/-/-/-	Homo Sapiens	2021-04-25	United States / North Carolina	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:14	iota
21464	MZ283148	SARS-CoV-2/human/USA/MA-CDC-ASC210031632/2021	GenBank	EPI_ISL_2149279	B.1.526	Complete	29888	High	0/0/-/-/-	Homo Sapiens	2021-04-23	United States / Massachusetts	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:15	iota
21484	MZ283293	SARS-CoV-2/human/USA/FL-CDC-ASC210033058/2021	GenBank	EPI_ISL_2149424	B.1.526	Complete	29853	High	0/0/-/-/-	Homo Sapiens	2021-04-25	United States / Florida	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:13	iota
21485	MZ283303	SARS-CoV-2/human/USA/CO-CDC-ASC210033073/2021	GenBank	EPI_ISL_2149434	B.1.526	Complete	29864	High	0/0/-/-/-	Homo Sapiens	2021-04-26	United States / Colorado	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:12	iota
21487	MZ283364	SARS-CoV-2/human/USA/MI-CDC-ASC210028831/2021	GenBank	EPI_ISL_2149495	B.1.526	Complete	29865	High	0/0/-/-/-	Homo Sapiens	2021-04-20	United States / Michigan	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:22	iota
21489	MZ283389	SARS-CoV-2/human/USA/MN-CDC-ASC210028864/2021	GenBank	EPI_ISL_2149520	B.1.526	Complete	29889	High	0/0/-/-/-	Homo Sapiens	2021-04-20	United States / Minnesota	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:22	iota
21497	MZ283454	SARS-CoV-2/human/USA/FL-CDC-ASC210031499/2021	GenBank	EPI_ISL_2149585	B.1.526	Complete	29891	High	0/0/-/-/-	Homo Sapiens	2021-04-23	United States / Florida	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:15	iota
21498	MZ283455	SARS-CoV-2/human/USA/NY-CDC-ASC210031500/2021	GenBank	EPI_ISL_2149586	B.1.526	Complete	29883	High	0/0/-/-/-	Homo Sapiens	2021-04-23	United States / New York	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:16	iota
21510	MZ283552	SARS-CoV-2/human/USA/MI-CDC-ASC210029942/2021	GenBank	EPI_ISL_2149683	B.1.526	Complete	29890	High	0/0/-/-/-	Homo Sapiens	2021-04-22	United States / Michigan	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:18	iota
21511	MZ283560	SARS-CoV-2/human/USA/CA-CDC-ASC210029953/2021	GenBank	EPI_ISL_2149691	B.1.526	Complete	29891	High	0/0/-/-/-	Homo Sapiens	2021-04-20	United States / California	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:22	iota
21515	MZ283620	SARS-CoV-2/human/USA/WV-CDC-ASC210032205/2021	GenBank	EPI_ISL_2149751	B.1.526	Complete	29879	High	0/0/-/-/-	Homo Sapiens	2021-04-25	United States / West Virginia	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:14	iota
21525	MZ283707	SARS-CoV-2/human/USA/MD-CDC-ASC210030740/2021	GenBank	EPI_ISL_2149838	B.1.526	Complete	29890	High	0/0/-/-/-	Homo Sapiens	2021-04-22	United States / Maryland	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:18	iota
21527	MZ283753	SARS-CoV-2/human/USA/NC-CDC-ASC210031367/2021	GenBank	EPI_ISL_2149884	B.1.526	Complete	29865	High	0/0/-/-/-	Homo Sapiens	2021-04-21	United States / North Carolina	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:21	iota
21530	MZ283783	SARS-CoV-2/human/USA/FL-CDC-ASC210031407/2021	GenBank	EPI_ISL_2149914	B.1.526	Complete	29840	High	0/0/-/-/-	Homo Sapiens	2021-04-21	United States / Florida	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:20	iota
21534	MZ283820	SARS-CoV-2/human/USA/NJ-CDC-ASC210029676/2021	GenBank	EPI_ISL_2149951	B.1.526	Complete	29869	High	0/0/-/-/-	Homo Sapiens	2021-04-20	United States / New Jersey	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:23	iota
21539	MZ283855	SARS-CoV-2/human/USA/AZ-CDC-ASC210029725/2021	GenBank	EPI_ISL_2149986	B.1.526	Complete	29800	High	2/0/-/-/-	Homo Sapiens	2021-04-21	United States / Arizona	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:20	iota
21541	MZ283872	SARS-CoV-2/human/USA/NC-CDC-ASC210030603/2021	GenBank	EPI_ISL_2150003	B.1.526	Complete	29891	High	0/0/-/-/-	Homo Sapiens	2021-04-22	United States / North Carolina	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:18	iota
21542	MZ283902	SARS-CoV-2/human/USA/IL-CDC-ASC210030649/2021	GenBank	EPI_ISL_2150033	B.1.526	Complete	29890	High	0/0/-/-/-	Homo Sapiens	2021-04-22	United States / Illinois	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:17	iota
21566	MZ284128	SARS-CoV-2/human/USA/PA-CDC-ASC210033460/2021	GenBank	EPI_ISL_2150259	B.1.526	Complete	29863	High	0/0/-/-/-	Homo Sapiens	2021-04-26	United States / Pennsylvania	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:13	iota
21590	MZ284395	SARS-CoV-2/human/USA/OR-CDC-ASC210034507/2021	GenBank	EPI_ISL_2150526	B.1.526	Complete	29892	High	0/0/-/-/-	Homo Sapiens	2021-04-27	United States / Oregon	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:12	iota
21601	MZ284493	SARS-CoV-2/human/USA/MD-CDC-ASC210031539/2021	GenBank	EPI_ISL_2150624	B.1.526	Complete	29859	High	0/0/-/-/-	Homo Sapiens	2021-04-23	United States / Maryland	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:15	iota
21609	MZ284553	SARS-CoV-2/human/USA/MD-CDC-ASC210031624/2021	GenBank	EPI_ISL_2150696	B.1.526	Complete	29877	High	0/0/-/-/-	Homo Sapiens	2021-04-23	United States / Maryland	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:15	iota
21613	MZ284597	SARS-CoV-2/human/USA/DE-CDC-ASC210033376/2021	GenBank	EPI_ISL_2150740	B.1.526	Complete	29879	High	0/0/-/-/-	Homo Sapiens	2021-04-25	United States / Delaware	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:13	iota
21617	MZ284639	SARS-CoV-2/human/USA/MI-CDC-ASC210033421/2021	GenBank	EPI_ISL_2150782	B.1.526	Complete	29890	High	0/0/-/-/-	Homo Sapiens	2021-04-25	United States / Michigan	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:14	iota
21623	MZ284686	SARS-CoV-2/human/USA/PA-CDC-ASC210030562/2021	GenBank	EPI_ISL_2150829	B.1.526	Complete	29858	High	0/0/-/-/-	Homo Sapiens	2021-04-22	United States / Pennsylvania	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:19	iota
21626	MZ284721	SARS-CoV-2/human/USA/IL-CDC-ASC210029773/2021	GenBank	EPI_ISL_2150864	B.1.526	Complete	29811	High	0/0/-/-/-	Homo Sapiens	2021-04-21	United States / Illinois	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:20	iota
21630	MZ284752	SARS-CoV-2/human/USA/NH-CDC-ASC210029819/2021	GenBank	EPI_ISL_2150895	B.1.526	Complete	29850	High	0/0/-/-/-	Homo Sapiens	2021-04-21	United States / New Hampshire	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:21	iota
21633	MZ284771	SARS-CoV-2/human/USA/OR-CDC-ASC210029839/2021	GenBank	EPI_ISL_2150914	B.1.526	Complete	29891	High	0/0/-/-/-	Homo Sapiens	2021-04-22	United States / Oregon	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:19	iota
21634	MZ284774	SARS-CoV-2/human/USA/OR-CDC-ASC210029842/2021	GenBank	EPI_ISL_2150917	B.1.526	Complete	29890	High	0/0/-/-/-	Homo Sapiens	2021-04-21	United States / Oregon	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:21	iota
21637	MZ284799	SARS-CoV-2/human/USA/MD-CDC-ASC210030829/2021	GenBank	EPI_ISL_2150942	B.1.526	Complete	29885	High	0/0/-/-/-	Homo Sapiens	2021-04-21	United States / Maryland	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:21	iota
21638	MZ284802	SARS-CoV-2/human/USA/TN-CDC-ASC210030837/2021	GenBank	EPI_ISL_2150945	B.1.526	Complete	29841	High	0/0/-/-/-	Homo Sapiens	2021-04-22	United States / Tennessee	NA	2021-05-18	NA	2021-05-24 16:46:29	2021-05-28 23:32:20	iota
21650	MZ286659	SARS-CoV-2/human/USA/FL-BPHL-2897/2021	GenBank	NA	B.1.526	Complete	29772	High	3/0/-/-/-	Homo sapiens	2021-02-22	United States / FL	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21651	MZ286664	SARS-CoV-2/human/USA/FL-BPHL-2902/2021	GenBank	NA	B.1.526	Complete	29820	High	0/0/-/-/-	Homo sapiens	2021-03-07	United States / FL	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21654	MZ286680	SARS-CoV-2/human/USA/FL-BPHL-2918/2021	GenBank	NA	B.1.526	Complete	29818	High	0/0/-/-/-	Homo sapiens	2021-03-20	United States / FL	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21655	MZ286688	SARS-CoV-2/human/USA/FL-BPHL-2926/2021	GenBank	NA	B.1.526	Complete	29820	High	0/0/-/-/-	Homo sapiens	2021-03-20	United States / FL	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21660	MZ286730	SARS-CoV-2/human/USA/FL-BPHL-2968/2021	GenBank	NA	B.1.526	Complete	29803	High	0/0/-/-/-	Homo sapiens	2021-04-18	United States / FL	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21661	MZ286741	SARS-CoV-2/human/USA/FL-BPHL-2979/2021	GenBank	NA	B.1.526	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-05-01	United States / FL	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21664	MZ286757	SARS-CoV-2/human/USA/FL-BPHL-2995/2021	GenBank	NA	B.1.526	Complete	29819	High	0/0/-/-/-	Homo sapiens	2021-04-29	United States / FL	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21665	MZ287827	SARS-CoV-2/human/USA/GA-GPHL-0365/2021	GenBank	NA	B.1.526	Complete	29843	High	0/0/-/-/-	Homo sapiens	2021-03-15	United States / GA	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21669	MZ287950	SARS-CoV-2/human/USA/MA-CDC-QDX24713432/2021	GenBank	 	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-05	United States / Massachusetts	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21672	MZ287996	SARS-CoV-2/human/USA/ME-CDC-QDX24713452/2021	GenBank	 	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-05	United States / Maine	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21673	MZ287997	SARS-CoV-2/human/USA/MA-CDC-QDX24713444/2021	GenBank	 	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-05-05	United States / Massachusetts	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21676	MZ288067	SARS-CoV-2/human/USA/ME-CDC-QDX24713437/2021	GenBank	 	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-05	United States / Maine	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21677	MZ288089	SARS-CoV-2/human/USA/TX-CDC-QDX24758283/2021	GenBank	 	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-09	United States / Texas	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21679	MZ288103	SARS-CoV-2/human/USA/TX-CDC-QDX24758443/2021	GenBank	 	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-10	United States / Texas	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21681	MZ288142	SARS-CoV-2/human/USA/MA-CDC-QDX24632800/2021	GenBank	 	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-05-03	United States / Massachusetts	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21682	MZ288147	SARS-CoV-2/human/USA/VT-CDC-QDX24632871/2021	GenBank	EPI_ISL_2268676	B.1.526	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-05-03	United States / Vermont	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21683	MZ288154	SARS-CoV-2/human/USA/CT-CDC-QDX24632681/2021	GenBank	EPI_ISL_2268683	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-01	United States / Connecticut	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21686	MZ288179	SARS-CoV-2/human/USA/CT-CDC-QDX24632680/2021	GenBank	EPI_ISL_2268708	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-01	United States / Connecticut	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21687	MZ288187	SARS-CoV-2/human/USA/CT-CDC-QDX24632793/2021	GenBank	 	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-03	United States / Connecticut	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21689	MZ288195	SARS-CoV-2/human/USA/CT-CDC-QDX24632792/2021	GenBank	 	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-03	United States / Connecticut	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21690	MZ288199	SARS-CoV-2/human/USA/ME-CDC-QDX24632828/2021	GenBank	 	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-03	United States / Maine	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21691	MZ288203	SARS-CoV-2/human/USA/ME-CDC-QDX24632719/2021	GenBank	EPI_ISL_2268732	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-05-02	United States / Maine	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21692	MZ288245	SARS-CoV-2/human/USA/NH-CDC-QDX24632995/2021	GenBank	 	B.1.526	Complete	29737	High	0/0/-/-/-	Homo sapiens	2021-05-04	United States / New Hampshire	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21693	MZ288250	SARS-CoV-2/human/USA/CT-CDC-QDX24632789/2021	GenBank	 	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-03	United States / Connecticut	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21694	MZ288269	SARS-CoV-2/human/USA/NH-CDC-QDX24632738/2021	GenBank	EPI_ISL_2268798	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-02	United States / New Hampshire	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21695	MZ288284	SARS-CoV-2/human/USA/CT-CDC-QDX24632967/2021	GenBank	 	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-04	United States / Connecticut	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21696	MZ288299	SARS-CoV-2/human/USA/CT-CDC-QDX24632930/2021	GenBank	 	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-05-03	United States / Connecticut	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21698	MZ288304	SARS-CoV-2/human/USA/ME-CDC-QDX24632661/2021	GenBank	EPI_ISL_2268833	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-05-01	United States / Maine	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21699	MZ288308	SARS-CoV-2/human/USA/CT-CDC-QDX24632962/2021	GenBank	 	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-04	United States / Connecticut	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21701	MZ288313	SARS-CoV-2/human/USA/ME-CDC-QDX24632714/2021	GenBank	EPI_ISL_2268842	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-05-02	United States / Maine	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21703	MZ288320	SARS-CoV-2/human/USA/CT-CDC-QDX24632701/2021	GenBank	EPI_ISL_2268849	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-05-02	United States / Connecticut	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21705	MZ288329	SARS-CoV-2/human/USA/ME-CDC-QDX24632898/2021	GenBank	 	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-05-03	United States / Maine	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21706	MZ288332	SARS-CoV-2/human/USA/CT-CDC-QDX24632806/2021	GenBank	 	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-05-03	United States / Connecticut	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21708	MZ288349	SARS-CoV-2/human/USA/MA-CDC-QDX24633009/2021	GenBank	 	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-05-04	United States / Massachusetts	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21714	MZ288506	SARS-CoV-2/human/USA/FL-CDC-QDX24713367/2021	GenBank	 	B.1.526	Complete	29771	High	0/0/-/-/-	Homo sapiens	2021-05-07	United States / Florida	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21715	MZ288547	SARS-CoV-2/human/USA/ME-CDC-QDX24632752/2021	GenBank	EPI_ISL_2269076	B.1.526	Complete	29751	High	0/0/-/-/-	Homo sapiens	2021-05-02	United States / Maine	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21717	MZ288607	SARS-CoV-2/human/USA/CT-CDC-QDX24632757/2021	GenBank	EPI_ISL_2269136	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-02	United States / Connecticut	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21718	MZ288665	SARS-CoV-2/human/USA/CT-CDC-QDX24632709/2021	GenBank	EPI_ISL_2269194	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-02	United States / Connecticut	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21719	MZ288680	SARS-CoV-2/human/USA/NH-CDC-QDX24632745/2021	GenBank	EPI_ISL_2269209	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-02	United States / New Hampshire	 	2021-05-25	 	2021-05-30 06:41:21	2021-05-30 06:41:21	iota
21720	MZ288681	SARS-CoV-2/human/USA/CA-CDC-QDX24632542/2021	GenBank	 	B.1.526	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-05-03	United States / California	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21721	MZ288683	SARS-CoV-2/human/USA/CT-CDC-QDX24632821/2021	GenBank	 	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-03	United States / Connecticut	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21764	MZ290261	SARS-CoV-2/human/USA/FL-CDC-STM-000069637/2021	GenBank	 	B.1.526	Complete	29826	High	0/0/-/-/-	Homo sapiens	2021-05-05	United States / Florida	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21771	MZ290312	SARS-CoV-2/human/USA/FL-CDC-STM-000070391/2021	GenBank	 	B.1.526	Complete	29798	High	0/0/-/-/-	Homo sapiens	2021-05-05	United States / Florida	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21772	MZ290322	SARS-CoV-2/human/USA/NC-CDC-STM-000070353/2021	GenBank	 	B.1.526	Complete	29821	High	0/0/-/-/-	Homo sapiens	2021-05-05	United States / North Carolina	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21776	MZ290330	SARS-CoV-2/human/USA/PA-CDC-STM-000070330/2021	GenBank	 	B.1.526	Complete	29821	High	0/0/-/-/-	Homo sapiens	2021-05-05	United States / Pennsylvania	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21779	MZ290348	SARS-CoV-2/human/USA/PA-CDC-STM-000070316/2021	GenBank	 	B.1.526	Complete	29818	High	0/0/-/-/-	Homo sapiens	2021-05-05	United States / Pennsylvania	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21780	MZ290377	SARS-CoV-2/human/USA/PA-CDC-STM-000070435/2021	GenBank	 	B.1.526	Complete	29799	High	0/0/-/-/-	Homo sapiens	2021-05-06	United States / Pennsylvania	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21782	MZ290384	SARS-CoV-2/human/USA/PA-CDC-STM-000070436/2021	GenBank	 	B.1.526	Complete	29826	High	0/0/-/-/-	Homo sapiens	2021-05-06	United States / Pennsylvania	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21784	MZ290406	SARS-CoV-2/human/USA/PA-CDC-STM-000070462/2021	GenBank	 	B.1.526	Complete	29826	High	0/0/-/-/-	Homo sapiens	2021-05-07	United States / Pennsylvania	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21787	MZ290450	SARS-CoV-2/human/USA/FL-CDC-STM-000070644/2021	GenBank	 	B.1.526	Complete	29821	High	0/0/-/-/-	Homo sapiens	2021-05-06	United States / Florida	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
21788	MZ290498	SARS-CoV-2/human/USA/PA-CDC-STM-000069449/2021	GenBank	 	B.1.526	Complete	29797	High	0/0/-/-/-	Homo sapiens	2021-05-05	United States / Pennsylvania	 	2021-05-25	 	2021-05-30 06:41:28	2021-05-30 06:41:28	iota
