	Accession.ID	Virus.Strain.Name	Data.Source	Related.ID	Lineage	Nuc.Completeness	Sequence.Length	Sequence.Quality	Quality.Assessment	Host	Sample.Collection.Date	Location	Originating.Lab	Submission.Date	Submitting.Lab	Create.Time	Last.Update.Time	Variant
27765	MZ530155.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032472/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-19	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27766	MZ530160.1	SARS-CoV-2/human/USA/NV-CDC-QDX26075759/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-21	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27767	MZ530161.1	SARS-CoV-2/human/USA/MO-CDC-QDX26075688/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Missouri	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27768	MZ530162.1	SARS-CoV-2/human/USA/CA-CDC-QDX26075596/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-20	United States / California	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27769	MZ530166.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032319/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27770	MZ530167.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032489/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-19	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27771	MZ530168.1	SARS-CoV-2/human/USA/NV-CDC-QDX26075765/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-21	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27772	MZ530169.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032397/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-18	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27773	MZ530171.1	SARS-CoV-2/human/USA/CA-CDC-QDX26032666/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-16	United States / California	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27774	MZ530177.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032496/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-19	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27775	MZ530181.1	SARS-CoV-2/human/USA/CA-CDC-QDX26075466/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-18	United States / California	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27776	MZ530182.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032528/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-19	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27777	MZ530186.1	SARS-CoV-2/human/USA/UT-CDC-QDX26075696/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Utah	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27778	MZ530187.1	SARS-CoV-2/human/USA/CA-CDC-QDX26075489/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-18	United States / California	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27779	MZ530188.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032498/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-19	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27780	MZ530189.1	SARS-CoV-2/human/USA/NC-CDC-QDX26075610/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-20	United States / North Carolina	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27781	MZ530191.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032428/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-18	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27782	MZ530193.1	SARS-CoV-2/human/USA/IN-CDC-QDX26076092/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-18	United States / Indiana	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27783	MZ530195.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032337/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27784	MZ530197.1	SARS-CoV-2/human/USA/NV-CDC-QDX26075750/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-21	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27785	MZ530200.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032455/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-19	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27786	MZ530201.1	SARS-CoV-2/human/USA/PA-CDC-QDX26075715/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Pennsylvania	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27787	MZ530202.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032458/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-19	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27788	MZ530204.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032530/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-19	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27789	MZ530206.1	SARS-CoV-2/human/USA/SC-CDC-QDX26075304/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-20	United States / South Carolina	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27790	MZ530209.1	SARS-CoV-2/human/USA/MN-CDC-QDX26076135/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-19	United States / Minnesota	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27791	MZ530210.1	SARS-CoV-2/human/USA/NV-CDC-QDX26075842/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-21	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27792	MZ530211.1	SARS-CoV-2/human/USA/CA-CDC-QDX26075973/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-21	United States / California	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27793	MZ530214.1	SARS-CoV-2/human/USA/PA-CDC-QDX26075714/2021	GenBank	NA	B.1.617.2	Complete	29775	High	0/0/-/-/-	Homo sapiens	2021-06-18	United States / Pennsylvania	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27794	MZ530218.1	SARS-CoV-2/human/USA/CA-CDC-QDX26075578/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-20	United States / California	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27795	MZ530224.1	SARS-CoV-2/human/USA/CA-CDC-QDX26032696/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / California	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27796	MZ530226.1	SARS-CoV-2/human/USA/MN-CDC-QDX26076125/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-18	United States / Minnesota	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27798	MZ530228.1	SARS-CoV-2/human/USA/NV-CDC-QDX26075889/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-22	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27799	MZ530229.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032313/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27800	MZ530235.1	SARS-CoV-2/human/USA/IL-CDC-QDX26075695/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Illinois	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27801	MZ530236.1	SARS-CoV-2/human/USA/MO-CDC-QDX26075674/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-16	United States / Missouri	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27802	MZ530237.1	SARS-CoV-2/human/USA/MO-CDC-QDX26075683/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Missouri	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27803	MZ530239.1	SARS-CoV-2/human/USA/MO-CDC-QDX26075712/2021	GenBank	NA	B.1.617.2	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Missouri	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27804	MZ530242.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032392/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-18	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27805	MZ530249.1	SARS-CoV-2/human/USA/CA-CDC-QDX26075981/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-21	United States / California	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27806	MZ530250.1	SARS-CoV-2/human/USA/MO-CDC-QDX26075680/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Missouri	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27807	MZ530252.1	SARS-CoV-2/human/USA/UT-CDC-QDX26075992/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-18	United States / Utah	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27808	MZ530253.1	SARS-CoV-2/human/USA/UT-CDC-QDX26075701/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Utah	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27809	MZ530256.1	SARS-CoV-2/human/USA/PA-CDC-QDX26075948/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-19	United States / Pennsylvania	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27810	MZ530257.1	SARS-CoV-2/human/USA/CO-CDC-QDX26075337/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Colorado	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27811	MZ530261.1	SARS-CoV-2/human/USA/GA-CDC-QDX26075290/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-20	United States / Georgia	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27813	MZ530263.1	SARS-CoV-2/human/USA/CT-CDC-QDX26076005/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-19	United States / Connecticut	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27814	MZ530264.1	SARS-CoV-2/human/USA/CA-CDC-QDX26075591/2021	GenBank	NA	B.1.617.2	Complete	29766	High	0/0/-/-/-	Homo sapiens	2021-06-20	United States / California	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27815	MZ530266.1	SARS-CoV-2/human/USA/NV-CDC-QDX26075752/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-21	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27816	MZ530269.1	SARS-CoV-2/human/USA/NV-CDC-QDX26075901/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-22	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27817	MZ530271.1	SARS-CoV-2/human/USA/GA-CDC-QDX26075291/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-20	United States / Georgia	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27818	MZ530272.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032491/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-19	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27819	MZ530274.1	SARS-CoV-2/human/USA/MO-CDC-QDX26075692/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Missouri	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27820	MZ530275.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032465/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-19	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27821	MZ530276.1	SARS-CoV-2/human/USA/CA-CDC-QDX26032694/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / California	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27822	MZ530280.1	SARS-CoV-2/human/USA/CA-CDC-QDX26075960/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-20	United States / California	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27823	MZ530282.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032371/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27824	MZ530286.1	SARS-CoV-2/human/USA/PA-CDC-QDX26075921/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Pennsylvania	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27825	MZ530288.1	SARS-CoV-2/human/USA/MN-CDC-QDX26076083/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-16	United States / Minnesota	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27826	MZ530289.1	SARS-CoV-2/human/USA/SC-CDC-QDX26075297/2021	GenBank	NA	B.1.617.2	Complete	29775	High	0/0/-/-/-	Homo sapiens	2021-06-20	United States / South Carolina	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27827	MZ530291.1	SARS-CoV-2/human/USA/CA-CDC-QDX26075589/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-20	United States / California	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27828	MZ530293.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032426/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-18	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27829	MZ530296.1	SARS-CoV-2/human/USA/CT-CDC-QDX26076032/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-21	United States / Connecticut	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27830	MZ530298.1	SARS-CoV-2/human/USA/IL-CDC-QDX26076077/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-16	United States / Illinois	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27831	MZ530299.1	SARS-CoV-2/human/USA/CA-CDC-QDX26075507/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-18	United States / California	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27832	MZ530301.1	SARS-CoV-2/human/USA/CA-CDC-QDX26075400/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / California	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27833	MZ530302.1	SARS-CoV-2/human/USA/CO-CDC-QDX26075352/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-20	United States / Colorado	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27834	MZ530307.1	SARS-CoV-2/human/USA/CT-CDC-QDX26076006/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-19	United States / Connecticut	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27836	MZ530309.1	SARS-CoV-2/human/USA/CA-CDC-QDX26075460/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / California	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27837	MZ530310.1	SARS-CoV-2/human/USA/NV-CDC-QDX26075737/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-21	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27839	MZ530315.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032286/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27840	MZ530318.1	SARS-CoV-2/human/USA/NV-CDC-QDX26075727/2021	GenBank	NA	B.1.617.2	Complete	29775	High	0/0/-/-/-	Homo sapiens	2021-06-20	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27841	MZ530321.1	SARS-CoV-2/human/USA/IL-CDC-QDX26075669/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-15	United States / Illinois	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27842	MZ530322.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032437/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-18	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27843	MZ530323.1	SARS-CoV-2/human/USA/UT-CDC-QDX26075999/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-21	United States / Utah	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27844	MZ530324.1	SARS-CoV-2/human/USA/MO-CDC-QDX26075681/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Missouri	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27845	MZ530327.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032452/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-19	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27846	MZ530328.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032307/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27847	MZ530329.1	SARS-CoV-2/human/USA/OH-CDC-QDX26076038/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-14	United States / Ohio	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27848	MZ530330.1	SARS-CoV-2/human/USA/HI-CDC-QDX26075391/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-16	United States / Hawaii	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27849	MZ530332.1	SARS-CoV-2/human/USA/UT-CDC-QDX26075996/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-21	United States / Utah	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27850	MZ530333.1	SARS-CoV-2/human/USA/MI-CDC-QDX26076132/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-18	United States / Michigan	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27851	MZ530334.1	SARS-CoV-2/human/USA/AR-CDC-QDX26075704/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Arkansas	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27852	MZ530336.1	SARS-CoV-2/human/USA/IL-CDC-QDX26075705/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Illinois	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27853	MZ530337.1	SARS-CoV-2/human/USA/NV-CDC-QDX26075793/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-21	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27854	MZ530338.1	SARS-CoV-2/human/USA/MO-CDC-QDX26075684/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Missouri	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27856	MZ530341.1	SARS-CoV-2/human/USA/NV-CDC-QDX26075785/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-21	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27857	MZ530343.1	SARS-CoV-2/human/USA/MO-CDC-QDX26075708/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Missouri	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27860	MZ530350.1	SARS-CoV-2/human/USA/OH-CDC-QDX26075315/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-16	United States / Ohio	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27861	MZ530351.1	SARS-CoV-2/human/USA/CA-CDC-QDX26075502/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-18	United States / California	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27862	MZ530352.1	SARS-CoV-2/human/USA/NV-CDC-QDX26032414/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-18	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27863	MZ530355.1	SARS-CoV-2/human/USA/MO-CDC-QDX26075673/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-16	United States / Missouri	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27864	MZ530357.1	SARS-CoV-2/human/USA/NV-CDC-QDX26075728/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-21	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27865	MZ530358.1	SARS-CoV-2/human/USA/NV-CDC-QDX26075887/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-22	United States / Nevada	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27866	MZ530363.1	SARS-CoV-2/human/USA/NJ-CDC-QDX26075338/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-18	United States / New Jersey	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27867	MZ530367.1	SARS-CoV-2/human/USA/NY-CDC-QDX26075944/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-19	United States / New York	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27868	MZ530371.1	SARS-CoV-2/human/USA/MO-CDC-QDX26075691/2021	GenBank	NA	B.1.617.2	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-06-17	United States / Missouri	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
27869	MZ530373.1	SARS-CoV-2/human/USA/SC-CDC-QDX26075298/2021	GenBank	NA	B.1.617.2	Complete	29775	High	0/0/-/-/-	Homo sapiens	2021-06-20	United States / South Carolina	 	2021-07-09	 	2021-07-11 03:23:06	2021-07-11 03:23:06	delta
