MW564715 epsilon_MW564715
MZ290913 epsilon_MZ290913
MZ280441 epsilon_MZ280441
MZ280319 epsilon_MZ280319
MZ280872 epsilon_MZ280872
MZ281528 epsilon_MZ281528
MZ281529 epsilon_MZ281529
MZ281530 epsilon_MZ281530
MZ281531 epsilon_MZ281531
MZ279273 epsilon_MZ279273
MZ291025 epsilon_MZ291025
MZ281422 epsilon_MZ281422
MZ281993 epsilon_MZ281993
MZ290777 epsilon_MZ290777
MZ290759 epsilon_MZ290759
MZ278473 epsilon_MZ278473
MZ297580 epsilon_MZ297580
MZ297581 epsilon_MZ297581
MZ471526.1 epsilon_MZ471526.1
MZ471947.1 epsilon_MZ471947.1
MZ471767.1 epsilon_MZ471767.1
MZ471426.1 epsilon_MZ471426.1
MZ297570 epsilon_MZ297570
MZ310343 epsilon_MZ310343
MZ310344 epsilon_MZ310344
MZ313055 epsilon_MZ313055
MZ313034 epsilon_MZ313034
MZ312993 epsilon_MZ312993
MZ313012 epsilon_MZ313012
MZ316433 epsilon_MZ316433
MZ333318 epsilon_MZ333318
MZ333365 epsilon_MZ333365
MZ333388 epsilon_MZ333388
MZ319573 epsilon_MZ319573
MZ316360 epsilon_MZ316360
MZ319671 epsilon_MZ319671
MZ319711 epsilon_MZ319711
MZ315506 epsilon_MZ315506
MZ316054 epsilon_MZ316054
MZ378627 epsilon_MZ378627
MZ378647 epsilon_MZ378647
MZ378481 epsilon_MZ378481
MZ378480 epsilon_MZ378480
MZ378479 epsilon_MZ378479
MZ378478 epsilon_MZ378478
MZ378483 epsilon_MZ378483
MZ378501 epsilon_MZ378501
MZ378509 epsilon_MZ378509
MZ378531 epsilon_MZ378531
MZ378530 epsilon_MZ378530
MZ378529 epsilon_MZ378529
MZ378528 epsilon_MZ378528
MZ378527 epsilon_MZ378527
MZ378542 epsilon_MZ378542
MZ378541 epsilon_MZ378541
MZ378536 epsilon_MZ378536
MZ378540 epsilon_MZ378540
MZ320596 epsilon_MZ320596
MZ322804 epsilon_MZ322804
MZ322805 epsilon_MZ322805
MZ319926 epsilon_MZ319926
MW646688 epsilon_MW646688
MW646690 epsilon_MW646690
MW646674 epsilon_MW646674
MW626791 epsilon_MW626791
MZ331138 epsilon_MZ331138
MZ357778 epsilon_MZ357778
MZ349674 epsilon_MZ349674
MZ349154 epsilon_MZ349154
MZ349601 epsilon_MZ349601
MZ349417 epsilon_MZ349417
MZ349545 epsilon_MZ349545
MZ349576 epsilon_MZ349576
MZ349555 epsilon_MZ349555
MZ349156 epsilon_MZ349156
MZ349290 epsilon_MZ349290
MZ349468 epsilon_MZ349468
MZ358629 epsilon_MZ358629
MZ358630 epsilon_MZ358630
MZ354307 epsilon_MZ354307
MZ358658 epsilon_MZ358658
MZ350710 epsilon_MZ350710
MZ390557 epsilon_MZ390557
MZ477039.1 epsilon_MZ477039.1
MZ398799.1 epsilon_MZ398799.1
MZ360480 epsilon_MZ360480
MZ360491 epsilon_MZ360491
MZ360522 epsilon_MZ360522
MZ360567 epsilon_MZ360567
MZ372463 epsilon_MZ372463
MZ372440 epsilon_MZ372440
MZ366736 epsilon_MZ366736
MZ360439 epsilon_MZ360439
MZ362972 epsilon_MZ362972
MZ373557 epsilon_MZ373557
MZ373621 epsilon_MZ373621
MZ373847 epsilon_MZ373847
MZ373454 epsilon_MZ373454
MZ373409 epsilon_MZ373409
MZ373563 epsilon_MZ373563
MZ372899 epsilon_MZ372899
MZ368239 epsilon_MZ368239
MZ368245 epsilon_MZ368245
MZ363994 epsilon_MZ363994
MZ360873 epsilon_MZ360873
MZ360895 epsilon_MZ360895
MZ360919 epsilon_MZ360919
MZ360644 epsilon_MZ360644
MZ360647 epsilon_MZ360647
MZ360903 epsilon_MZ360903
MZ360934 epsilon_MZ360934
MZ360709 epsilon_MZ360709
MZ360762 epsilon_MZ360762
MZ360766 epsilon_MZ360766
MZ360922 epsilon_MZ360922
MZ360694 epsilon_MZ360694
MZ360746 epsilon_MZ360746
MZ360757 epsilon_MZ360757
MZ360814 epsilon_MZ360814
MZ360820 epsilon_MZ360820
MZ360821 epsilon_MZ360821
MZ360844 epsilon_MZ360844
MZ360715 epsilon_MZ360715
MZ376769 epsilon_MZ376769
MZ376788 epsilon_MZ376788
MZ376799 epsilon_MZ376799
MZ376900 epsilon_MZ376900
MZ376913 epsilon_MZ376913
MZ375854 epsilon_MZ375854
MZ375858 epsilon_MZ375858
MZ388285 epsilon_MZ388285
MZ376661 epsilon_MZ376661
MZ375964 epsilon_MZ375964
MZ375606 epsilon_MZ375606
MZ377583 epsilon_MZ377583
MZ378216 epsilon_MZ378216
MZ378202 epsilon_MZ378202
MZ378032 epsilon_MZ378032
MZ378030 epsilon_MZ378030
MZ378067 epsilon_MZ378067
MZ378066 epsilon_MZ378066
MZ378103 epsilon_MZ378103
MZ378102 epsilon_MZ378102
MZ378101 epsilon_MZ378101
MZ378108 epsilon_MZ378108
MZ378107 epsilon_MZ378107
MZ378085 epsilon_MZ378085
MZ378073 epsilon_MZ378073
MZ378093 epsilon_MZ378093
MZ378092 epsilon_MZ378092
MZ378091 epsilon_MZ378091
MZ378090 epsilon_MZ378090
MZ378089 epsilon_MZ378089
MZ378087 epsilon_MZ378087
MZ377870 epsilon_MZ377870
MZ377879 epsilon_MZ377879
MZ377863 epsilon_MZ377863
MZ377849 epsilon_MZ377849
MZ377865 epsilon_MZ377865
MZ377850 epsilon_MZ377850
MZ377845 epsilon_MZ377845
MZ377904 epsilon_MZ377904
MZ394172.1 epsilon_MZ394172.1
MZ394286.1 epsilon_MZ394286.1
MZ394275.1 epsilon_MZ394275.1
MZ394127.1 epsilon_MZ394127.1
MZ433677.1 epsilon_MZ433677.1
MZ404463.1 epsilon_MZ404463.1
MZ397335.1 epsilon_MZ397335.1
MZ397562.1 epsilon_MZ397562.1
MZ397426.1 epsilon_MZ397426.1
MZ394787.1 epsilon_MZ394787.1
MZ414719.1 epsilon_MZ414719.1
MZ414610.1 epsilon_MZ414610.1
MZ413527.1 epsilon_MZ413527.1
MZ434379.1 epsilon_MZ434379.1
MZ433991.1 epsilon_MZ433991.1
MZ437189.1 epsilon_MZ437189.1
MZ450246.1 epsilon_MZ450246.1
MZ449745.1 epsilon_MZ449745.1
MZ451814.1 epsilon_MZ451814.1
MZ450209.1 epsilon_MZ450209.1
MZ449080.1 epsilon_MZ449080.1
MZ449081.1 epsilon_MZ449081.1
MZ449082.1 epsilon_MZ449082.1
MZ449046.1 epsilon_MZ449046.1
MZ449040.1 epsilon_MZ449040.1
MZ451568.1 epsilon_MZ451568.1
MZ448984.1 epsilon_MZ448984.1
MZ448964.1 epsilon_MZ448964.1
MZ448956.1 epsilon_MZ448956.1
MZ448936.1 epsilon_MZ448936.1
MZ448913.1 epsilon_MZ448913.1
MZ451495.1 epsilon_MZ451495.1
MZ448906.1 epsilon_MZ448906.1
MZ448806.1 epsilon_MZ448806.1
MZ444404.1 epsilon_MZ444404.1
MZ444273.1 epsilon_MZ444273.1
MZ444363.1 epsilon_MZ444363.1
MZ449160.1 epsilon_MZ449160.1
MZ456015.1 epsilon_MZ456015.1
MZ453550.1 epsilon_MZ453550.1
MZ457497.1 epsilon_MZ457497.1
MZ455166.1 epsilon_MZ455166.1
MZ454972.1 epsilon_MZ454972.1
MZ454997.1 epsilon_MZ454997.1
MZ461096.1 epsilon_MZ461096.1
MZ454958.1 epsilon_MZ454958.1
MZ461075.1 epsilon_MZ461075.1
MZ461081.1 epsilon_MZ461081.1
MZ461056.1 epsilon_MZ461056.1
MZ461103.1 epsilon_MZ461103.1
MZ454482.1 epsilon_MZ454482.1
MZ455230.1 epsilon_MZ455230.1
MZ455374.1 epsilon_MZ455374.1
MZ455375.1 epsilon_MZ455375.1
MZ455202.1 epsilon_MZ455202.1
MZ454502.1 epsilon_MZ454502.1
MZ454554.1 epsilon_MZ454554.1
MZ454565.1 epsilon_MZ454565.1
MZ454576.1 epsilon_MZ454576.1
MZ454719.1 epsilon_MZ454719.1
MZ455406.1 epsilon_MZ455406.1
MZ454718.1 epsilon_MZ454718.1
MZ454767.1 epsilon_MZ454767.1
MZ454796.1 epsilon_MZ454796.1
MZ454741.1 epsilon_MZ454741.1
MZ454694.1 epsilon_MZ454694.1
MZ454749.1 epsilon_MZ454749.1
MZ455841.1 epsilon_MZ455841.1
MZ455460.1 epsilon_MZ455460.1
MZ455613.1 epsilon_MZ455613.1
MZ455276.1 epsilon_MZ455276.1
MZ453944.1 epsilon_MZ453944.1
MZ453901.1 epsilon_MZ453901.1
MZ453876.1 epsilon_MZ453876.1
MZ453793.1 epsilon_MZ453793.1
MZ467646.1 epsilon_MZ467646.1
MZ467318.1 epsilon_MZ467318.1
MZ469887.1 epsilon_MZ469887.1
MZ475445.1 epsilon_MZ475445.1
MZ475670.1 epsilon_MZ475670.1
MZ473586.1 epsilon_MZ473586.1
MZ473518.1 epsilon_MZ473518.1
MZ474192.1 epsilon_MZ474192.1
MZ475536.1 epsilon_MZ475536.1
MZ474024.1 epsilon_MZ474024.1
MZ490231.1 epsilon_MZ490231.1
MZ490185.1 epsilon_MZ490185.1
MZ490237.1 epsilon_MZ490237.1
MZ490238.1 epsilon_MZ490238.1
MZ490183.1 epsilon_MZ490183.1
MZ490216.1 epsilon_MZ490216.1
MZ490229.1 epsilon_MZ490229.1
MZ490335.1 epsilon_MZ490335.1
MZ490282.1 epsilon_MZ490282.1
MZ490315.1 epsilon_MZ490315.1
MZ489984.1 epsilon_MZ489984.1
MZ489906.1 epsilon_MZ489906.1
MZ490070.1 epsilon_MZ490070.1
MZ490280.1 epsilon_MZ490280.1
MZ493457.1 epsilon_MZ493457.1
MZ566253.1 epsilon_MZ566253.1
MZ566254.1 epsilon_MZ566254.1
MZ504280.1 epsilon_MZ504280.1
MZ501381.1 epsilon_MZ501381.1
MZ498266.1 epsilon_MZ498266.1
MZ499104.1 epsilon_MZ499104.1
MZ500056.1 epsilon_MZ500056.1
MZ505797.1 epsilon_MZ505797.1
MZ505811.1 epsilon_MZ505811.1
MZ505852.1 epsilon_MZ505852.1
MZ505848.1 epsilon_MZ505848.1
MZ513924.1 epsilon_MZ513924.1
MZ512579.1 epsilon_MZ512579.1
MZ505832.1 epsilon_MZ505832.1
MZ518579.1 epsilon_MZ518579.1
MZ518649.1 epsilon_MZ518649.1
MZ518144.1 epsilon_MZ518144.1
MZ518266.1 epsilon_MZ518266.1
MZ535861.1 epsilon_MZ535861.1
MZ535210.1 epsilon_MZ535210.1
MZ538949.1 epsilon_MZ538949.1
MZ532502.1 epsilon_MZ532502.1
MZ557511.1 epsilon_MZ557511.1
