MZ535931.1 alpha_MZ535931.1
MW912319 alpha_MW912319
MZ291243 alpha_MZ291243
MW908424 alpha_MW908424
MZ493460.1 alpha_MZ493460.1
MW877119 alpha_MW877119
MW930058 alpha_MW930058
MZ006040 alpha_MZ006040
MZ227869 alpha_MZ227869
MZ132756 alpha_MZ132756
MZ296715 alpha_MZ296715
MZ072882 alpha_MZ072882
MZ167567 alpha_MZ167567
MW905348 alpha_MW905348
MZ390642 alpha_MZ390642
MZ195753 alpha_MZ195753
MZ453856.1 alpha_MZ453856.1
MW905262 alpha_MW905262
MZ341622 alpha_MZ341622
MZ153698 alpha_MZ153698
MZ214896 alpha_MZ214896
MZ451778.1 alpha_MZ451778.1
MW869730 alpha_MW869730
MZ073813 alpha_MZ073813
MZ142884 alpha_MZ142884
MZ318521 alpha_MZ318521
MZ368116 alpha_MZ368116
MZ232937 alpha_MZ232937
MW842081 alpha_MW842081
MW773695 alpha_MW773695
MZ401802.1 alpha_MZ401802.1
MW994759 alpha_MW994759
MZ060319 alpha_MZ060319
MZ455889.1 alpha_MZ455889.1
MZ500147.1 alpha_MZ500147.1
MZ290798 alpha_MZ290798
MZ196351 alpha_MZ196351
MZ076478 alpha_MZ076478
MZ451649.1 alpha_MZ451649.1
MZ074711 alpha_MZ074711
MZ538402.1 alpha_MZ538402.1
MZ232551 alpha_MZ232551
FR989610 alpha_FR989610
MW864908 alpha_MW864908
MZ069529 alpha_MZ069529
MZ085222 alpha_MZ085222
MW908727 alpha_MW908727
MZ166786 alpha_MZ166786
MW913884 alpha_MW913884
MZ101082 alpha_MZ101082
MW869269 alpha_MW869269
MW869280 alpha_MW869280
MZ059245 alpha_MZ059245
MZ185417 alpha_MZ185417
MW913837 alpha_MW913837
MZ187229 alpha_MZ187229
MZ386187 alpha_MZ386187
MZ141213 alpha_MZ141213
MZ173426 alpha_MZ173426
MW909119 alpha_MW909119
MZ213968 alpha_MZ213968
MZ070347 alpha_MZ070347
MZ319374 alpha_MZ319374
MZ196016 alpha_MZ196016
MZ256647 alpha_MZ256647
MZ161339 alpha_MZ161339
MZ397362.1 alpha_MZ397362.1
MW894372 alpha_MW894372
MZ012715 alpha_MZ012715
MZ084990 alpha_MZ084990
MZ532650.1 alpha_MZ532650.1
MZ131475 alpha_MZ131475
MZ225729 alpha_MZ225729
MZ290923 alpha_MZ290923
MW966572 alpha_MW966572
MZ056429 alpha_MZ056429
MZ228880 alpha_MZ228880
MZ331262 alpha_MZ331262
MZ307875 alpha_MZ307875
MZ076028 alpha_MZ076028
MZ039341 alpha_MZ039341
MZ283925 alpha_MZ283925
MZ007022 alpha_MZ007022
MZ167668 alpha_MZ167668
MZ342501 alpha_MZ342501
MZ255789 alpha_MZ255789
MW840852 alpha_MW840852
MW905527 alpha_MW905527
MW892299 alpha_MW892299
MZ195789 alpha_MZ195789
MW906271 alpha_MW906271
MZ415888.1 alpha_MZ415888.1
MZ151970 alpha_MZ151970
MZ413535.1 alpha_MZ413535.1
MW932639 alpha_MW932639
MZ156717 alpha_MZ156717
MZ101244 alpha_MZ101244
MZ058654 alpha_MZ058654
MW905409 alpha_MW905409
MW938614 alpha_MW938614
MZ195266 alpha_MZ195266
MZ246702 alpha_MZ246702
MZ366715 alpha_MZ366715
MZ233006 alpha_MZ233006
MW720578 alpha_MW720578
MW965056 alpha_MW965056
MZ243400 alpha_MZ243400
MZ270392 alpha_MZ270392
MZ270296 alpha_MZ270296
MZ279319 alpha_MZ279319
MZ283604 alpha_MZ283604
MZ270301 alpha_MZ270301
MZ539095.1 alpha_MZ539095.1
MZ070094 alpha_MZ070094
MZ071114 alpha_MZ071114
MZ231799 alpha_MZ231799
MZ450355.1 alpha_MZ450355.1
MZ455153.1 alpha_MZ455153.1
MW877771 alpha_MW877771
MW904939 alpha_MW904939
MZ187747 alpha_MZ187747
MZ083769 alpha_MZ083769
MZ390817 alpha_MZ390817
MZ086491 alpha_MZ086491
MZ179265 alpha_MZ179265
MZ317137 alpha_MZ317137
MZ532647.1 alpha_MZ532647.1
MZ531048.1 alpha_MZ531048.1
MZ083017 alpha_MZ083017
MZ087950 alpha_MZ087950
MZ228616 alpha_MZ228616
MZ059864 alpha_MZ059864
MZ294744 alpha_MZ294744
MZ161523 alpha_MZ161523
MZ161455 alpha_MZ161455
MZ491512.1 alpha_MZ491512.1
MZ294452 alpha_MZ294452
MW908496 alpha_MW908496
MZ015328 alpha_MZ015328
MZ193636 alpha_MZ193636
MZ072563 alpha_MZ072563
MZ072582 alpha_MZ072582
MZ082968 alpha_MZ082968
MZ353802 alpha_MZ353802
MZ499060.1 alpha_MZ499060.1
MW964680 alpha_MW964680
MZ156622 alpha_MZ156622
MZ238866 alpha_MZ238866
MZ021180 alpha_MZ021180
MZ278677 alpha_MZ278677
MW908234 alpha_MW908234
MZ295334 alpha_MZ295334
MW905660 alpha_MW905660
MZ140672 alpha_MZ140672
MZ376398 alpha_MZ376398
MW914025 alpha_MW914025
MZ192214 alpha_MZ192214
MZ232598 alpha_MZ232598
MZ378227 alpha_MZ378227
MZ069849 alpha_MZ069849
MZ149771 alpha_MZ149771
MZ491493.1 alpha_MZ491493.1
MW844780 alpha_MW844780
MZ102015 alpha_MZ102015
MZ279660 alpha_MZ279660
MZ432127.1 alpha_MZ432127.1
MZ194836 alpha_MZ194836
MZ283130 alpha_MZ283130
MZ022882 alpha_MZ022882
MZ039557 alpha_MZ039557
MZ182038 alpha_MZ182038
MZ100704 alpha_MZ100704
MZ377950 alpha_MZ377950
MW908583 alpha_MW908583
MZ010971 alpha_MZ010971
MZ342467 alpha_MZ342467
MZ341169 alpha_MZ341169
MW928102 alpha_MW928102
MW969044 alpha_MW969044
MZ054066 alpha_MZ054066
MZ225668 alpha_MZ225668
MZ397329.1 alpha_MZ397329.1
MW913761 alpha_MW913761
MZ083404 alpha_MZ083404
MZ244479 alpha_MZ244479
MZ319273 alpha_MZ319273
MZ451762.1 alpha_MZ451762.1
MZ072402 alpha_MZ072402
MW865232 alpha_MW865232
MZ319244 alpha_MZ319244
MZ082625 alpha_MZ082625
MZ228875 alpha_MZ228875
MZ511601.1 alpha_MZ511601.1
MZ074438 alpha_MZ074438
MZ453430.1 alpha_MZ453430.1
MZ212023 alpha_MZ212023
MW932404 alpha_MW932404
MZ471803.1 alpha_MZ471803.1
MZ315822 alpha_MZ315822
MW913522 alpha_MW913522
MZ519565.1 alpha_MZ519565.1
MZ132019 alpha_MZ132019
MZ056039 alpha_MZ056039
MW994338 alpha_MW994338
MZ053771 alpha_MZ053771
MZ294937 alpha_MZ294937
MW906183 alpha_MW906183
MZ152362 alpha_MZ152362
MZ193344 alpha_MZ193344
MZ009179 alpha_MZ009179
MZ415809.1 alpha_MZ415809.1
MW989369 alpha_MW989369
MZ012349 alpha_MZ012349
MZ354817 alpha_MZ354817
MZ143273 alpha_MZ143273
MZ358803 alpha_MZ358803
MZ462513.1 alpha_MZ462513.1
MZ085331 alpha_MZ085331
MZ180820 alpha_MZ180820
MZ256502 alpha_MZ256502
MW989376 alpha_MW989376
MZ454776.1 alpha_MZ454776.1
MW905455 alpha_MW905455
MZ228351 alpha_MZ228351
MZ333284 alpha_MZ333284
MZ245318 alpha_MZ245318
MZ193606 alpha_MZ193606
MZ358690 alpha_MZ358690
MZ342289 alpha_MZ342289
MZ002401 alpha_MZ002401
MZ211698 alpha_MZ211698
MW964630 alpha_MW964630
MZ491605.1 alpha_MZ491605.1
MZ416171.1 alpha_MZ416171.1
MZ006590 alpha_MZ006590
MZ253064 alpha_MZ253064
MW959488 alpha_MW959488
MZ317721 alpha_MZ317721
MZ557530.1 alpha_MZ557530.1
MW836887 alpha_MW836887
MZ035528 alpha_MZ035528
MZ064794 alpha_MZ064794
MZ006860 alpha_MZ006860
MZ231575 alpha_MZ231575
MZ236918 alpha_MZ236918
MW904725 alpha_MW904725
MW858246 alpha_MW858246
MZ294302 alpha_MZ294302
MZ315569 alpha_MZ315569
MW863081 alpha_MW863081
MZ192543 alpha_MZ192543
MZ023387 alpha_MZ023387
MZ341821 alpha_MZ341821
MZ386184 alpha_MZ386184
MW964123 alpha_MW964123
MZ059591 alpha_MZ059591
MZ142435 alpha_MZ142435
MZ163776 alpha_MZ163776
MZ281750 alpha_MZ281750
MW908617 alpha_MW908617
MZ154400 alpha_MZ154400
MZ260743 alpha_MZ260743
MZ152383 alpha_MZ152383
MZ102236 alpha_MZ102236
MZ244784 alpha_MZ244784
MZ308195 alpha_MZ308195
MZ462914.1 alpha_MZ462914.1
MZ512623.1 alpha_MZ512623.1
MZ161222 alpha_MZ161222
MZ283997 alpha_MZ283997
MZ179627 alpha_MZ179627
MZ085317 alpha_MZ085317
MZ074749 alpha_MZ074749
MZ453726.1 alpha_MZ453726.1
MZ069004 alpha_MZ069004
MW725617 alpha_MW725617
MZ101177 alpha_MZ101177
MZ164547 alpha_MZ164547
MZ195639 alpha_MZ195639
MZ228735 alpha_MZ228735
MW803547 alpha_MW803547
MW930983 alpha_MW930983
MZ278485 alpha_MZ278485
MZ036154 alpha_MZ036154
MZ163637 alpha_MZ163637
MW904843 alpha_MW904843
MZ030526 alpha_MZ030526
MZ462823.1 alpha_MZ462823.1
MZ015086 alpha_MZ015086
MZ214344 alpha_MZ214344
MZ431993.1 alpha_MZ431993.1
MZ331089 alpha_MZ331089
MZ006878 alpha_MZ006878
MZ434635.1 alpha_MZ434635.1
MZ180395 alpha_MZ180395
MZ143546 alpha_MZ143546
MZ029964 alpha_MZ029964
MZ371321 alpha_MZ371321
MZ034861 alpha_MZ034861
MZ211588 alpha_MZ211588
MZ320277 alpha_MZ320277
MZ321611 alpha_MZ321611
MZ283889 alpha_MZ283889
MZ072548 alpha_MZ072548
MZ236863 alpha_MZ236863
MW869019 alpha_MW869019
MW938604 alpha_MW938604
MZ070324 alpha_MZ070324
MZ317714 alpha_MZ317714
MZ281581 alpha_MZ281581
MW848409 alpha_MW848409
MZ455549.1 alpha_MZ455549.1
MZ141856 alpha_MZ141856
MZ006684 alpha_MZ006684
MZ085760 alpha_MZ085760
MZ143261 alpha_MZ143261
MZ160339 alpha_MZ160339
MZ392160 alpha_MZ392160
MW842449 alpha_MW842449
MZ232852 alpha_MZ232852
MZ150548 alpha_MZ150548
MZ315722 alpha_MZ315722
MZ163821 alpha_MZ163821
MZ320790 alpha_MZ320790
MZ500807.1 alpha_MZ500807.1
MZ072119 alpha_MZ072119
MZ498399.1 alpha_MZ498399.1
MZ320106 alpha_MZ320106
MZ058601 alpha_MZ058601
MZ448893.1 alpha_MZ448893.1
MZ035548 alpha_MZ035548
MZ084917 alpha_MZ084917
FR989270 alpha_FR989270
MZ060693 alpha_MZ060693
MZ089817 alpha_MZ089817
MZ282094 alpha_MZ282094
MZ034394 alpha_MZ034394
MZ405613.1 alpha_MZ405613.1
MZ011074 alpha_MZ011074
MZ329259 alpha_MZ329259
MW967487 alpha_MW967487
MZ161353 alpha_MZ161353
MZ498157.1 alpha_MZ498157.1
MZ271004 alpha_MZ271004
MW912120 alpha_MW912120
MW988252 alpha_MW988252
MZ085267 alpha_MZ085267
MZ225816 alpha_MZ225816
MZ451909.1 alpha_MZ451909.1
MZ074136 alpha_MZ074136
MZ023465 alpha_MZ023465
MW912221 alpha_MW912221
MZ172328 alpha_MZ172328
MZ084035 alpha_MZ084035
MZ154037 alpha_MZ154037
MZ072332 alpha_MZ072332
MZ192314 alpha_MZ192314
MZ149551 alpha_MZ149551
MZ214458 alpha_MZ214458
MZ432911.1 alpha_MZ432911.1
FR992121 alpha_FR992121
MZ377350 alpha_MZ377350
MW844310 alpha_MW844310
MW964732 alpha_MW964732
MZ056108 alpha_MZ056108
MZ252775 alpha_MZ252775
MZ282960 alpha_MZ282960
MZ279416 alpha_MZ279416
MZ412442.1 alpha_MZ412442.1
MZ086703 alpha_MZ086703
MZ430627.1 alpha_MZ430627.1
MW704385 alpha_MW704385
MZ164000 alpha_MZ164000
MZ288339 alpha_MZ288339
MZ023363 alpha_MZ023363
MZ062208 alpha_MZ062208
MZ226019 alpha_MZ226019
MW720637 alpha_MW720637
FR990875 alpha_FR990875
MZ210119 alpha_MZ210119
MZ280647 alpha_MZ280647
MW720759 alpha_MW720759
MZ252869 alpha_MZ252869
MZ152356 alpha_MZ152356
MZ360384 alpha_MZ360384
MZ290564 alpha_MZ290564
MZ245019 alpha_MZ245019
MZ084148 alpha_MZ084148
MZ371107 alpha_MZ371107
MW913715 alpha_MW913715
MZ189280 alpha_MZ189280
MZ237571 alpha_MZ237571
MZ448752.1 alpha_MZ448752.1
MZ254198 alpha_MZ254198
MZ058222 alpha_MZ058222
MZ170637 alpha_MZ170637
MW912404 alpha_MW912404
MZ214728 alpha_MZ214728
MZ342098 alpha_MZ342098
MW829575 alpha_MW829575
MW905939 alpha_MW905939
MZ075134 alpha_MZ075134
MZ236978 alpha_MZ236978
MZ252557 alpha_MZ252557
MZ254473 alpha_MZ254473
MZ201860 alpha_MZ201860
MZ321256 alpha_MZ321256
MZ376187 alpha_MZ376187
MZ024916 alpha_MZ024916
MZ101090 alpha_MZ101090
MZ274653 alpha_MZ274653
MW963847 alpha_MW963847
MZ228725 alpha_MZ228725
MZ048141 alpha_MZ048141
MZ020695 alpha_MZ020695
MW911943 alpha_MW911943
MZ531414.1 alpha_MZ531414.1
MZ192347 alpha_MZ192347
MZ331241 alpha_MZ331241
FR991951 alpha_FR991951
MW842385 alpha_MW842385
MW844256 alpha_MW844256
MZ058475 alpha_MZ058475
MW906839 alpha_MW906839
MZ317786 alpha_MZ317786
MZ025267 alpha_MZ025267
MZ357793 alpha_MZ357793
MZ145296 alpha_MZ145296
MZ228391 alpha_MZ228391
MZ142860 alpha_MZ142860
MZ227854 alpha_MZ227854
MZ372249 alpha_MZ372249
MZ472059.1 alpha_MZ472059.1
MW894482 alpha_MW894482
MZ187260 alpha_MZ187260
MZ259567 alpha_MZ259567
MZ432708.1 alpha_MZ432708.1
MW967918 alpha_MW967918
MZ087974 alpha_MZ087974
MZ304818 alpha_MZ304818
MZ444486.1 alpha_MZ444486.1
MZ360864 alpha_MZ360864
MZ397418.1 alpha_MZ397418.1
MZ060280 alpha_MZ060280
MW913677 alpha_MW913677
MZ390663 alpha_MZ390663
MZ538704.1 alpha_MZ538704.1
MZ217251 alpha_MZ217251
MZ290502 alpha_MZ290502
MZ228092 alpha_MZ228092
FR993300 alpha_FR993300
MZ061046 alpha_MZ061046
MZ288460 alpha_MZ288460
MZ315515 alpha_MZ315515
MZ145812 alpha_MZ145812
MZ085184 alpha_MZ085184
MZ132872 alpha_MZ132872
MZ166194 alpha_MZ166194
MZ512814.1 alpha_MZ512814.1
FR993109 alpha_FR993109
MZ281199 alpha_MZ281199
MZ173396 alpha_MZ173396
MZ315717 alpha_MZ315717
FR990526 alpha_FR990526
MZ010559 alpha_MZ010559
MW968303 alpha_MW968303
MZ185903 alpha_MZ185903
MZ433461.1 alpha_MZ433461.1
MZ557550.1 alpha_MZ557550.1
MZ030211 alpha_MZ030211
MZ186151 alpha_MZ186151
MZ358561 alpha_MZ358561
MW844737 alpha_MW844737
MZ025263 alpha_MZ025263
MZ130979 alpha_MZ130979
MZ146098 alpha_MZ146098
MZ537907.1 alpha_MZ537907.1
FR992968 alpha_FR992968
MW904726 alpha_MW904726
MZ498869.1 alpha_MZ498869.1
MZ283234 alpha_MZ283234
MZ462582.1 alpha_MZ462582.1
MZ511624.1 alpha_MZ511624.1
MZ354563 alpha_MZ354563
MW865181 alpha_MW865181
MZ015054 alpha_MZ015054
MW905925 alpha_MW905925
MZ023262 alpha_MZ023262
MZ282395 alpha_MZ282395
MZ282670 alpha_MZ282670
MZ290960 alpha_MZ290960
MZ149671 alpha_MZ149671
HG999984 alpha_HG999984
MZ366675 alpha_MZ366675
MZ034533 alpha_MZ034533
MZ060646 alpha_MZ060646
MZ228568 alpha_MZ228568
FR992490 alpha_FR992490
MZ006675 alpha_MZ006675
MZ154107 alpha_MZ154107
MZ294547 alpha_MZ294547
MZ082768 alpha_MZ082768
MW990862 alpha_MW990862
MZ319825 alpha_MZ319825
FR992630 alpha_FR992630
MZ001041 alpha_MZ001041
MZ304895 alpha_MZ304895
MZ211290 alpha_MZ211290
MZ341321 alpha_MZ341321
MW938605 alpha_MW938605
MZ405258.1 alpha_MZ405258.1
MZ532685.1 alpha_MZ532685.1
MZ499626.1 alpha_MZ499626.1
MW947242 alpha_MW947242
MZ341289 alpha_MZ341289
MZ101958 alpha_MZ101958
MZ173265 alpha_MZ173265
MZ354606 alpha_MZ354606
MW869288 alpha_MW869288
MZ283519 alpha_MZ283519
MZ279438 alpha_MZ279438
MZ131673 alpha_MZ131673
MZ371957 alpha_MZ371957
MZ059101 alpha_MZ059101
MZ281513 alpha_MZ281513
MZ212355 alpha_MZ212355
MZ306121 alpha_MZ306121
MW968129 alpha_MW968129
MZ191925 alpha_MZ191925
MZ210120 alpha_MZ210120
MZ282470 alpha_MZ282470
MZ386559 alpha_MZ386559
MZ171683 alpha_MZ171683
MZ318838 alpha_MZ318838
MZ284550 alpha_MZ284550
MZ069365 alpha_MZ069365
FR991429 alpha_FR991429
MZ281000 alpha_MZ281000
MZ076007 alpha_MZ076007
MZ186098 alpha_MZ186098
MW773617 alpha_MW773617
MZ085154 alpha_MZ085154
MZ003794 alpha_MZ003794
MZ054933 alpha_MZ054933
MZ255469 alpha_MZ255469
MZ007108 alpha_MZ007108
MZ193526 alpha_MZ193526
MZ186429 alpha_MZ186429
MZ216972 alpha_MZ216972
MZ244867 alpha_MZ244867
FR991424 alpha_FR991424
MZ274650 alpha_MZ274650
MZ354211 alpha_MZ354211
MW989045 alpha_MW989045
MZ035102 alpha_MZ035102
MZ074276 alpha_MZ074276
MZ166892 alpha_MZ166892
MZ068637 alpha_MZ068637
MZ239450 alpha_MZ239450
MZ036104 alpha_MZ036104
MZ181714 alpha_MZ181714
MZ260953 alpha_MZ260953
MZ375740 alpha_MZ375740
MZ006063 alpha_MZ006063
MZ143795 alpha_MZ143795
MZ278920 alpha_MZ278920
MZ058777 alpha_MZ058777
MZ237764 alpha_MZ237764
MZ284808 alpha_MZ284808
MZ101567 alpha_MZ101567
MZ384325 alpha_MZ384325
MZ060213 alpha_MZ060213
MW773176 alpha_MW773176
MW967971 alpha_MW967971
MZ168314 alpha_MZ168314
MW892333 alpha_MW892333
MZ083550 alpha_MZ083550
MZ100117 alpha_MZ100117
MZ184893 alpha_MZ184893
MZ163218 alpha_MZ163218
MZ306645 alpha_MZ306645
MZ237883 alpha_MZ237883
MZ212125 alpha_MZ212125
MZ308397 alpha_MZ308397
MZ195370 alpha_MZ195370
MZ171309 alpha_MZ171309
MW931430 alpha_MW931430
MZ025612 alpha_MZ025612
MZ058257 alpha_MZ058257
MZ320256 alpha_MZ320256
MZ470760.1 alpha_MZ470760.1
MZ451563.1 alpha_MZ451563.1
MZ058637 alpha_MZ058637
MZ082806 alpha_MZ082806
MZ315615 alpha_MZ315615
MZ232199 alpha_MZ232199
MZ362942 alpha_MZ362942
MZ140692 alpha_MZ140692
MZ167750 alpha_MZ167750
MZ270882 alpha_MZ270882
MW808014 alpha_MW808014
MW626451 alpha_MW626451
MZ034130 alpha_MZ034130
MZ035297 alpha_MZ035297
MZ100164 alpha_MZ100164
MZ213242 alpha_MZ213242
MZ271115 alpha_MZ271115
MZ211111 alpha_MZ211111
MW967594 alpha_MW967594
MZ025449 alpha_MZ025449
MZ058488 alpha_MZ058488
MZ070579 alpha_MZ070579
MZ367803 alpha_MZ367803
MW869724 alpha_MW869724
MZ003741 alpha_MZ003741
MZ260824 alpha_MZ260824
FR990395 alpha_FR990395
MW904566 alpha_MW904566
MW929856 alpha_MW929856
MZ390863 alpha_MZ390863
MZ226369 alpha_MZ226369
MZ415029.1 alpha_MZ415029.1
MZ181319 alpha_MZ181319
MZ342030 alpha_MZ342030
MW959577 alpha_MW959577
MZ295708 alpha_MZ295708
MZ039814 alpha_MZ039814
MZ045186 alpha_MZ045186
FR993285 alpha_FR993285
MZ321093 alpha_MZ321093
MZ284705 alpha_MZ284705
MZ497785.1 alpha_MZ497785.1
MZ029894 alpha_MZ029894
MZ101617 alpha_MZ101617
MZ184675 alpha_MZ184675
MZ076396 alpha_MZ076396
MZ280349 alpha_MZ280349
MZ432387.1 alpha_MZ432387.1
MZ036450 alpha_MZ036450
MZ143666 alpha_MZ143666
MZ243425 alpha_MZ243425
MZ215310 alpha_MZ215310
MW904567 alpha_MW904567
MW907621 alpha_MW907621
FR991926 alpha_FR991926
MZ278705 alpha_MZ278705
MZ021852 alpha_MZ021852
MZ061500 alpha_MZ061500
MZ357537 alpha_MZ357537
MZ163729 alpha_MZ163729
MW993566 alpha_MW993566
MZ238416 alpha_MZ238416
MZ284541 alpha_MZ284541
MW865634 alpha_MW865634
MZ007096 alpha_MZ007096
MZ237677 alpha_MZ237677
MZ499177.1 alpha_MZ499177.1
MZ237551 alpha_MZ237551
MZ352187 alpha_MZ352187
MZ195482 alpha_MZ195482
MZ254287 alpha_MZ254287
MZ497632.1 alpha_MZ497632.1
MZ061038 alpha_MZ061038
MZ531732.1 alpha_MZ531732.1
MZ102221 alpha_MZ102221
MZ253340 alpha_MZ253340
MZ368258 alpha_MZ368258
MZ215506 alpha_MZ215506
MZ340862 alpha_MZ340862
MZ371964 alpha_MZ371964
MZ068534 alpha_MZ068534
MZ360464 alpha_MZ360464
MZ284232 alpha_MZ284232
FR992942 alpha_FR992942
MZ214407 alpha_MZ214407
MZ349693 alpha_MZ349693
MZ037854 alpha_MZ037854
MZ101812 alpha_MZ101812
MZ100111 alpha_MZ100111
MW989353 alpha_MW989353
MZ036785 alpha_MZ036785
MZ257649 alpha_MZ257649
MZ315509 alpha_MZ315509
MW689693 alpha_MW689693
MZ280676 alpha_MZ280676
MZ059307 alpha_MZ059307
MZ281533 alpha_MZ281533
MZ003713 alpha_MZ003713
MZ290601 alpha_MZ290601
MZ069963 alpha_MZ069963
MZ084683 alpha_MZ084683
MZ161753 alpha_MZ161753
MZ152052 alpha_MZ152052
MZ207702 alpha_MZ207702
MZ467985.1 alpha_MZ467985.1
MW987801 alpha_MW987801
MZ234002 alpha_MZ234002
MZ212097 alpha_MZ212097
MW966263 alpha_MW966263
MZ214363 alpha_MZ214363
MZ554426.1 alpha_MZ554426.1
MZ451942.1 alpha_MZ451942.1
MZ306508 alpha_MZ306508
MZ363021 alpha_MZ363021
MW912455 alpha_MW912455
MZ192604 alpha_MZ192604
MZ232090 alpha_MZ232090
MZ535813.1 alpha_MZ535813.1
MZ554163.1 alpha_MZ554163.1
MZ060459 alpha_MZ060459
MZ358489 alpha_MZ358489
MW907191 alpha_MW907191
MZ055242 alpha_MZ055242
MZ032507 alpha_MZ032507
MW969419 alpha_MW969419
MZ413524.1 alpha_MZ413524.1
MZ207708 alpha_MZ207708
MZ283461 alpha_MZ283461
MW844867 alpha_MW844867
MW967717 alpha_MW967717
MZ022171 alpha_MZ022171
MZ307866 alpha_MZ307866
MW906405 alpha_MW906405
MW930765 alpha_MW930765
MZ217529 alpha_MZ217529
MZ342599 alpha_MZ342599
MZ491758.1 alpha_MZ491758.1
MZ228349 alpha_MZ228349
MZ085349 alpha_MZ085349
MZ146052 alpha_MZ146052
MZ283261 alpha_MZ283261
MZ295571 alpha_MZ295571
MZ376607 alpha_MZ376607
MZ566095.1 alpha_MZ566095.1
MZ023882 alpha_MZ023882
MZ000773 alpha_MZ000773
MZ085684 alpha_MZ085684
MZ161393 alpha_MZ161393
MZ161497 alpha_MZ161497
MZ076493 alpha_MZ076493
MW964107 alpha_MW964107
MW993530 alpha_MW993530
MZ192817 alpha_MZ192817
MZ283599 alpha_MZ283599
MZ083296 alpha_MZ083296
MZ153450 alpha_MZ153450
MZ173278 alpha_MZ173278
MZ412362.1 alpha_MZ412362.1
MZ321197 alpha_MZ321197
MZ100441 alpha_MZ100441
MZ069431 alpha_MZ069431
MZ090369 alpha_MZ090369
MZ071089 alpha_MZ071089
MZ185750 alpha_MZ185750
MZ193387 alpha_MZ193387
MW993683 alpha_MW993683
MZ259852 alpha_MZ259852
MZ295447 alpha_MZ295447
MZ288283 alpha_MZ288283
MZ535703.1 alpha_MZ535703.1
MW869594 alpha_MW869594
MZ070308 alpha_MZ070308
MW966510 alpha_MW966510
MZ283520 alpha_MZ283520
MZ161358 alpha_MZ161358
MZ059192 alpha_MZ059192
MZ532283.1 alpha_MZ532283.1
MZ283981 alpha_MZ283981
MZ415043.1 alpha_MZ415043.1
MW876921 alpha_MW876921
MZ153458 alpha_MZ153458
MZ191352 alpha_MZ191352
MZ186957 alpha_MZ186957
MZ371804 alpha_MZ371804
MZ001446 alpha_MZ001446
MZ036947 alpha_MZ036947
MZ172027 alpha_MZ172027
MZ233097 alpha_MZ233097
MZ159182 alpha_MZ159182
MZ213523 alpha_MZ213523
MZ340855 alpha_MZ340855
MZ085824 alpha_MZ085824
MZ415829.1 alpha_MZ415829.1
MZ360590 alpha_MZ360590
MZ149859 alpha_MZ149859
MZ239548 alpha_MZ239548
MZ372732 alpha_MZ372732
MW720729 alpha_MW720729
MZ328805 alpha_MZ328805
MZ412378.1 alpha_MZ412378.1
MZ455604.1 alpha_MZ455604.1
MZ411852.1 alpha_MZ411852.1
MZ193189 alpha_MZ193189
MZ344605 alpha_MZ344605
MZ491693.1 alpha_MZ491693.1
LR881860 alpha_LR881860
MZ085131 alpha_MZ085131
MZ211634 alpha_MZ211634
MZ455636.1 alpha_MZ455636.1
MW908765 alpha_MW908765
MZ490330.1 alpha_MZ490330.1
MZ163495 alpha_MZ163495
MZ307901 alpha_MZ307901
MZ012488 alpha_MZ012488
MW993267 alpha_MW993267
MZ371495 alpha_MZ371495
MZ413373.1 alpha_MZ413373.1
MZ132529 alpha_MZ132529
MZ070491 alpha_MZ070491
MZ141743 alpha_MZ141743
MZ319279 alpha_MZ319279
MZ010549 alpha_MZ010549
MZ153920 alpha_MZ153920
MW904931 alpha_MW904931
MZ009313 alpha_MZ009313
MZ321344 alpha_MZ321344
MZ472018.1 alpha_MZ472018.1
MZ048103 alpha_MZ048103
MZ455244.1 alpha_MZ455244.1
MW769742 alpha_MW769742
MZ059649 alpha_MZ059649
MZ006634 alpha_MZ006634
MZ101294 alpha_MZ101294
MW968624 alpha_MW968624
MW969494 alpha_MW969494
MZ037979 alpha_MZ037979
MW807821 alpha_MW807821
MZ226004 alpha_MZ226004
MZ025157 alpha_MZ025157
MZ056297 alpha_MZ056297
MZ226217 alpha_MZ226217
MZ281106 alpha_MZ281106
MZ501418.1 alpha_MZ501418.1
MZ434488.1 alpha_MZ434488.1
MZ294956 alpha_MZ294956
MZ193501 alpha_MZ193501
MZ341034 alpha_MZ341034
MZ469409.1 alpha_MZ469409.1
MZ012037 alpha_MZ012037
MZ059914 alpha_MZ059914
MZ255830 alpha_MZ255830
MW841824 alpha_MW841824
MZ032798 alpha_MZ032798
MZ295138 alpha_MZ295138
FR993059 alpha_FR993059
MZ290622 alpha_MZ290622
MZ342043 alpha_MZ342043
MZ010586 alpha_MZ010586
MZ462542.1 alpha_MZ462542.1
MZ001512 alpha_MZ001512
MZ084846 alpha_MZ084846
MZ143421 alpha_MZ143421
MZ179992 alpha_MZ179992
MZ012243 alpha_MZ012243
MZ498891.1 alpha_MZ498891.1
FR993586 alpha_FR993586
MZ022980 alpha_MZ022980
MW913441 alpha_MW913441
MZ341087 alpha_MZ341087
LR882876 alpha_LR882876
MZ101104 alpha_MZ101104
MW964473 alpha_MW964473
MZ240002 alpha_MZ240002
MZ006094 alpha_MZ006094
MZ058545 alpha_MZ058545
MZ337057 alpha_MZ337057
MZ036560 alpha_MZ036560
MZ102168 alpha_MZ102168
MZ210604 alpha_MZ210604
