Virus Strain Name	Accession ID	Data Source	Related ID	Lineage	Nuc.Completeness	Sequence Length	Sequence Quality	Quality Assessment	Host	Sample Collection Date	Location	Originating Lab	Submission Date	Submitting Lab	Create Time	Last Update Time
hCoV-19/Mexico/CAM-LANGEBIO_IMSS_0970/2021	EPI_ISL_2671504	GISAID		P.1	Complete	29861	High	0/0/-/-/-	Homo Sapiens	2021-05-25	Mexico / Campeche	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CHH-InDRE_FB16972_S3127/2021	EPI_ISL_2663394	GISAID		B.1.1.7	Complete	29812	High	0/0/-/-/-	Homo Sapiens	2021-05-25	Mexico / Chihuahua	LESP Chihuahua	2021-06-24	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/DUR-LANGEBIO_IMSS_0882/2021	EPI_ISL_2671560	GISAID		P.1	Complete	29886	High	1/0/-/-/-	Homo Sapiens	2021-05-25	Mexico / Durango	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/JAL-LANGEBIO_IMSS_1023/2021	EPI_ISL_2671576	GISAID		P.1	Complete	29890	High	0/0/-/-/-	Homo Sapiens	2021-05-25	Mexico / Jalisco	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/JAL-LANGEBIO_IMSS_1024/2021	EPI_ISL_2671577	GISAID		B.1.1.7	Complete	29821	High	0/0/-/-/-	Homo Sapiens	2021-05-25	Mexico / Jalisco	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/JAL-LANGEBIO_IMSS_1025/2021	EPI_ISL_2671578	GISAID		B.1.1.519	Complete	29898	High	0/0/-/-/-	Homo Sapiens	2021-05-25	Mexico / Jalisco	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/JAL-LANGEBIO_IMSS_1026/2021	EPI_ISL_2671579	GISAID		B.1.1.519	Complete	29901	High	0/0/-/-/-	Homo Sapiens	2021-05-25	Mexico / Jalisco	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/JAL-LANGEBIO_IMSS_1032/2021	EPI_ISL_2671581	GISAID		B.1.1.7	Complete	29848	High	0/0/-/-/-	Homo Sapiens	2021-05-25	Mexico / Jalisco	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CMX-InDRE_FB16521_S3061/2021	EPI_ISL_2663328	GISAID		B.1.1.7	Complete	29803	Low	75/0/NA/NA/NA	Homo Sapiens	2021-05-25	Mexico / Mexico City	LESP Ciudad de Mexico	2021-06-24	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CMX-InDRE_FB16522_S3062/2021	EPI_ISL_2663329	GISAID		B.1.1.7	Complete	29803	High	0/0/-/-/-	Homo Sapiens	2021-05-25	Mexico / Mexico City	LESP Ciudad de Mexico	2021-06-24	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/NLE-InDRE_FB16492_S3060/2021	EPI_ISL_2663327	GISAID		B.1.1.7	Complete	29803	High	0/0/-/-/-	Homo Sapiens	2021-05-25	Mexico / Nuevo Leon	LESP Nuevo Leon	2021-06-24	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0957/2021	EPI_ISL_2671687	GISAID		P.1	Complete	29832	High	0/0/-/-/-	Homo Sapiens	2021-05-25	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0962/2021	EPI_ISL_2671692	GISAID		P.1	Complete	29860	Low	63/0/NA/NA/NA	Homo Sapiens	2021-05-25	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0966/2021	EPI_ISL_2671694	GISAID		P.1	Complete	29881	Low	29/0/NA/NA/NA	Homo Sapiens	2021-05-25	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0973/2021	EPI_ISL_2671697	GISAID		P.1	Complete	29833	High	0/0/-/-/-	Homo Sapiens	2021-05-25	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/TAM-LANGEBIO_IMSS_0881/2021	EPI_ISL_2671720	GISAID		B.1.1.28	Partial	29869	Low	364/1/NA/NA/NA	Homo Sapiens	2021-05-25	Mexico / Tamaulipas	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/TAM-LANGEBIO_IMSS_0884/2021	EPI_ISL_2671722	GISAID		B.1.1.7	Complete	29845	High	0/0/-/-/-	Homo Sapiens	2021-05-25	Mexico / Tamaulipas	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/YUC-LANGEBIO_IMSS_0954/2021	EPI_ISL_2671752	GISAID		B.1.1.519	Complete	29898	High	0/0/-/-/-	Homo Sapiens	2021-05-25	Mexico / Yucatan	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CAM-LANGEBIO_IMSS_0955/2021	EPI_ISL_2671502	GISAID		P.1	Complete	29882	Low	74/0/NA/NA/NA	Homo Sapiens	2021-05-24	Mexico / Campeche	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CHH-LANGEBIO_IMSS_0889/2021	EPI_ISL_2671525	GISAID		B.1.1.7	Complete	29870	High	0/0/-/-/-	Homo Sapiens	2021-05-24	Mexico / Chihuahua	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/COL-LANGEBIO_IMSS_1033/2021	EPI_ISL_2671554	GISAID		B.1.1.7	Complete	29845	High	0/0/-/-/-	Homo Sapiens	2021-05-24	Mexico / Colima	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/JAL-LANGEBIO_IMSS_1022/2021	EPI_ISL_2671575	GISAID		P.1	Complete	29890	High	0/0/-/-/-	Homo Sapiens	2021-05-24	Mexico / Jalisco	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CMX-LANGEBIO_IMSS_1147/2021	EPI_ISL_2671542	GISAID		B.1.1.519	Partial	29857	Low	247/0/NA/NA/NA	Homo Sapiens	2021-05-24	Mexico / Mexico City	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/MOR-LANGEBIO_IMSS_1149/2021	EPI_ISL_2671615	GISAID		B.1.1.519	Partial	29899	Low	21/0/NA/NA/NA	Homo Sapiens	2021-05-24	Mexico / Morelos	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/NAY-LANGEBIO_IMSS_1027/2021	EPI_ISL_2671617	GISAID		B.1.1.519	Complete	29874	High	0/0/-/-/-	Homo Sapiens	2021-05-24	Mexico / Nayarit	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/PUE-LANGEBIO_IMSS_1152/2021	EPI_ISL_2671651	GISAID		B.1.1.222	Complete	29888	High	0/0/-/-/-	Homo Sapiens	2021-05-24	Mexico / Puebla	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0952/2021	EPI_ISL_2671685	GISAID		P.1	Complete	29865	High	0/0/-/-/-	Homo Sapiens	2021-05-24	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0958/2021	EPI_ISL_2671688	GISAID		P.1	Complete	29859	High	0/0/-/-/-	Homo Sapiens	2021-05-24	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0959/2021	EPI_ISL_2671689	GISAID		P.1	Complete	29858	High	0/0/-/-/-	Homo Sapiens	2021-05-24	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0960/2021	EPI_ISL_2671690	GISAID		B.1.1.7	Complete	29849	High	0/0/-/-/-	Homo Sapiens	2021-05-24	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0961/2021	EPI_ISL_2671691	GISAID		B.1.1.519	Partial	29889	Low	617/0/NA/NA/NA	Homo Sapiens	2021-05-24	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_1162/2021	EPI_ISL_2671784	GISAID		P.1	Partial	29854	Low	519/0/NA/NA/NA	Homo Sapiens	2021-05-24	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_1163/2021	EPI_ISL_2671785	GISAID		P.1	Complete	29833	Low	147/0/NA/NA/NA	Homo Sapiens	2021-05-24	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/YUC-LANGEBIO_IMSS_0942/2021	EPI_ISL_2671750	GISAID		B.1.1.7	Complete	29847	Low	188/0/NA/NA/NA	Homo Sapiens	2021-05-24	Mexico / Yucatan	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/YUC-LANGEBIO_IMSS_0944/2021	EPI_ISL_2671751	GISAID		P.1	Complete	29861	Low	368/0/NA/NA/NA	Homo Sapiens	2021-05-24	Mexico / Yucatan	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/COA-LANGEBIO_IMSS_0873/2021	EPI_ISL_2671545	GISAID		P.1	Complete	29860	High	0/0/-/-/-	Homo Sapiens	2021-05-23	Mexico / Coahuila	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/COA-LANGEBIO_IMSS_0874/2021	EPI_ISL_2671546	GISAID		B.1.1.7	Complete	29838	Low	404/0/NA/NA/NA	Homo Sapiens	2021-05-23	Mexico / Coahuila	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/JAL-LANGEBIO_IMSS_1016/2021	EPI_ISL_2671574	GISAID		P.1	Complete	29838	High	0/0/-/-/-	Homo Sapiens	2021-05-23	Mexico / Jalisco	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CMX-LANGEBIO_IMSS_1143/2021	EPI_ISL_2671541	GISAID		B.1.1.519	Complete	29870	High	2/0/-/-/-	Homo Sapiens	2021-05-23	Mexico / Mexico City	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/MIC-LANGEBIO_IMSS_1018/2021	EPI_ISL_2671609	GISAID		B.1.1.519	Complete	29860	High	0/0/-/-/-	Homo Sapiens	2021-05-23	Mexico / Michoacan	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/PUE-LANGEBIO_IMSS_1150/2021	EPI_ISL_2671649	GISAID		B.1.617.2	Complete	29852	High	6/0/-/-/-	Homo Sapiens	2021-05-23	Mexico / Puebla	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/PUE-LANGEBIO_IMSS_1151/2021	EPI_ISL_2671650	GISAID		B.1.1.519	Complete	29854	High	13/0/-/-/-	Homo Sapiens	2021-05-23	Mexico / Puebla	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0953/2021	EPI_ISL_2671686	GISAID		P.1	Complete	29836	Low	96/0/NA/NA/NA	Homo Sapiens	2021-05-23	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/TAB-LANGEBIO_IMSS_0946/2021	EPI_ISL_2671711	GISAID		B.1.1.519	Complete	29844	Low	452/0/NA/NA/NA	Homo Sapiens	2021-05-23	Mexico / Tabasco	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/TLA-LANGEBIO_IMSS_1148/2021	EPI_ISL_2671724	GISAID		B.1.1.519	Partial	29865	Low	250/0/NA/NA/NA	Homo Sapiens	2021-05-23	Mexico / Tlaxcala	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CHH-LANGEBIO_IMSS_0888/2021	EPI_ISL_2671524	GISAID		B.1.1.519	Complete	29901	High	0/0/-/-/-	Homo Sapiens	2021-05-22	Mexico / Chihuahua	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/COL-LANGEBIO_IMSS_1019/2021	EPI_ISL_2671551	GISAID		B.1.1.519	Complete	29894	High	0/0/-/-/-	Homo Sapiens	2021-05-22	Mexico / Colima	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/COL-LANGEBIO_IMSS_1020/2021	EPI_ISL_2671552	GISAID		B.1.1.519	Complete	29851	High	0/0/-/-/-	Homo Sapiens	2021-05-22	Mexico / Colima	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/NLE-LANGEBIO_IMSS_0863/2021	EPI_ISL_2671635	GISAID		B.1.617.2	Complete	29857	High	0/0/-/-/-	Homo Sapiens	2021-05-22	Mexico / Nuevo Leon	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/NLE-LANGEBIO_IMSS_0864/2021	EPI_ISL_2671636	GISAID		B.1.617.2	Complete	29858	High	0/0/-/-/-	Homo Sapiens	2021-05-22	Mexico / Nuevo Leon	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0951/2021	EPI_ISL_2671684	GISAID		P.1	Complete	29862	Low	160/0/NA/NA/NA	Homo Sapiens	2021-05-22	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0963/2021	EPI_ISL_2671693	GISAID		P.1	Complete	29838	Low	471/0/NA/NA/NA	Homo Sapiens	2021-05-22	Mexico / Quintana Roo	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/SIN-LANGEBIO_IMSS_1017/2021	EPI_ISL_2671699	GISAID		B.1.1.519	Complete	29866	Low	93/0/NA/NA/NA	Homo Sapiens	2021-05-22	Mexico / Sinaloa	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/TAB-LANGEBIO_IMSS_0945/2021	EPI_ISL_2671710	GISAID		P.1	Complete	29880	High	0/0/-/-/-	Homo Sapiens	2021-05-22	Mexico / Tabasco	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/TAB-LANGEBIO_IMSS_0947/2021	EPI_ISL_2671712	GISAID		B.1.1.519	Complete	29824	Low	261/0/NA/NA/NA	Homo Sapiens	2021-05-22	Mexico / Tabasco	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/TAB-LANGEBIO_IMSS_0948/2021	EPI_ISL_2671713	GISAID		B.1.1.519	Complete	29864	Low	284/0/NA/NA/NA	Homo Sapiens	2021-05-22	Mexico / Tabasco	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/TAB-LANGEBIO_IMSS_0949/2021	EPI_ISL_2671714	GISAID		B.1.1.519	Partial	29841	Low	140/0/NA/NA/NA	Homo Sapiens	2021-05-22	Mexico / Tabasco	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/TAB-LANGEBIO_IMSS_0950/2021	EPI_ISL_2671715	GISAID		P.1	Complete	29894	High	0/0/-/-/-	Homo Sapiens	2021-05-22	Mexico / Tabasco	Unidad de Investigacion Medica de Yucatan (UIMY)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CHH-LANGEBIO_IMSS_0871/2021	EPI_ISL_2671519	GISAID		B.1.1.7	Complete	29846	Low	59/0/NA/NA/NA	Homo Sapiens	2021-05-21	Mexico / Chihuahua	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CHH-LANGEBIO_IMSS_0887/2021	EPI_ISL_2671523	GISAID		B.1.1.7	Complete	29873	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Chihuahua	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/COA-LANGEBIO_IMSS_0860/2021	EPI_ISL_2671543	GISAID		P.1	Partial	29813	Low	181/0/NA/NA/NA	Homo Sapiens	2021-05-21	Mexico / Coahuila	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/COA-LANGEBIO_IMSS_0862/2021	EPI_ISL_2671544	GISAID		P.1	Complete	29887	Low	217/0/NA/NA/NA	Homo Sapiens	2021-05-21	Mexico / Coahuila	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/DUR-LANGEBIO_IMSS_0870/2021	EPI_ISL_2671559	GISAID		B.1.1.7	Complete	29883	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Durango	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/GUA-LANGEBIO_IMSS_1013/2021	EPI_ISL_2671567	GISAID		B.1.1.7	Complete	29848	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Guanajuato	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/HID-InDRE_FB17207_S3093/2021	EPI_ISL_2663360	GISAID		B.1.1.7	Complete	29805	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Hidalgo	LESP Hidalgo	2021-06-24	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/HID-LANGEBIO_IMSS_1141/2021	EPI_ISL_2671569	GISAID		P.1	Complete	29881	Low	436/0/NA/NA/NA	Homo Sapiens	2021-05-21	Mexico / Hidalgo	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/JAL-LANGEBIO_IMSS_1009/2021	EPI_ISL_2671572	GISAID		B.1.1.7	Complete	29880	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Jalisco	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/JAL-LANGEBIO_IMSS_1015/2021	EPI_ISL_2671573	GISAID		B.1.1.7	Complete	29847	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Jalisco	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CMX-InDRE_FD72271_S3091/2021	EPI_ISL_2663358	GISAID		B.1.1.7	Complete	29801	Low	52/0/NA/NA/NA	Homo Sapiens	2021-05-21	Mexico / Mexico City	LESP Ciudad de Mexico	2021-06-24	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CMX-LANGEBIO_IMSS_1120/2021	EPI_ISL_2671537	GISAID		B.1.1.519	Complete	29857	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Mexico City	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/CMX-LANGEBIO_IMSS_1142/2021	EPI_ISL_2671540	GISAID		P.1	Partial	29860	Low	506/0/NA/NA/NA	Homo Sapiens	2021-05-21	Mexico / Mexico City	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/MIC-LANGEBIO_IMSS_1028/2021	EPI_ISL_2671610	GISAID		B.1.1.519	Complete	29863	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Michoacan	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/NAY-LANGEBIO_IMSS_1014/2021	EPI_ISL_2671616	GISAID		B.1.1.519	Complete	29900	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Nayarit	Centro de Investigacion Biomedica de Occidente (CIBO)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/NLE-LANGEBIO_IMSS_0857/2021	EPI_ISL_2671633	GISAID		B.1.1.7	Complete	29847	Low	38/0/NA/NA/NA	Homo Sapiens	2021-05-21	Mexico / Nuevo Leon	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/NLE-LANGEBIO_IMSS_0859/2021	EPI_ISL_2671634	GISAID		B.1.1.519	Complete	29870	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Nuevo Leon	Centro de Investigacion Biomedica del Noreste (CIBIN)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
hCoV-19/Mexico/PUE-LANGEBIO_IMSS_1153/2021	EPI_ISL_2671652	GISAID		B.1.1.7	Complete	29828	High	0/0/-/-/-	Homo Sapiens	2021-05-21	Mexico / Puebla	Laboratorio Central de Epidemiologi­a (LCE)	2021-06-24	Unidad de Genomica Avanzada	2021-06-26 18:50:34	2021-06-26 18:50:34
